,ì˙éû,äOãCâ∑ìx,Teê›íË,Tcê›íË,TeïΩãœíl,TcïΩãœíl,é∫äOã@â^ì]éûä‘,è¡îÔìdóÕó ,êœéZó‚ñ[î\óÕ,êœéZígñ[î\óÕ,COP
0,2022-07-01 00:00:00,30,3,Çl,0,0,0,0,0,0,NaN
1,2022-07-01 01:00:00,29,2,Çl,0,0,0,0,0,0,NaN
2,2022-07-01 02:00:00,28,2,Çl,0,0,0,0,0,0,NaN
3,2022-07-01 03:00:00,28,2,Çl,0,0,0,0,0,0,NaN
4,2022-07-01 04:00:00,28,2,Çl,0,0,0,0,0,0,NaN
5,2022-07-01 05:00:00,28,2,Çl,0,0,0,0,0,0,NaN
6,2022-07-01 06:00:00,30,2,Çl,0,0,0,0,0,0,NaN
7,2022-07-01 07:00:00,31,2,Çl,0,0,0,0,0,0,NaN
8,2022-07-01 08:00:00,35,2,Çl,5.1,43.1,27,6.4,17.9,0,2.7968749999999996
9,2022-07-01 09:00:00,36,2,Çl,1.8,46.7,60,19.5,46.7,0,2.394871794871795
10,2022-07-01 10:00:00,38,2,Çl,1.5,47,60,19,43,0,2.263157894736842
11,2022-07-01 11:00:00,37,2,Çl,2.2,48.2,60,19.4,43.1,0,2.2216494845360826
12,2022-07-01 12:00:00,40,2,Çl,1.7,49.5,60,20.4,43.2,0,2.11764705882353
13,2022-07-01 13:00:00,40,2,Çl,2.1,49.4,60,20,42.9,0,2.145
14,2022-07-01 14:00:00,38,2,Çl,1.8,49.5,60,21.2,46.6,0,2.19811320754717
15,2022-07-01 15:00:00,38,2,Çl,2,48.5,60,20.4,46.1,0,2.259803921568628
16,2022-07-01 16:00:00,37,2,Çl,2,46.2,60,16.2,37.8,0,2.3333333333333335
17,2022-07-01 17:00:00,33,2,Çl,3.6,42.4,60,12.5,34,0,2.72
18,2022-07-01 18:00:00,32,2,Çl,-2,42.5,2,0.2,0.3,0,1.4999999999999998
19,2022-07-01 19:00:00,30,2,Çl,0,0,0,0,0,0,NaN
20,2022-07-01 20:00:00,29,2,Çl,0,0,0,0,0,0,NaN
21,2022-07-01 21:00:00,28,2,Çl,0,0,0,0,0,0,NaN
22,2022-07-01 22:00:00,28,2,Çl,0,0,0,0,0,0,NaN
23,2022-07-01 23:00:00,28,2,Çl,0,0,0,0,0,0,NaN
24,2022-07-02 00:00:00,28,2,Çl,0,0,0,0,0,0,NaN
25,2022-07-02 01:00:00,27,4,Çl,0,0,0,0,0,0,NaN
26,2022-07-02 02:00:00,27,4,Çl,0,0,0,0,0,0,NaN
