,ì˙éû,äOãCâ∑ìx,Teê›íË,Tcê›íË,TeïΩãœíl,TcïΩãœíl,é∫äOã@â^ì]éûä‘,è¡îÔìdóÕó ,êœéZó‚ñ[î\óÕ,êœéZígñ[î\óÕ,COP
0,2022-07-01 00:00:00,30,3,Çl,0,0,0,0,0,0,NaN
1,2022-07-01 01:00:00,30,2,Çl,0,0,0,0,0,0,NaN
2,2022-07-01 02:00:00,30,2,Çl,0,0,0,0,0,0,NaN
3,2022-07-01 03:00:00,30,2,Çl,0,0,0,0,0,0,NaN
4,2022-07-01 04:00:00,29,2,Çl,0,0,0,0,0,0,NaN
5,2022-07-01 05:00:00,30,2,Çl,0,0,0,0,0,0,NaN
6,2022-07-01 06:00:00,32,2,Çl,0,0,0,0,0,0,NaN
7,2022-07-01 07:00:00,32,2,Çl,0,0,0,0,0,0,NaN
8,2022-07-01 08:00:00,34,2,Çl,3.9,43.1,60,5.5,15,0,2.727272727272727
9,2022-07-01 09:00:00,35,2,Çl,5,42.7,60,4.7,13.5,0,2.872340425531915
10,2022-07-01 10:00:00,37,2,Çl,3.9,45.3,60,5.6,14,0,2.5
11,2022-07-01 11:00:00,38,2,Çl,4,46.7,60,5.8,13.6,0,2.3448275862068964
12,2022-07-01 12:00:00,38,2,Çl,4.3,47.5,60,6,14.9,0,2.4833333333333334
13,2022-07-01 13:00:00,38,2,Çl,4,47.8,60,6.2,14.4,0,2.3225806451612905
14,2022-07-01 14:00:00,37,2,Çl,3.8,47,60,6,14.3,0,2.3833333333333333
15,2022-07-01 15:00:00,37,2,Çl,3.8,46.7,60,5.9,14.2,0,2.406779661016949
16,2022-07-01 16:00:00,35,2,Çl,4.6,44.7,60,5.1,13.8,0,2.7058823529411766
17,2022-07-01 17:00:00,33,2,Çl,3.9,43,60,5.2,13.7,0,2.6346153846153846
18,2022-07-01 18:00:00,31,2,Çl,4.8,40,53,4.1,11.5,0,2.804878048780488
19,2022-07-01 19:00:00,30,2,Çl,4,39.5,60,5,13.3,0,2.66
20,2022-07-01 20:00:00,29,2,Çl,4,39,1,0.1,0.2,0,2.0
21,2022-07-01 21:00:00,29,2,Çl,0,0,0,0,0,0,NaN
22,2022-07-01 22:00:00,30,2,Çl,0,0,0,0,0,0,NaN
23,2022-07-01 23:00:00,29,2,Çl,0,0,0,0,0,0,NaN
24,2022-07-02 00:00:00,29,2,Çl,0,0,0,0,0,0,NaN
25,2022-07-02 01:00:00,29,4,Çl,0,0,0,0,0,0,NaN
26,2022-07-02 02:00:00,28,4,Çl,0,0,0,0,0,0,NaN
27,2022-07-02 03:00:00,28,4,Çl,0,0,0,0,0,0,NaN
28,2022-07-02 04:00:00,28,4,Çl,0,0,0,0,0,0,NaN
29,2022-07-02 05:00:00,29,4,Çl,0,0,0,0,0,0,NaN
30,2022-07-02 06:00:00,32,3,Çl,0,0,0,0,0,0,NaN
31,2022-07-02 07:00:00,33,3,Çl,0,0,0,0,0,0,NaN
32,2022-07-02 08:00:00,35,4,Çl,0,0,0,0,0,0,NaN
