,ì˙éû,äOãCâ∑ìx,Teê›íË,Tcê›íË,TeïΩãœíl,TcïΩãœíl,é∫äOã@â^ì]éûä‘,è¡îÔìdóÕó ,êœéZó‚ñ[î\óÕ,êœéZígñ[î\óÕ,COP
0,2022-07-01 00:00:00,31,3,Çl,0,0,0,0,0,0,NaN
1,2022-07-01 01:00:00,30,2,Çl,0,0,0,0,0,0,NaN
2,2022-07-01 02:00:00,29,2,Çl,0,0,0,0,0,0,NaN
3,2022-07-01 03:00:00,29,2,Çl,0,0,0,0,0,0,NaN
4,2022-07-01 04:00:00,29,2,Çl,0,0,0,0,0,0,NaN
5,2022-07-01 05:00:00,30,2,Çl,0,0,0,0,0,0,NaN
6,2022-07-01 06:00:00,32,2,Çl,0,0,0,0,0,0,NaN
7,2022-07-01 07:00:00,32,2,Çl,1.1,46.4,26,4.6,10.1,0,2.1956521739130435
8,2022-07-01 08:00:00,34,2,Çl,-2.6,48.6,60,12.9,24.8,0,1.9224806201550388
9,2022-07-01 09:00:00,36,2,Çl,-1.9,49.7,60,13.2,25,0,1.893939393939394
10,2022-07-01 10:00:00,37,2,Çl,-0.9,50.6,60,13.2,25.1,0,1.9015151515151518
11,2022-07-01 11:00:00,38,2,Çl,-0.1,51.6,60,13.2,24.8,0,1.878787878787879
12,2022-07-01 12:00:00,39,2,Çl,0,52.5,60,13.4,24.3,0,1.8134328358208955
13,2022-07-01 13:00:00,39,2,Çl,0,52.4,60,13.4,24.2,0,1.8059701492537312
14,2022-07-01 14:00:00,37,2,Çl,0,51.7,60,13.1,24.8,0,1.8931297709923665
15,2022-07-01 15:00:00,37,2,Çl,0,51.9,60,12.7,24,0,1.8897637795275593
16,2022-07-01 16:00:00,36,2,Çl,0,50.3,60,11.9,23.5,0,1.9747899159663864
17,2022-07-01 17:00:00,34,2,Çl,0,48.3,60,11.4,24.3,0,2.1315789473684212
18,2022-07-01 18:00:00,32,2,Çl,-8,41,1,0.1,0.1,0,1.0
19,2022-07-01 19:00:00,32,2,Çl,0,0,0,0,0,0,NaN
20,2022-07-01 20:00:00,31,2,Çl,0,0,0,0,0,0,NaN
21,2022-07-01 21:00:00,30,2,Çl,0,0,0,0,0,0,NaN
22,2022-07-01 22:00:00,30,2,Çl,0,0,0,0,0,0,NaN
23,2022-07-01 23:00:00,29,2,Çl,0,0,0,0,0,0,NaN
24,2022-07-02 00:00:00,29,2,Çl,0,0,0,0,0,0,NaN
25,2022-07-02 01:00:00,28,4,Çl,0,0,0,0,0,0,NaN
26,2022-07-02 02:00:00,28,4,Çl,0,0,0,0,0,0,NaN
27,2022-07-02 03:00:00,28,4,Çl,0,0,0,0,0,0,NaN
28,2022-07-02 04:00:00,28,4,Çl,0,0,0,0,0,0,NaN
29,2022-07-02 05:00:00,29,4,Çl,0,0,0,0,0,0,NaN
30,2022-07-02 06:00:00,32,3,Çl,0,0,0,0,0,0,NaN
31,2022-07-02 07:00:00,34,4,Çl,0,0,0,0,0,0,NaN
32,2022-07-02 08:00:00,32,4,Çl,7.5,41.1,8,0.5,1.7,0,3.4
33,2022-07-02 09:00:00,34,4,Çl,-0.6,48.8,60,12.1,25,0,2.066115702479339
34,2022-07-02 10:00:00,35,3,Çl,-1.4,50,60,12.9,25.1,0,1.9457364341085273
35,2022-07-02 11:00:00,37,3,Çl,-0.9,50.6,60,13.1,25.4,0,1.9389312977099236
36,2022-07-02 12:00:00,37,3,Çl,-0.9,50.9,60,13.2,25.2,0,1.9090909090909092
37,2022-07-02 13:00:00,37,3,Çl,-0.8,51,60,13.2,25.2,0,1.9090909090909092
38,2022-07-02 14:00:00,37,3,Çl,-0.9,50.8,60,13.1,25.1,0,1.9160305343511452
39,2022-07-02 15:00:00,35,3,Çl,-1.6,49.8,60,12.9,24.9,0,1.9302325581395348
40,2022-07-02 16:00:00,35,3,Çl,-2,49,60,12.4,23.8,0,1.9193548387096775
41,2022-07-02 17:00:00,33,3,Çl,-2.7,48.5,51,10.6,20.4,0,1.9245283018867925
42,2022-07-02 18:00:00,33,3,Çl,0,0,0,0,0,0,NaN
43,2022-07-02 19:00:00,32,3,Çl,0,0,0,0,0,0,NaN
44,2022-07-02 20:00:00,31,3,Çl,0,0,0,0,0,0,NaN
45,2022-07-02 21:00:00,30,3,Çl,0,0,0,0,0,0,NaN
46,2022-07-02 22:00:00,29,3,Çl,0,0,0,0,0,0,NaN
47,2022-07-02 23:00:00,29,3,Çl,0,0,0,0,0,0,NaN
48,2022-07-03 00:00:00,29,3,Çl,0,0,0,0,0,0,NaN
49,2022-07-03 01:00:00,29,3,Çl,0,0,0,0,0,0,NaN
50,2022-07-03 02:00:00,29,3,Çl,0,0,0,0,0,0,NaN
51,2022-07-03 03:00:00,28,3,Çl,0,0,0,0,0,0,NaN
52,2022-07-03 04:00:00,29,4,Çl,0,0,0,0,0,0,NaN
53,2022-07-03 05:00:00,29,4,Çl,0,0,0,0,0,0,NaN
54,2022-07-03 06:00:00,31,3,Çl,0,0,0,0,0,0,NaN
55,2022-07-03 07:00:00,32,3,Çl,0,0,0,0,0,0,NaN
56,2022-07-03 08:00:00,33,4,Çl,3,49.6,29,4.9,10.7,0,2.1836734693877546
57,2022-07-03 09:00:00,33,4,Çl,0,0,0,0,0,0,NaN
58,2022-07-03 10:00:00,36,4,Çl,0,0,0,0,0,0,NaN
59,2022-07-03 11:00:00,35,3,Çl,3.4,48.2,24,4,8.7,0,2.175
60,2022-07-03 12:00:00,35,3,Çl,-6,44,1,0.1,0,0,0.0
61,2022-07-03 13:00:00,36,3,Çl,0,0,0,0,0,0,NaN
62,2022-07-03 14:00:00,35,3,Çl,0,0,0,0,0,0,NaN
63,2022-07-03 15:00:00,34,4,Çl,0,0,0,0,0,0,NaN
64,2022-07-03 16:00:00,31,4,Çl,0,0,0,0,0,0,NaN
65,2022-07-03 17:00:00,31,4,Çl,0,0,0,0,0,0,NaN
66,2022-07-03 18:00:00,31,3,Çl,0,0,0,0,0,0,NaN
67,2022-07-03 19:00:00,31,3,Çl,0,0,0,0,0,0,NaN
68,2022-07-03 20:00:00,29,3,Çl,0,0,0,0,0,0,NaN
69,2022-07-03 21:00:00,29,3,Çl,0,0,0,0,0,0,NaN
70,2022-07-03 22:00:00,28,4,Çl,0,0,0,0,0,0,NaN
71,2022-07-03 23:00:00,28,4,Çl,0,0,0,0,0,0,NaN
72,2022-07-04 00:00:00,28,3,Çl,0,0,0,0,0,0,NaN
73,2022-07-04 01:00:00,28,3,Çl,0,0,0,0,0,0,NaN
74,2022-07-04 02:00:00,28,3,Çl,0,0,0,0,0,0,NaN
75,2022-07-04 03:00:00,28,4,Çl,0,0,0,0,0,0,NaN
76,2022-07-04 04:00:00,28,4,Çl,0,0,0,0,0,0,NaN
77,2022-07-04 05:00:00,28,4,Çl,0,0,0,0,0,0,NaN
78,2022-07-04 06:00:00,29,4,Çl,0,0,0,0,0,0,NaN
79,2022-07-04 07:00:00,28,4,Çl,0,0,0,0,0,0,NaN
80,2022-07-04 08:00:00,25,5,Çl,6.1,36.2,22,1.7,6.7,0,3.9411764705882355
81,2022-07-04 09:00:00,26,4,Çl,-3.1,41.5,60,10.9,25.1,0,2.302752293577982
82,2022-07-04 10:00:00,27,4,Çl,-3.8,43.3,60,11.8,25.5,0,2.1610169491525424
83,2022-07-04 11:00:00,28,4,Çl,3.3,39.7,60,5.9,19.4,0,3.2881355932203387
84,2022-07-04 12:00:00,29,3,Çl,-2.5,44.4,60,11.5,24.9,0,2.1652173913043478
85,2022-07-04 13:00:00,30,3,Çl,-3.1,45.7,60,12.3,25.5,0,2.073170731707317
86,2022-07-04 14:00:00,30,2,Çl,-2.9,46.1,60,12.4,25.6,0,2.064516129032258
87,2022-07-04 15:00:00,30,3,Çl,-2.7,46.5,60,12.5,25.7,0,2.056
88,2022-07-04 16:00:00,30,3,Çl,-2.7,46.5,60,12.1,24.7,0,2.041322314049587
89,2022-07-04 17:00:00,30,3,Çl,-3.5,46,60,12.3,24.8,0,2.016260162601626
90,2022-07-04 18:00:00,30,3,Çl,0,0,0,0,0,0,NaN
91,2022-07-04 19:00:00,30,3,Çl,0,0,0,0,0,0,NaN
92,2022-07-04 20:00:00,28,4,Çl,0,0,0,0,0,0,NaN
93,2022-07-04 21:00:00,28,4,Çl,0,0,0,0,0,0,NaN
94,2022-07-04 22:00:00,27,4,Çl,0,0,0,0,0,0,NaN
95,2022-07-04 23:00:00,26,4,Çl,0,0,0,0,0,0,NaN
96,2022-07-05 00:00:00,26,4,Çl,0,0,0,0,0,0,NaN
97,2022-07-05 01:00:00,26,4,Çl,0,0,0,0,0,0,NaN
98,2022-07-05 02:00:00,26,4,Çl,0,0,0,0,0,0,NaN
99,2022-07-05 03:00:00,26,4,Çl,0,0,0,0,0,0,NaN
100,2022-07-05 04:00:00,25,4,Çl,0,0,0,0,0,0,NaN
101,2022-07-05 05:00:00,26,4,Çl,0,0,0,0,0,0,NaN
102,2022-07-05 06:00:00,28,4,Çl,0,0,0,0,0,0,NaN
103,2022-07-05 07:00:00,28,4,Çl,0.6,40.6,25,3.4,8.7,0,2.5588235294117645
104,2022-07-05 08:00:00,29,5,Çl,8.8,36.7,60,3.7,13.5,0,3.6486486486486487
105,2022-07-05 09:00:00,31,5,Çl,3.8,42.2,60,5.9,18.4,0,3.11864406779661
106,2022-07-05 10:00:00,31,5,Çl,3.6,42.9,60,6.2,19.1,0,3.0806451612903225
107,2022-07-05 11:00:00,32,5,Çl,7.9,40.6,60,4.8,14.5,0,3.0208333333333335
108,2022-07-05 12:00:00,32,5,Çl,-0.9,46.6,60,11.4,24.7,0,2.1666666666666665
109,2022-07-05 13:00:00,29,5,Çl,-3.5,44.7,60,12,25.3,0,2.1083333333333334
110,2022-07-05 14:00:00,29,5,Çl,-3.3,44.5,60,12,25.7,0,2.1416666666666666
111,2022-07-05 15:00:00,28,5,Çl,-3.6,44.2,60,11.9,25.5,0,2.142857142857143
112,2022-07-05 16:00:00,27,5,Çl,-3.5,43.6,60,11.8,25.8,0,2.1864406779661016
113,2022-07-05 17:00:00,26,5,Çl,-3.7,42.8,60,11.6,25.9,0,2.2327586206896552
114,2022-07-05 18:00:00,27,4,Çl,0,0,0,0,0,0,NaN
115,2022-07-05 19:00:00,26,4,Çl,0,0,0,0,0,0,NaN
116,2022-07-05 20:00:00,26,4,Çl,0,0,0,0,0,0,NaN
117,2022-07-05 21:00:00,26,5,Çl,0,0,0,0,0,0,NaN
118,2022-07-05 22:00:00,26,5,Çl,0,0,0,0,0,0,NaN
119,2022-07-05 23:00:00,26,5,Çl,0,0,0,0,0,0,NaN
120,2022-07-06 00:00:00,24,4,Çl,0,0,0,0,0,0,NaN
121,2022-07-06 01:00:00,24,4,Çl,0,0,0,0,0,0,NaN
122,2022-07-06 02:00:00,24,4,Çl,0,0,0,0,0,0,NaN
123,2022-07-06 03:00:00,23,4,Çl,0,0,0,0,0,0,NaN
124,2022-07-06 04:00:00,23,4,Çl,0,0,0,0,0,0,NaN
125,2022-07-06 05:00:00,23,4,Çl,0,0,0,0,0,0,NaN
126,2022-07-06 06:00:00,24,4,Çl,0,0,0,0,0,0,NaN
127,2022-07-06 07:00:00,26,5,Çl,9,35,26,1.5,6.7,0,4.466666666666667
128,2022-07-06 08:00:00,27,5,Çl,7.9,36,60,3.8,15.6,0,4.105263157894737
