,ì˙éû,äOãCâ∑ìx,Teê›íË,Tcê›íË,TeïΩãœíl,TcïΩãœíl,é∫äOã@â^ì]éûä‘,è¡îÔìdóÕó ,êœéZó‚ñ[î\óÕ,êœéZígñ[î\óÕ,COP
0,2022-07-01 00:00:00,31,3,Çl,0,0,0,0,0,0,NaN
1,2022-07-01 01:00:00,30,2,Çl,0,0,0,0,0,0,NaN
2,2022-07-01 02:00:00,30,2,Çl,0,0,0,0,0,0,NaN
3,2022-07-01 03:00:00,29,2,Çl,0,0,0,0,0,0,NaN
4,2022-07-01 04:00:00,29,2,Çl,0,0,0,0,0,0,NaN
5,2022-07-01 05:00:00,30,2,Çl,0,0,0,0,0,0,NaN
6,2022-07-01 06:00:00,32,2,Çl,0,0,0,0,0,0,NaN
7,2022-07-01 07:00:00,32,2,Çl,6,36.8,4,0.1,0.1,0,1.0
8,2022-07-01 08:00:00,34,2,Çl,5.4,36.9,60,3.2,10.3,0,3.21875
9,2022-07-01 09:00:00,34,2,Çl,4.2,37.4,60,4.2,10.6,0,2.5238095238095237
10,2022-07-01 10:00:00,37,2,Çl,5.5,38.9,60,4,11.1,0,2.775
11,2022-07-01 11:00:00,38,2,Çl,4.9,40.8,60,4.5,10.4,0,2.3111111111111113
12,2022-07-01 12:00:00,40,2,Çl,5.2,42.2,60,4.3,10.9,0,2.5348837209302326
13,2022-07-01 13:00:00,39,2,Çl,5.3,44,60,6.7,15.6,0,2.328358208955224
14,2022-07-01 14:00:00,38,2,Çl,4.9,42.6,60,5.9,14.3,0,2.423728813559322
15,2022-07-01 15:00:00,38,2,Çl,5,42.4,60,6.1,14.4,0,2.3606557377049184
16,2022-07-01 16:00:00,37,2,Çl,5.8,40.8,60,5,13.5,0,2.7
17,2022-07-01 17:00:00,34,2,Çl,4.8,40.1,60,6.3,16.6,0,2.6349206349206353
18,2022-07-01 18:00:00,32,2,Çl,4.3,36.6,60,4.8,12.4,0,2.5833333333333335
19,2022-07-01 19:00:00,31,2,Çl,5.4,34.1,60,3.2,10.4,0,3.25
20,2022-07-01 20:00:00,29,2,Çl,5,32.1,60,3,8,0,2.6666666666666665
21,2022-07-01 21:00:00,29,2,Çl,4.6,32.4,26,1.5,3.6,0,2.4
22,2022-07-01 22:00:00,29,2,Çl,0,0,0,0,0,0,NaN
23,2022-07-01 23:00:00,29,2,Çl,0,0,0,0,0,0,NaN
24,2022-07-02 00:00:00,29,2,Çl,0,0,0,0,0,0,NaN
25,2022-07-02 01:00:00,28,4,Çl,0,0,0,0,0,0,NaN
26,2022-07-02 02:00:00,28,4,Çl,0,0,0,0,0,0,NaN
27,2022-07-02 03:00:00,28,4,Çl,0,0,0,0,0,0,NaN
28,2022-07-02 04:00:00,28,4,Çl,0,0,0,0,0,0,NaN
29,2022-07-02 05:00:00,29,4,Çl,0,0,0,0,0,0,NaN
30,2022-07-02 06:00:00,31,4,Çl,0,0,0,0,0,0,NaN
31,2022-07-02 07:00:00,32,4,Çl,9.3,36.5,10,0.4,1.1,0,2.75
32,2022-07-02 08:00:00,34,5,Çl,8,37,57,3.6,12.7,0,3.5277777777777777
33,2022-07-02 09:00:00,35,5,Çl,9.7,39.5,60,5.4,19.7,0,3.648148148148148
34,2022-07-02 10:00:00,37,4,Çl,7.3,41.5,60,6.2,18.9,0,3.048387096774193
35,2022-07-02 11:00:00,37,4,Çl,6.6,42.1,60,5.9,17.2,0,2.9152542372881354
36,2022-07-02 12:00:00,37,4,Çl,6.6,43.3,60,7,20,0,2.857142857142857
37,2022-07-02 13:00:00,38,4,Çl,6.7,43.5,60,7.9,21.7,0,2.7468354430379747
38,2022-07-02 14:00:00,35,4,Çl,6.7,41.3,60,5.2,14.1,0,2.7115384615384612
39,2022-07-02 15:00:00,36,4,Çl,5.6,43.6,60,9.4,25,0,2.6595744680851063
40,2022-07-02 16:00:00,36,4,Çl,5.7,42.1,60,8.3,23.1,0,2.783132530120482
41,2022-07-02 17:00:00,33,4,Çl,7,36.7,60,3.9,12.4,0,3.1794871794871797
42,2022-07-02 18:00:00,31,5,Çl,7.9,34.6,54,2.9,8.1,0,2.793103448275862
43,2022-07-02 19:00:00,30,5,Çl,5,35.4,12,0.5,1.5,0,3.0
44,2022-07-02 20:00:00,30,5,Çl,8.1,33.7,60,3.5,11,0,3.142857142857143
45,2022-07-02 21:00:00,29,5,Çl,4.3,34.3,32,1.8,4.9,0,2.7222222222222223
46,2022-07-02 22:00:00,29,4,Çl,0,0,0,0,0,0,NaN
47,2022-07-02 23:00:00,29,4,Çl,0,0,0,0,0,0,NaN
48,2022-07-03 00:00:00,29,4,Çl,0,0,0,0,0,0,NaN
49,2022-07-03 01:00:00,28,4,Çl,0,0,0,0,0,0,NaN
50,2022-07-03 02:00:00,28,4,Çl,0,0,0,0,0,0,NaN
51,2022-07-03 03:00:00,28,4,Çl,0,0,0,0,0,0,NaN
52,2022-07-03 04:00:00,28,5,Çl,0,0,0,0,0,0,NaN
53,2022-07-03 05:00:00,29,5,Çl,0,0,0,0,0,0,NaN
54,2022-07-03 06:00:00,30,4,Çl,0,0,0,0,0,0,NaN
55,2022-07-03 07:00:00,30,4,Çl,8.5,34.4,22,1.2,4,0,3.3333333333333335
56,2022-07-03 08:00:00,32,6,Çl,9.6,37.4,60,5.7,19.1,0,3.3508771929824563
57,2022-07-03 09:00:00,32,5,Çl,11.2,38.5,60,5.1,19.7,0,3.8627450980392157
58,2022-07-03 10:00:00,34,5,Çl,9.7,39.8,60,5.9,20,0,3.389830508474576
59,2022-07-03 11:00:00,36,4,Çl,6.8,40.1,60,5.5,16.2,0,2.9454545454545453
60,2022-07-03 12:00:00,35,4,Çl,6.6,41,60,6.5,18.4,0,2.8307692307692305
61,2022-07-03 13:00:00,34,4,Çl,6.9,39.1,60,4.8,16,0,3.3333333333333335
62,2022-07-03 14:00:00,34,4,Çl,4.6,41.7,60,8.7,21.4,0,2.4597701149425286
63,2022-07-03 15:00:00,32,5,Çl,8.4,36.8,60,4.2,15.4,0,3.6666666666666665
64,2022-07-03 16:00:00,31,5,Çl,7.3,37.3,60,5.4,17.1,0,3.1666666666666665
65,2022-07-03 17:00:00,31,5,Çl,7.6,37.6,60,6,19,0,3.1666666666666665
66,2022-07-03 18:00:00,31,5,Çl,7.1,36.7,60,5.3,15.4,0,2.905660377358491
67,2022-07-03 19:00:00,30,4,Çl,7.4,33,60,3.2,10.9,0,3.40625
68,2022-07-03 20:00:00,28,5,Çl,8,31,60,2.3,8.1,0,3.5217391304347827
69,2022-07-03 21:00:00,28,5,Çl,8.1,31.7,19,0.5,2,0,4.0
70,2022-07-03 22:00:00,28,5,Çl,0,0,0,0,0,0,NaN
71,2022-07-03 23:00:00,28,5,Çl,0,0,0,0,0,0,NaN
72,2022-07-04 00:00:00,28,4,Çl,0,0,0,0,0,0,NaN
73,2022-07-04 01:00:00,28,4,Çl,0,0,0,0,0,0,NaN
74,2022-07-04 02:00:00,28,4,Çl,0,0,0,0,0,0,NaN
75,2022-07-04 03:00:00,28,5,Çl,0,0,0,0,0,0,NaN
76,2022-07-04 04:00:00,28,5,Çl,0,0,0,0,0,0,NaN
77,2022-07-04 05:00:00,28,5,Çl,0,0,0,0,0,0,NaN
78,2022-07-04 06:00:00,28,4,Çl,0,0,0,0,0,0,NaN
79,2022-07-04 07:00:00,26,6,Çl,8.5,28.5,2,0,0.1,0,NaN
80,2022-07-04 08:00:00,26,6,Çl,6.3,35.8,32,1.3,3.8,0,2.923076923076923
81,2022-07-04 09:00:00,25,6,Çl,7.7,34.8,19,0.5,1.5,0,3.0
82,2022-07-04 10:00:00,27,6,Çl,3.9,34.9,10,0.2,0.6,0,2.9999999999999996
83,2022-07-04 11:00:00,28,5,Çl,8.1,33.7,60,2.2,8.8,0,4.0
84,2022-07-04 12:00:00,29,5,Çl,8.4,33.8,60,2.1,8.7,0,4.142857142857142
85,2022-07-04 13:00:00,30,5,Çl,7.6,35.1,60,2.5,8.6,0,3.44
86,2022-07-04 14:00:00,32,4,Çl,7.2,35.7,60,2.8,10.5,0,3.7500000000000004
87,2022-07-04 15:00:00,30,5,Çl,7.4,34.5,60,2.7,8.1,0,2.9999999999999996
88,2022-07-04 16:00:00,30,5,Çl,8.4,34,60,2.1,7.5,0,3.571428571428571
89,2022-07-04 17:00:00,30,5,Çl,8.1,35.9,60,3.2,13.1,0,4.09375
90,2022-07-04 18:00:00,30,5,Çl,7.1,35.2,60,5,16.3,0,3.2600000000000002
91,2022-07-04 19:00:00,29,5,Çl,6.6,34.1,45,3.8,12.8,0,3.368421052631579
92,2022-07-04 20:00:00,27,6,Çl,6.8,35.3,13,0.3,0.9,0,3.0
93,2022-07-04 21:00:00,27,5,Çl,6.2,34.6,29,0.8,2.8,0,3.4999999999999996
94,2022-07-04 22:00:00,28,5,Çl,0,0,0,0,0,0,NaN
95,2022-07-04 23:00:00,27,5,Çl,0,0,0,0,0,0,NaN
96,2022-07-05 00:00:00,26,5,Çl,0,0,0,0,0,0,NaN
97,2022-07-05 01:00:00,26,5,Çl,0,0,0,0,0,0,NaN
98,2022-07-05 02:00:00,26,5,Çl,0,0,0,0,0,0,NaN
99,2022-07-05 03:00:00,26,5,Çl,0,0,0,0,0,0,NaN
100,2022-07-05 04:00:00,25,5,Çl,0,0,0,0,0,0,NaN
101,2022-07-05 05:00:00,26,5,Çl,0,0,0,0,0,0,NaN
102,2022-07-05 06:00:00,28,5,Çl,0,0,0,0,0,0,NaN
103,2022-07-05 07:00:00,28,5,Çl,3.5,30.5,2,0,0.1,0,NaN
104,2022-07-05 08:00:00,30,6,Çl,8.7,35.6,34,0.9,3.4,0,3.7777777777777777
105,2022-07-05 09:00:00,32,5,Çl,2.5,35.5,4,0.1,0.2,0,2.0
106,2022-07-05 10:00:00,33,5,Çl,7.9,36,57,3.2,11.5,0,3.59375
107,2022-07-05 11:00:00,32,6,Çl,4.4,36.3,42,2.1,5.5,0,2.619047619047619
108,2022-07-05 12:00:00,31,6,Çl,4.7,35.2,45,1.3,3.3,0,2.5384615384615383
109,2022-07-05 13:00:00,30,6,Çl,4.8,35,47,1.4,4.7,0,3.3571428571428577
110,2022-07-05 14:00:00,28,6,Çl,3.9,34.8,26,0.8,2.4,0,2.9999999999999996
111,2022-07-05 15:00:00,29,6,Çl,8.7,34.4,57,2.1,8.6,0,4.095238095238095
112,2022-07-05 16:00:00,26,6,Çl,6.1,33.6,31,1.5,4.4,0,2.9333333333333336
113,2022-07-05 17:00:00,26,6,Çl,9.6,30.9,60,1.7,7.9,0,4.647058823529412
114,2022-07-05 18:00:00,27,6,Çl,9.5,31.9,60,2.2,9.6,0,4.363636363636363
115,2022-07-05 19:00:00,24,6,Çl,7.6,31.7,60,2.2,7.4,0,3.3636363636363633
116,2022-07-05 20:00:00,24,5,Çl,8.4,31.4,60,1.5,6.6,0,4.3999999999999995
117,2022-07-05 21:00:00,24,6,Çl,9.2,31.2,60,1.4,6.3,0,4.5
118,2022-07-05 22:00:00,24,6,Çl,-2,36,1,0.1,0.1,0,1.0
119,2022-07-05 23:00:00,26,6,Çl,0,0,0,0,0,0,NaN
120,2022-07-06 00:00:00,24,5,Çl,0,0,0,0,0,0,NaN
121,2022-07-06 01:00:00,24,5,Çl,0,0,0,0,0,0,NaN
122,2022-07-06 02:00:00,24,5,Çl,0,0,0,0,0,0,NaN
