,ì˙éû,äOãCâ∑ìx,Teê›íË,Tcê›íË,TeïΩãœíl,TcïΩãœíl,é∫äOã@â^ì]éûä‘,è¡îÔìdóÕó ,êœéZó‚ñ[î\óÕ,êœéZígñ[î\óÕ,COP
0,2022-07-01 00:00:00,30,3,Çl,0,0,0,0,0,0,NaN
1,2022-07-01 01:00:00,29,2,Çl,0,0,0,0,0,0,NaN
2,2022-07-01 02:00:00,29,2,Çl,0,0,0,0,0,0,NaN
3,2022-07-01 03:00:00,28,2,Çl,0,0,0,0,0,0,NaN
4,2022-07-01 04:00:00,28,2,Çl,0,0,0,0,0,0,NaN
5,2022-07-01 05:00:00,29,2,Çl,10.7,36.6,11,1.2,5,0,4.166666666666667
6,2022-07-01 06:00:00,31,2,Çl,3.6,37.9,60,11.2,30.9,0,2.7589285714285716
7,2022-07-01 07:00:00,32,2,Çl,5,36.3,60,5.8,18.1,0,3.120689655172414
8,2022-07-01 08:00:00,33,2,Çl,5,37.6,60,6.3,19.6,0,3.1111111111111116
9,2022-07-01 09:00:00,34,2,Çl,4.6,39.6,60,8.2,24.7,0,3.0121951219512195
10,2022-07-01 10:00:00,36,2,Çl,4.7,41,60,8.7,24.2,0,2.781609195402299
11,2022-07-01 11:00:00,37,2,Çl,4.8,42.3,60,8.8,23.6,0,2.6818181818181817
12,2022-07-01 12:00:00,37,2,Çl,5.1,43.4,60,9.5,24.3,0,2.557894736842105
13,2022-07-01 13:00:00,37,2,Çl,3.9,44,60,10.9,26.6,0,2.4403669724770642
14,2022-07-01 14:00:00,38,2,Çl,4.8,42.5,60,8.9,23.9,0,2.685393258426966
15,2022-07-01 15:00:00,36,2,Çl,4.9,42.8,60,9.9,25.9,0,2.616161616161616
16,2022-07-01 16:00:00,34,2,Çl,4.5,41.5,60,9.2,27,0,2.9347826086956523
17,2022-07-01 17:00:00,33,2,Çl,4.8,39.4,60,9.2,25.3,0,2.7500000000000004
18,2022-07-01 18:00:00,30,2,Çl,4.1,36.1,44,3.6,10.7,0,2.972222222222222
19,2022-07-01 19:00:00,30,2,Çl,4.3,34.9,60,5.2,15.5,0,2.980769230769231
20,2022-07-01 20:00:00,29,2,Çl,4,35.6,54,3.5,11.2,0,3.1999999999999997
21,2022-07-01 21:00:00,28,2,Çl,3.2,32.6,9,0.4,1,0,2.5
22,2022-07-01 22:00:00,28,2,Çl,0,0,0,0,0,0,NaN
23,2022-07-01 23:00:00,28,2,Çl,0,0,0,0,0,0,NaN
