,ì˙éû,äOãCâ∑ìx,Teê›íË,Tcê›íË,TeïΩãœíl,TcïΩãœíl,é∫äOã@â^ì]éûä‘,è¡îÔìdóÕó ,êœéZó‚ñ[î\óÕ,êœéZígñ[î\óÕ,COP
0,2022-07-01 00:00:00,31,3,Çl,0,0,0,0,0,0,NaN
1,2022-07-01 01:00:00,31,2,Çl,0,0,0,0,0,0,NaN
2,2022-07-01 02:00:00,30,2,Çl,0,0,0,0,0,0,NaN
3,2022-07-01 03:00:00,30,2,Çl,0,0,0,0,0,0,NaN
4,2022-07-01 04:00:00,29,2,Çl,0,0,0,0,0,0,NaN
5,2022-07-01 05:00:00,29,2,Çl,0,0,0,0,0,0,NaN
6,2022-07-01 06:00:00,32,2,Çl,0,0,0,0,0,0,NaN
7,2022-07-01 07:00:00,33,2,Çl,0,0,0,0,0,0,NaN
8,2022-07-01 08:00:00,34,2,Çl,6.8,40.2,16,2,5.5,0,2.75
9,2022-07-01 09:00:00,36,2,Çl,4.3,41.8,60,9.1,23.9,0,2.6263736263736264
10,2022-07-01 10:00:00,37,2,Çl,4.9,41.3,60,6.5,17.1,0,2.630769230769231
11,2022-07-01 11:00:00,38,2,Çl,4.6,42.6,60,6.9,17.9,0,2.594202898550724
12,2022-07-01 12:00:00,39,2,Çl,6.1,42.9,60,6.1,16.8,0,2.754098360655738
13,2022-07-01 13:00:00,38,2,Çl,4.1,43.6,60,7.3,17.2,0,2.356164383561644
14,2022-07-01 14:00:00,38,2,Çl,3.8,42.2,50,5.3,12.9,0,2.4339622641509435
15,2022-07-01 15:00:00,37,2,Çl,5.7,41.1,60,5.4,16.1,0,2.9814814814814814
16,2022-07-01 16:00:00,35,2,Çl,4.6,39.8,47,4.1,11.9,0,2.9024390243902443
17,2022-07-01 17:00:00,34,2,Çl,5,38.4,51,4.7,14.4,0,3.0638297872340425
18,2022-07-01 18:00:00,34,2,Çl,0,0,0,0,0,0,NaN
19,2022-07-01 19:00:00,32,2,Çl,0,0,0,0,0,0,NaN
20,2022-07-01 20:00:00,31,2,Çl,0,0,0,0,0,0,NaN
21,2022-07-01 21:00:00,30,2,Çl,0,0,0,0,0,0,NaN
22,2022-07-01 22:00:00,30,2,Çl,0,0,0,0,0,0,NaN
23,2022-07-01 23:00:00,30,2,Çl,0,0,0,0,0,0,NaN
24,2022-07-02 00:00:00,29,2,Çl,0,0,0,0,0,0,NaN
25,2022-07-02 01:00:00,29,4,Çl,0,0,0,0,0,0,NaN
26,2022-07-02 02:00:00,28,4,Çl,0,0,0,0,0,0,NaN
27,2022-07-02 03:00:00,29,4,Çl,0,0,0,0,0,0,NaN
28,2022-07-02 04:00:00,29,4,Çl,0,0,0,0,0,0,NaN
29,2022-07-02 05:00:00,29,4,Çl,0,0,0,0,0,0,NaN
30,2022-07-02 06:00:00,32,4,Çl,0,0,0,0,0,0,NaN
31,2022-07-02 07:00:00,33,4,Çl,0,0,0,0,0,0,NaN
32,2022-07-02 08:00:00,32,5,Çl,9.4,36.6,54,3.9,14.6,0,3.7435897435897436
33,2022-07-02 09:00:00,35,5,Çl,7.5,38.5,60,5.5,18.3,0,3.3272727272727276
34,2022-07-02 10:00:00,36,4,Çl,6.7,39.7,60,5.6,17.5,0,3.125
35,2022-07-02 11:00:00,35,4,Çl,8.1,41.2,60,5.6,19.8,0,3.535714285714286
36,2022-07-02 12:00:00,37,4,Çl,5.5,41.1,57,5.3,15.7,0,2.9622641509433962
37,2022-07-02 13:00:00,37,4,Çl,5.4,41.4,54,5.2,15.2,0,2.923076923076923
38,2022-07-02 14:00:00,36,4,Çl,5.5,41.4,53,5.4,15.7,0,2.907407407407407
39,2022-07-02 15:00:00,34,4,Çl,6,37.1,55,2.4,7,0,2.916666666666667
40,2022-07-02 16:00:00,34,4,Çl,6.5,36.6,42,2.1,6.5,0,3.095238095238095
41,2022-07-02 17:00:00,33,4,Çl,4.4,37.5,56,4.7,13.4,0,2.851063829787234
42,2022-07-02 18:00:00,33,4,Çl,-1,36,1,0.1,0.1,0,1.0
43,2022-07-02 19:00:00,32,4,Çl,0,0,0,0,0,0,NaN
44,2022-07-02 20:00:00,31,4,Çl,0,0,0,0,0,0,NaN
45,2022-07-02 21:00:00,30,4,Çl,0,0,0,0,0,0,NaN
46,2022-07-02 22:00:00,30,4,Çl,0,0,0,0,0,0,NaN
