,ì˙éû,äOãCâ∑ìx,Teê›íË,Tcê›íË,TeïΩãœíl,TcïΩãœíl,é∫äOã@â^ì]éûä‘,è¡îÔìdóÕó ,êœéZó‚ñ[î\óÕ,êœéZígñ[î\óÕ,COP
0,2022-07-01 00:00:00,30,3,Çl,0,0,0,0,0,0,NaN
1,2022-07-01 01:00:00,30,2,Çl,0,0,0,0,0,0,NaN
2,2022-07-01 02:00:00,29,2,Çl,0,0,0,0,0,0,NaN
3,2022-07-01 03:00:00,29,2,Çl,0,0,0,0,0,0,NaN
4,2022-07-01 04:00:00,29,2,Çl,0,0,0,0,0,0,NaN
5,2022-07-01 05:00:00,30,2,Çl,0,0,0,0,0,0,NaN
6,2022-07-01 06:00:00,32,2,Çl,0,0,0,0,0,0,NaN
7,2022-07-01 07:00:00,34,2,Çl,8,40.7,35,5,16.3,0,3.2600000000000002
8,2022-07-01 08:00:00,34,2,Çl,3.9,39.9,38,3.9,11.5,0,2.948717948717949
9,2022-07-01 09:00:00,36,2,Çl,5.6,40.2,44,3.9,11.7,0,3.0
10,2022-07-01 10:00:00,37,2,Çl,4.4,41.8,51,5.1,12.1,0,2.372549019607843
11,2022-07-01 11:00:00,40,2,Çl,5.5,43.1,54,5.5,15.5,0,2.8181818181818183
12,2022-07-01 12:00:00,40,2,Çl,5.6,46.7,50,7.3,17.1,0,2.3424657534246576
13,2022-07-01 13:00:00,39,2,Çl,6.9,45.5,40,4.8,12.7,0,2.6458333333333335
14,2022-07-01 14:00:00,38,2,Çl,5.2,44.6,56,6.9,16.4,0,2.376811594202898
15,2022-07-01 15:00:00,38,2,Çl,6,42.5,56,5.3,14.7,0,2.7735849056603774
16,2022-07-01 16:00:00,35,2,Çl,4.5,40.8,55,4.7,11.2,0,2.382978723404255
17,2022-07-01 17:00:00,34,2,Çl,6,39,60,4.7,14.8,0,3.148936170212766
18,2022-07-01 18:00:00,32,2,Çl,5,38,1,0.1,0.2,0,2.0
19,2022-07-01 19:00:00,31,2,Çl,0,0,0,0,0,0,NaN
20,2022-07-01 20:00:00,30,2,Çl,0,0,0,0,0,0,NaN
21,2022-07-01 21:00:00,30,2,Çl,0,0,0,0,0,0,NaN
22,2022-07-01 22:00:00,29,2,Çl,0,0,0,0,0,0,NaN
23,2022-07-01 23:00:00,29,2,Çl,0,0,0,0,0,0,NaN
24,2022-07-02 00:00:00,29,2,Çl,0,0,0,0,0,0,NaN
25,2022-07-02 01:00:00,29,4,Çl,0,0,0,0,0,0,NaN
26,2022-07-02 02:00:00,28,4,Çl,0,0,0,0,0,0,NaN
27,2022-07-02 03:00:00,28,4,Çl,0,0,0,0,0,0,NaN
28,2022-07-02 04:00:00,28,4,Çl,0,0,0,0,0,0,NaN
29,2022-07-02 05:00:00,29,4,Çl,0,0,0,0,0,0,NaN
30,2022-07-02 06:00:00,31,3,Çl,0,0,0,0,0,0,NaN
31,2022-07-02 07:00:00,32,4,Çl,0,0,0,0,0,0,NaN
32,2022-07-02 08:00:00,34,4,Çl,0,0,0,0,0,0,NaN
