,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,9.13,6.0,8.19
1,9.13,8.0,8.19
2,4.86,2.0,3.57
3,4.73,2.0,4.39
4,9.57,2.0,4.19
6,22.25,25.0,22.26
7,9.81,10.0,11.15
12,25.06,30.0,31.81
13,17.87,23.0,27.14
14,22.83,22.0,23.1
17,35.44,52.0,51.61
19,50.82,56.0,53.51
20,47.22,53.0,51.94
21,45.12,50.0,36.18
23,30.56,31.0,26.25
24,32.76,27.0,31.12
25,33.36,42.0,38.3
27,32.82,39.0,35.05
30,15.4,7.0,7.21
32,56.35,47.0,55.29
34,66.0,74.0,70.15
35,58.21,64.0,66.31
36,60.48,65.0,62.81
38,13.23,7.0,11.0
39,21.39,19.0,23.3
40,55.62,40.0,55.17
41,52.92,32.0,48.95
42,17.42,19.0,22.85
43,11.41,22.0,23.65
44,5.33,2.0,0.59
45,5.33,2.0,-0.42
46,8.33,2.0,0.26
47,11.99,14.0,11.8
48,25.44,15.0,14.29
49,34.2,30.0,35.91
50,42.59,50.0,43.64
51,21.24,17.0,19.68
53,28.33,36.0,31.2
54,32.27,37.0,36.74
55,66.12,62.0,67.31
57,61.18,63.0,68.17
58,38.99,67.0,63.44
59,27.99,38.0,38.98
60,61.56,63.0,63.72
61,33.88,47.0,36.36
63,20.52,12.0,20.63
65,4.08,2.0,2.68
66,6.0,2.0,3.9
67,7.32,3.0,1.65
68,12.74,7.0,4.41
70,6.37,3.0,3.7
74,4.51,5.0,3.65
77,5.47,2.0,2.57
80,4.25,3.0,0.15
81,23.7,13.0,15.11
82,12.48,8.0,6.89
83,24.57,14.0,18.01
84,6.42,2.0,2.88
85,9.04,15.0,13.08
86,7.86,2.0,7.49
87,18.29,27.0,26.23
88,21.77,18.0,20.63
89,28.41,38.0,38.79
90,7.42,12.0,13.82
91,8.87,13.0,12.4
92,17.14,23.0,21.54
94,17.71,19.0,19.46
95,34.09,49.0,42.88
98,59.26,83.0,66.39
99,51.62,79.0,59.31
100,27.75,35.0,30.16
101,41.3,51.0,53.94
102,63.94,57.0,55.81
103,68.87,109.0,76.67
104,69.32,102.0,75.75
107,39.64,15.0,24.15
108,43.93,37.0,37.37
110,66.95,84.0,70.63
111,44.89,39.0,44.62
112,63.89,66.0,65.84
113,52.36,48.0,59.35
114,28.49,2.0,7.98
115,13.73,15.0,16.06
117,38.9,26.0,31.06
118,45.52,32.0,33.82
120,61.18,72.0,68.45
121,38.99,30.0,31.39
122,37.02,24.0,29.98
124,5.3,4.0,4.54
127,6.54,4.0,3.55
129,4.5,2.0,1.11
130,4.5,8.0,9.87
132,8.58,2.0,4.4
133,10.01,8.0,6.11
134,3.69,4.0,3.18
135,5.51,9.0,9.57
137,4.76,2.0,2.04
139,6.4,4.0,4.16
140,5.64,5.0,4.83
141,15.91,20.0,19.52
142,19.66,26.0,21.53
143,9.62,7.0,6.49
144,7.58,2.0,2.62
145,6.67,6.0,5.64
146,9.26,7.0,8.55
147,20.03,14.0,14.51
149,33.73,23.0,32.69
150,14.3,20.0,21.96
151,14.3,6.0,5.19
153,46.73,30.0,35.58
154,53.27,55.0,55.94
155,51.95,64.0,58.8
157,36.54,34.0,31.75
159,57.23,42.0,54.2
161,57.23,47.0,60.14
162,52.93,42.0,42.53
164,32.25,37.0,34.24
167,42.95,39.0,41.15
168,37.24,38.0,36.74
172,27.92,17.0,24.06
173,22.44,23.0,19.7
174,23.88,27.0,26.32
175,20.28,15.0,19.72
176,19.43,18.0,17.72
177,18.28,20.0,18.02
178,15.94,17.0,15.5
179,9.32,3.0,1.34
181,19.92,28.0,24.15
182,17.61,21.0,23.14
185,16.06,20.0,18.64
