,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,19.49,4.38
1,9.58,2.46
3,38.65,36.79
4,34.18,9.27
6,0.74,4.22
7,5.23,10.07
8,11.6,9.99
9,107.05,25.29
11,18.88,6.44
14,18.35,5.27
15,27.56,10.74
16,15.14,0.06
18,12.07,39.01
19,2.26,0.7
20,54.3,6.89
22,34.46,5.58
23,145.64,9.76
24,22.69,18.79
26,17.46,9.2
28,48.29,15.6
29,0.87,3.64
30,34.15,9.34
32,37.43,36.55
33,4.83,23.75
34,25.55,7.62
35,1.48,4.28
36,15.47,2.45
40,21.37,6.23
41,56.05,17.02
42,37.02,28.22
43,28.3,3.26
44,7.25,0.1
48,3.4,21.16
49,32.49,24.57
51,15.29,13.71
52,43.68,9.59
53,4.72,0.02
55,12.93,0.85
57,0.81,4.13
58,80.87,2.94
60,29.46,5.4
62,12.3,2.86
63,11.33,2.77
64,17.73,5.3
67,3.63,7.16
69,45.17,12.2
70,18.0,1.0
71,4.6,4.85
72,7.52,4.52
73,1.11,15.92
74,1.26,3.37
75,9.24,12.5
76,2.65,5.57
80,13.45,0.91
81,8.83,3.76
82,4.38,5.1
84,1.94,3.77
86,8.76,4.99
87,56.2,0.42
88,22.77,15.63
89,7.28,2.56
90,25.24,10.17
93,53.98,9.86
95,5.35,5.09
96,5.02,1.62
97,37.06,12.85
98,1.82,2.59
99,0.84,4.25
101,66.26,21.72
102,3.56,1.38
104,3.78,5.09
106,30.69,0.01
109,2.07,11.73
113,242.1,22.6
114,24.34,6.14
115,11.17,2.38
116,14.54,2.92
117,1.26,7.46
119,10.74,9.06
120,11.27,7.51
121,46.38,4.0
122,680.98,102.81
124,6.13,1.77
125,11.3,10.26
126,7.01,0.47
128,9.84,4.65
129,11.17,0.7
130,0.13,2.65
131,26.8,10.29
132,2.7,4.2
133,0.29,1.39
134,9.76,7.42
135,16.88,3.8
136,0.75,4.33
137,4.66,1.5
140,7.46,0.83
141,0.76,1.29
142,9.01,1.26
143,10.07,3.27
144,0.26,1.78
147,25.31,6.43
148,11.98,4.43
149,8.19,4.27
150,5.07,0.3
151,10.53,1.54
152,4.22,3.39
153,35.89,8.33
156,139.44,37.28
157,77.72,27.18
162,12.69,7.09
163,22.56,2.81
165,3.44,3.1
166,23.31,8.06
170,16.4,20.67
172,21.21,5.76
173,6.05,4.09
174,24.4,3.65
177,24.6,7.38
178,1.12,14.61
179,4.97,0.64
180,3.58,44.68
181,14.71,34.46
184,84.24,27.21
185,108.24,37.33
187,31.7,3.06
188,1.4,2.47
190,9.24,16.7
191,0.74,4.21
192,2.87,2.98
193,0.13,2.18
194,32.47,1.18
197,24.22,1.27
199,7.86,4.04
200,15.33,16.0
201,13.22,6.32
202,21.14,5.9
203,58.33,17.14
204,121.77,31.76
207,33.32,6.61
209,61.25,6.19
210,34.65,8.5
211,0.25,8.57
212,0.02,20.7
213,3.1,28.41
214,3.09,2.25
216,5.73,13.51
217,32.77,3.89
219,1.79,5.75
222,80.23,5.39
223,32.61,16.48
224,33.14,33.17
225,19.83,5.21
227,15.89,30.57
228,42.84,7.82
229,6.58,8.94
231,24.35,7.05
232,13.53,7.04
234,17.22,7.62
235,56.76,6.32
237,60.79,9.66
240,107.78,61.84
241,76.17,26.05
242,21.1,4.01
244,19.63,20.14
245,27.2,2.4
247,34.58,12.07
248,20.5,3.83
249,1.65,1.87
250,11.86,0.97
251,13.02,0.52
252,12.73,0.52
253,12.11,2.38
254,140.69,6.14
255,14.21,7.46
256,12.49,1.08
257,6.72,0.7
258,0.63,0.61
259,1.68,5.61
260,5.1,4.93
263,9.26,0.1
264,6.44,1.87
265,14.21,1.32
266,7.31,5.22
267,27.09,2.17
268,28.84,2.1
269,388.32,82.41
270,18.01,2.48
271,9.73,0.02
272,347.97,13.92
273,297.79,25.43
274,481.21,72.67
275,502.23,171.12
276,172.32,9.39
277,956.63,95.45
278,13.96,10.34
280,28.05,0.45
281,22.06,2.43
282,245.02,113.02
283,187.22,0.54
284,276.77,2.87
285,27.39,11.26
288,35.66,21.27
290,415.4,43.23
291,12.64,21.62
292,38.55,5.62
293,32.14,15.66
294,17.15,3.47
295,36.74,19.52
298,10.64,1.98
299,26.33,8.14
300,20.22,5.58
301,10.15,0.45
302,4.16,3.49
305,15.84,2.15
307,4.05,0.16
309,1.1,1.3
310,1.26,7.14
312,4.96,0.53
313,12.91,3.95
315,10.33,11.2
317,20.58,0.39
318,4.65,0.28
319,1.06,4.85
320,2.34,2.15
321,9.48,4.37
323,2.74,4.28
324,19.63,3.71
325,0.1,1.27
326,1.68,5.01
328,0.18,0.59
329,0.32,5.72
330,10.44,2.66
332,1.82,3.12
334,12.24,4.28
335,23.08,0.68
336,1.23,5.17
338,10.0,2.81
339,18.53,7.17
340,1.39,4.28
341,9.66,0.13
345,13.73,2.31
346,19.82,9.22
348,252.36,4.4
349,43.28,4.01
350,38.76,0.49
351,4.42,4.6
352,120.08,2.08
353,109.61,24.17
354,206.45,17.26
355,25.24,4.79
356,78.14,17.84
358,7.85,3.81
359,68.37,19.4
360,130.95,27.79
361,50.3,7.45
