,“ú•Ê
0,10.15
1,13.93
2,29.09
3,16.37
4,2.31
7,2.92
14,30.14
17,27.97
18,32.89
30,13.26
34,6.46
35,14.79
38,26.07
40,2.61
42,10.78
47,1.49
50,26.39
57,18.04
66,1.34
81,19.26
82,0.91
83,1.1
86,10.81
87,11.84
89,17.83
95,2.43
99,29.2
101,19.53
104,5.32
105,16.84
106,2.89
108,9.44
110,18.23
111,16.92
113,24.79
116,13.16
117,9.11
121,39.8
126,7.65
129,1.4
133,1.14
134,2.91
138,36.91
139,42.81
144,21.82
148,26.7
151,29.09
159,3.12
160,1.1
164,1.11
167,2.25
168,19.71
176,36.17
178,15.9
181,2.5
185,9.16
186,16.03
195,22.85
196,22.71
201,25.01
202,38.0
203,7.07
210,38.86
214,30.02
215,28.77
220,12.74
226,64.1
228,6.54
229,8.48
230,50.09
236,121.61
237,4.44
242,2.42
243,8.65
251,12.61
253,9.36
255,2.79
256,14.54
264,29.0
268,78.96
270,22.62
274,331.78
279,28.87
281,11.84
282,21.46
283,37.43
284,26.39
285,28.62
288,14.86
290,12.27
292,19.81
296,38.55
305,27.5
306,7.29
309,16.0
316,7.7
318,37.4
322,6.88
323,10.14
326,17.69
327,12.13
329,10.4
331,14.9
334,29.21
335,8.95
341,28.06
347,8.57
354,12.7
359,3.0
362,68.62
364,121.5
