,ì˙ï ,é¿ê—
0,35.569274617692045,32.0
1,37.840824589066884,41.0
2,35.56960881772968,42.0
4,55.26352691314927,54.0
5,51.907674349342244,36.0
7,58.46062973341871,58.0
8,54.10195538832196,58.0
9,49.186471897533245,52.0
10,53.82766051503083,57.0
13,52.49273427587629,62.0
15,52.978874017339145,60.0
16,41.094840629411536,34.0
17,51.55998538630612,61.0
21,48.69328707729754,35.0
22,52.310171672974555,47.0
25,60.8755878376386,63.0
26,52.22204851572084,32.0
27,43.94794353124925,42.0
28,35.41930552321478,34.0
30,33.48816170918485,34.0
32,35.329570685593836,30.0
33,30.59548368236284,27.0
34,32.05863691663351,30.0
35,35.473327393646954,31.0
36,34.58824539222583,32.0
38,32.398422935899404,24.0
41,36.25759248047704,32.0
42,38.239791507765815,36.0
45,31.844638427985075,31.0
46,31.766952453124844,28.0
47,32.24509759143596,30.0
48,39.31636940009837,38.0
49,33.74204130836911,33.0
50,34.20899383882014,38.0
52,36.47799963696231,30.0
53,36.85730807338488,39.0
54,35.24919400483393,35.0
55,33.950932580260265,29.0
56,37.3136069505804,36.0
57,33.67000452346631,35.0
61,35.97995569036645,42.0
62,32.56056891555716,26.0
64,35.51822783848503,45.0
65,34.85494044207081,39.0
66,34.78512524277712,34.0
68,48.030822173208115,41.0
69,43.260413313011334,51.0
70,40.86031389197077,41.0
71,40.539478881944575,49.0
72,36.81192621975301,43.0
73,42.923069365869274,43.0
75,41.841968011278944,40.0
76,34.9059833296334,36.0
77,33.396942775842106,34.0
78,35.69240824425501,37.0
80,33.44737205598408,33.0
82,41.18184550207223,40.0
84,35.23292055684537,30.0
86,39.61112516353429,47.0
87,33.93143327345987,28.0
90,35.02077896184443,34.0
91,34.60398584157415,30.0
93,31.303751897631507,32.0
94,33.246448713689105,34.0
96,44.95425055270948,56.0
98,38.368448297041915,38.0
102,44.902556941062315,38.0
103,47.39827217404206,46.0
104,43.10822810969497,45.0
105,41.305186524584336,41.0
106,61.065328485370124,55.0
107,50.98447681436504,53.0
108,59.82929207306715,58.0
110,64.87179027548291,77.0
111,63.65032128517787,70.0
112,60.86739249308376,70.0
114,57.827197951988225,61.0
116,59.87350334281497,54.0
118,63.767604859649644,83.0
119,57.08168427247534,47.0
121,62.32829995087883,97.0
122,58.287324878766405,60.0
123,61.036199386326196,62.0
124,61.036199386326196,76.0
127,60.37689337405794,42.0
128,50.06557003600374,35.0
129,51.38483839992461,57.0
131,70.38135935753985,96.0
133,43.77849927032775,44.0
134,36.7580193480797,40.0
137,33.07495632876062,29.0
138,36.36332397529879,31.0
139,52.922408817389964,45.0
140,57.425771435205796,37.0
141,58.75461172917877,43.0
142,56.27907337551252,69.0
143,59.817581966866136,44.0
144,46.44574652296163,50.0
146,62.405205634782085,67.0
148,66.44606952016721,78.0
149,62.32829995087883,64.0
151,66.68280433021961,85.0
153,35.624360676932035,42.0
154,36.63974618660634,39.0
155,35.679147335073985,37.0
156,31.706743400084495,41.0
157,33.38067102683914,28.0
158,34.22323417022444,31.0
159,36.38751152867149,37.0
162,39.07647927214561,40.0
164,33.278228226975045,31.0
166,33.86712824431329,34.0
167,34.089933796125166,33.0
168,31.727585196379398,29.0
169,33.158471558758784,34.0
171,34.04229818954347,33.0
172,33.599040587430146,28.0
173,32.83134363795862,30.0
174,40.449064950472405,36.0
175,38.58954917068889,33.0
176,41.586660381908246,33.0
178,32.80038872292932,30.0
179,31.894869232982966,31.0
180,35.326754155463455,39.0
181,34.55369408736759,34.0
183,44.73192416727606,32.0
184,31.19479004806811,40.0
187,38.291247972949385,37.0
189,33.06803926718604,36.0
191,31.02475368711926,33.0
192,36.96859302434061,29.0
193,34.49988442978389,29.0
194,32.927452704816396,31.0
195,38.58930119808169,33.0
196,32.38065954975927,28.0
197,33.82986830965873,36.0
198,28.945874214368082,27.0
199,47.06433697882117,51.0
201,61.39579551029947,80.0
202,44.882048794008874,34.0
204,56.96117098945407,68.0
205,48.839875514801975,48.0
207,52.80662381312134,62.0
208,56.217455131353496,66.0
209,50.8810649644311,48.0
210,44.92145095905834,55.0
211,54.55925090462728,55.0
212,41.70142501491882,28.0
213,55.41895945512557,55.0
215,31.80513990545266,29.0
218,47.98419188521044,54.0
220,51.64649409447929,55.0
221,45.22640679937651,50.0
222,37.09497080051602,29.0
224,52.07036433808817,50.0
225,53.63335949474286,58.0
226,43.41356042929228,31.0
228,52.00671696066931,58.0
230,51.17954055094819,42.0
231,55.86713347897655,55.0
232,57.539726972332616,62.0
234,56.017357523705,57.0
235,57.00378214634456,66.0
236,43.60834424352201,26.0
237,58.93529614787683,59.0
239,57.12482999834343,60.0
240,69.43662413833243,74.0
241,70.16026206694521,67.0
242,74.71984861953074,73.0
243,60.584388028351725,58.0
244,52.99716720373705,69.0
245,54.28513336470203,61.0
246,61.22465886680925,58.0
247,42.89633315997058,27.0
248,69.41380469516109,65.0
251,75.97755647679395,77.0
252,72.09041200836171,76.0
253,71.51678662392099,80.0
257,74.37748377170324,48.0
259,70.05648637247832,84.0
260,65.5000433175386,58.0
261,82.26429330966269,91.0
263,85.67492297999254,87.0
264,82.54986642427583,108.0
265,80.52287625431059,72.0
266,81.21643496664261,90.0
267,76.18913525475163,66.0
268,54.071679757733946,32.0
269,86.88508013622939,116.0
270,87.42656174340058,109.0
271,87.42656174340058,116.0
272,74.56063739508143,22.0
275,65.0488412930071,17.0
276,70.74489268551669,16.0
277,83.20941041588766,18.0
278,82.76184016744853,51.0
279,109.02605986011979,144.0
280,110.26142405338838,145.0
282,63.07201366464338,47.0
283,74.55061322100464,102.0
284,106.85215860192805,138.0
286,97.02762207013708,106.0
287,96.99985546462574,106.0
288,109.02605986011979,126.0
289,65.46398754977422,24.0
290,82.97754099137204,85.0
291,101.54644774451054,122.0
292,101.91233385206175,90.0
293,106.80056481840185,100.0
294,105.96138196668994,124.0
297,80.579619015383,88.0
299,93.04413674575397,102.0
301,97.9817932314883,101.0
302,102.57731463877472,113.0
303,62.744383897804546,41.0
304,77.87228601595454,81.0
305,109.02605986011979,86.0
308,95.29696290250256,110.0
314,94.8572084046271,103.0
315,110.26142405338838,136.0
316,110.26142405338838,114.0
317,72.31607497663121,56.0
318,88.9251900322942,127.0
319,110.26142405338838,118.0
320,101.41175707275663,121.0
321,99.76352163959214,96.0
323,97.18541577514796,87.0
325,71.7980722344364,61.0
326,107.86599721845188,99.0
328,105.64050217673395,110.0
330,101.10726975103019,95.0
331,66.03074993129181,62.0
332,77.20087129938516,95.0
335,49.76671888556649,56.0
336,71.85748793399648,71.0
337,66.43186217174478,89.0
339,80.68168941033869,73.0
342,80.43975788485173,71.0
343,81.32114492453908,83.0
344,59.01106528320941,63.0
345,46.42068893472698,51.0
347,43.956825149288775,47.0
348,60.900872929527985,60.0
349,56.718984921633755,64.0
352,51.56690199453193,51.0
353,66.16437357147143,67.0
354,73.83118693701928,66.0
355,68.32973906858346,49.0
357,79.87553155789894,96.0
358,59.67281092333363,59.0
360,34.8216674376728,27.0
361,57.02948527959752,65.0
362,51.49513090185019,42.0
364,45.48538954257827,26.0
