,“ú•Ê
0,11.5
3,9.12
4,3.72
5,51.22
8,2.04
10,16.63
11,7.69
12,1.46
13,2.7
14,6.24
15,1.19
20,2.55
21,22.79
22,3.91
23,7.09
24,0.49
25,6.56
27,2.25
28,6.79
33,14.76
34,9.42
35,0.56
36,8.58
37,13.55
39,21.75
40,7.41
42,1.93
43,0.06
46,25.34
47,9.08
48,5.26
49,6.56
50,14.03
51,4.04
52,1.9
53,4.61
57,6.1
58,16.14
60,21.28
62,28.48
63,4.95
64,16.83
65,10.99
67,3.14
69,12.03
70,9.74
71,8.97
74,13.74
75,6.23
76,1.94
77,7.12
78,3.04
80,8.05
81,12.35
82,3.69
83,4.01
85,4.31
86,9.85
87,22.69
88,3.31
89,5.69
90,3.36
92,17.46
93,6.89
94,2.65
95,24.01
96,10.66
97,14.77
102,27.37
104,4.42
106,13.03
108,3.08
109,13.17
110,10.89
111,7.83
112,8.19
113,9.5
114,4.4
115,53.24
116,5.71
117,3.97
118,22.91
121,33.07
123,2.07
125,13.73
126,7.32
127,36.78
128,33.56
131,26.48
132,8.55
133,1.5
134,0.87
135,1.94
136,6.83
137,10.31
139,12.43
143,25.98
145,3.77
147,5.58
148,10.83
149,2.65
150,6.21
152,22.55
156,14.14
157,22.19
158,1.38
159,0.02
160,0.05
161,9.43
162,11.97
164,9.34
165,6.03
167,8.16
168,8.72
169,7.51
170,5.14
172,19.5
173,12.11
174,16.15
175,39.4
176,29.94
177,16.44
179,6.72
182,4.48
183,13.77
184,5.84
187,4.72
188,25.6
189,12.57
191,0.72
193,10.39
194,5.65
195,17.02
196,6.1
197,13.26
198,17.29
199,3.64
200,61.52
201,14.53
203,8.44
204,11.62
205,1.73
206,2.96
207,4.47
208,2.67
210,9.95
211,4.92
214,10.15
216,11.37
218,5.14
219,11.15
220,2.57
222,44.29
223,13.15
224,4.86
225,6.42
226,29.94
227,17.24
228,7.96
229,0.02
230,22.83
231,10.84
232,4.84
233,22.57
234,4.55
236,58.92
237,2.8
238,2.27
241,10.95
242,2.72
244,10.21
245,2.65
246,0.61
247,46.4
248,2.17
250,11.67
252,3.19
253,4.58
256,7.56
257,83.42
258,4.07
259,9.78
260,16.1
261,12.43
262,11.29
263,2.56
264,23.55
265,9.07
267,4.84
268,30.62
270,13.23
271,10.56
273,156.6
277,340.36
278,49.84
279,20.52
281,5.15
284,23.77
285,17.25
289,156.06
290,3.29
291,15.87
293,11.91
294,10.15
295,8.7
297,5.75
299,2.06
300,3.86
302,15.84
303,41.7
304,23.68
305,21.06
306,4.65
308,17.2
310,43.68
311,11.18
313,12.66
315,13.02
316,0.54
317,21.35
318,15.02
319,2.66
320,21.28
321,0.46
322,5.96
323,0.57
324,2.66
325,13.97
326,5.17
327,19.26
330,8.88
331,2.35
334,11.74
335,4.93
336,2.38
337,14.1
338,3.75
340,2.94
341,3.12
342,15.05
345,5.48
347,5.04
348,5.77
349,1.5
351,8.39
352,3.42
354,1.59
355,60.41
356,4.57
359,12.18
360,37.26
361,10.59
362,37.18
364,80.44
