,ì˙ï ,é¿ê—
3,32.64147255422087,38.0
6,53.48602635119927,58.0
11,53.163631517187824,61.0
12,52.87938284052041,58.0
14,59.09788024750277,68.0
18,42.29453010336282,52.0
19,40.908441640441396,29.0
20,45.61273340035097,40.0
23,36.56975023730228,30.0
24,35.25485710376768,33.0
29,35.42398208613779,28.0
31,37.51931546825513,31.0
37,34.47853330225464,27.0
39,34.90089823616188,29.0
40,37.52179407311508,35.0
43,33.497333491637065,29.0
44,33.91687067872867,27.0
51,30.419156972873573,31.0
58,33.7137137330933,27.0
59,36.749453602586435,28.0
60,34.552306222838524,29.0
63,33.709018815898496,34.0
67,40.031919867585316,43.0
74,38.881984473178704,47.0
79,32.90908153297493,38.0
81,38.294652551904846,47.0
83,36.39574736613917,35.0
85,36.314841229710744,33.0
88,46.18772575511921,50.0
89,35.45316137848379,46.0
92,35.226319153682674,29.0
95,37.01682173991516,30.0
97,47.18942627128808,59.0
99,38.76873090120165,60.0
100,43.78760814050525,63.0
101,40.81320186801685,55.0
109,62.95264727060954,75.0
113,62.46115610793908,72.0
115,61.8759138844331,37.0
117,44.530357368800374,62.0
120,55.922858211775356,51.0
125,60.07360205087552,51.0
126,60.35322750495596,55.0
130,58.34364906430425,85.0
132,64.56045900861936,53.0
135,30.72135765627159,35.0
136,32.47697453893204,39.0
145,55.856794534201526,58.0
147,64.68606043004773,70.0
150,57.251867465286566,48.0
152,45.46093855153923,77.0
160,32.429382400043586,30.0
161,33.915089097829046,37.0
163,35.64100989419788,28.0
165,43.88541506437378,42.0
170,38.772469337758906,50.0
177,28.393900371635368,41.0
182,35.165223187901304,33.0
185,30.379881905937868,34.0
186,31.783510401740415,26.0
188,33.99258979422649,26.0
190,36.965183945369475,37.0
200,55.99397465449302,28.0
203,46.21805904398595,51.0
206,49.29973352080237,52.0
214,37.06108469439265,51.0
216,35.16027984371239,56.0
217,38.74224300488299,54.0
219,44.175670401027475,59.0
223,38.615823945373954,62.0
227,48.650403253639986,66.0
229,54.22225888663578,68.0
233,50.84316593539303,37.0
238,62.01712210054092,58.0
249,69.84578171577802,80.0
250,56.45924773578729,79.0
254,57.90689047607755,70.0
255,55.43087690007016,61.0
256,80.99450156784786,92.0
258,75.7267802319177,76.0
262,70.05095311648292,64.0
273,73.88083260638501,22.0
274,80.44601072749454,19.0
281,110.26142405338838,118.0
285,98.63370797421616,133.0
295,109.02605986011979,123.0
296,68.80122791019734,96.0
298,93.69539830504894,112.0
300,95.1371546922416,83.0
306,88.67523188693896,93.0
307,91.06725649835336,79.0
309,81.74171166777676,104.0
310,74.88356762287341,66.0
311,85.46433079730767,101.0
312,104.63545668844685,118.0
313,93.04413674575397,117.0
322,105.64050217673395,107.0
324,71.4715725130019,80.0
327,105.64050217673395,127.0
329,107.86599721845188,110.0
333,65.63998030907317,73.0
334,51.918728482902374,72.0
338,50.319647760881935,49.0
340,81.86101337858857,77.0
341,77.81236823883903,97.0
346,49.74583900541454,60.0
350,50.62484237572012,66.0
351,72.00327356687008,97.0
356,75.71637235250776,80.0
359,44.027617849983976,56.0
363,52.23470738850555,62.0
