,“ú•Ê
0,21.57
4,12.3
8,1.63
13,15.85
14,19.2
19,32.67
22,0.67
33,28.12
39,52.5
40,12.28
41,3.95
43,0.95
45,4.2
47,2.37
49,15.49
50,20.82
51,11.77
53,17.7
56,7.97
58,0.48
62,36.18
68,26.74
71,7.61
73,1.36
74,22.47
75,1.84
81,16.67
85,5.8
89,23.13
93,0.39
95,13.73
96,16.31
108,19.33
115,78.14
116,13.81
117,25.56
119,53.72
128,82.16
132,33.09
135,7.6
137,17.56
142,17.66
143,38.2
151,26.72
152,44.12
153,18.11
157,38.82
161,4.86
162,1.36
165,18.26
166,10.89
167,1.84
169,12.83
176,28.78
177,24.45
180,11.77
181,9.05
183,43.69
184,8.7
188,44.92
197,14.12
198,12.89
202,35.15
203,19.27
208,11.83
210,17.25
212,74.25
213,4.47
218,7.55
219,6.13
222,55.35
229,15.21
233,40.21
239,14.97
247,76.91
250,21.0
258,9.06
261,23.85
264,24.82
268,74.58
269,24.66
275,424.46
277,375.94
281,11.55
287,9.75
305,37.25
311,25.49
312,9.05
315,15.33
317,42.76
318,38.06
319,7.11
320,26.56
321,0.05
324,6.93
327,15.8
329,0.94
332,11.19
333,42.68
335,6.15
336,10.07
339,10.17
341,16.54
342,25.91
344,4.49
346,16.0
349,3.39
351,28.46
353,16.17
362,69.56
364,131.66
