,“ú•Ê
0,33.67
1,15.96
2,5.62
3,2.13
4,3.58
5,64.21
6,0.64
7,3.9
9,10.94
10,0.58
11,1.21
13,9.78
14,12.65
15,5.62
16,59.21
17,24.58
18,8.41
19,48.87
20,2.88
21,22.13
22,19.48
24,26.27
25,8.07
27,1.92
30,16.26
31,31.75
32,42.03
34,26.3
36,17.03
38,53.85
39,36.28
40,17.51
41,16.58
42,29.95
43,34.76
44,38.12
45,21.66
46,35.84
48,16.63
49,16.14
50,5.96
51,27.06
55,39.13
56,17.93
58,38.83
59,38.22
60,30.52
62,44.17
64,6.54
65,0.14
66,19.63
68,41.2
69,1.27
71,2.08
72,2.37
73,2.75
75,8.99
76,13.4
78,6.31
79,9.98
82,4.57
83,20.62
84,31.72
85,22.37
87,48.77
89,12.82
90,17.68
91,39.31
92,44.11
93,29.27
94,22.92
97,14.17
98,15.9
99,26.6
100,4.01
101,10.74
102,33.26
103,10.08
105,23.51
106,9.95
107,4.15
109,19.37
110,21.46
111,13.61
112,13.61
114,0.87
115,63.44
116,2.22
117,18.32
120,4.35
121,37.66
122,0.79
123,2.46
124,20.43
125,18.57
126,9.95
128,52.06
129,11.16
131,37.01
132,14.1
134,7.67
136,7.84
137,38.01
138,34.04
140,63.44
141,40.63
144,6.44
145,8.24
146,9.74
150,10.87
152,28.31
153,0.71
156,2.58
157,45.36
158,30.9
159,4.82
160,26.76
161,12.95
162,8.48
164,33.92
165,20.57
167,19.23
168,29.21
170,5.5
171,26.63
172,41.15
174,22.63
175,67.27
177,0.39
180,0.04
181,13.98
182,26.23
184,13.55
187,16.49
188,46.85
190,26.24
191,22.87
192,38.9
193,41.23
194,28.16
195,35.12
198,47.61
199,3.87
202,39.54
203,4.43
204,11.42
205,16.52
206,6.13
207,12.17
208,12.63
209,13.45
210,18.88
211,2.1
213,1.58
214,6.78
215,31.8
219,2.65
220,3.17
223,17.21
224,6.59
225,6.82
228,6.82
229,16.8
230,32.79
231,0.99
232,9.31
235,17.49
236,100.93
237,3.74
240,8.53
244,15.29
245,1.43
247,106.94
248,1.16
249,2.45
250,22.78
254,11.91
255,8.86
256,20.26
260,17.0
262,9.32
263,10.03
264,30.28
265,4.58
267,7.87
268,89.17
269,22.96
270,12.19
271,17.49
277,331.49
279,33.25
280,33.08
282,45.62
283,32.0
284,34.92
285,29.51
286,9.32
288,25.62
289,185.17
293,3.88
295,23.8
296,22.25
297,3.07
298,26.5
299,8.08
301,16.96
302,34.23
303,99.53
305,11.76
306,12.89
307,2.54
309,17.55
310,36.02
311,11.11
313,17.06
314,17.81
315,28.65
316,20.44
317,47.73
319,17.76
320,35.81
321,14.65
322,16.87
323,12.8
326,10.15
328,22.72
330,20.14
331,18.2
332,26.69
333,4.15
334,17.51
335,0.43
337,17.39
339,0.96
340,0.82
341,4.72
342,9.34
343,6.47
344,8.52
346,4.27
347,0.2
348,1.48
349,5.84
350,10.93
351,13.07
352,11.92
353,10.68
355,69.91
356,6.57
357,18.19
358,4.82
360,63.1
363,9.24
364,94.73
