,“ú•Ê
5,41.77
6,3.32
8,9.56
9,7.51
10,4.58
11,2.53
12,8.25
13,4.03
15,6.71
16,25.96
19,4.73
20,17.13
21,39.01
22,3.35
23,2.27
24,3.24
25,4.9
26,20.26
27,4.33
28,8.69
29,1.52
31,6.96
32,9.28
33,8.79
36,0.89
37,5.13
39,9.43
41,1.02
43,2.22
44,12.11
45,1.81
46,14.64
48,4.69
49,1.02
51,7.94
52,4.56
53,6.88
54,0.58
55,9.3
56,1.54
58,2.43
59,1.63
60,10.36
61,12.23
62,16.04
63,1.45
64,18.36
65,8.19
67,4.91
68,13.47
69,8.07
70,5.8
71,9.96
72,1.86
73,9.17
74,7.38
75,1.07
76,3.6
77,2.94
78,1.44
79,3.9
80,2.75
84,16.21
85,1.31
88,1.47
90,0.89
91,2.93
92,2.13
93,7.81
94,7.34
96,8.07
97,8.82
98,7.5
100,9.81
102,27.81
103,4.5
107,4.32
109,17.46
112,18.32
114,3.77
115,37.71
118,19.21
119,20.58
120,1.31
122,5.12
123,3.49
124,15.53
125,16.69
127,25.28
128,49.65
130,13.11
131,20.71
132,13.41
135,2.56
136,2.25
137,16.52
140,39.17
141,7.33
142,14.82
143,23.38
145,8.09
146,1.15
147,11.91
149,5.43
150,8.7
152,16.79
153,19.9
154,10.46
155,4.32
156,9.87
157,9.73
158,16.86
161,4.45
162,9.4
163,9.79
165,8.81
166,6.83
169,3.64
170,10.26
171,8.12
172,11.17
173,0.71
174,18.86
175,35.98
177,11.16
179,2.89
180,7.02
182,6.15
183,23.68
184,0.07
187,5.72
188,27.15
189,5.85
190,7.6
191,0.03
192,5.48
193,5.19
194,2.57
197,4.06
198,15.35
199,4.37
200,49.09
204,7.83
205,4.44
206,2.46
207,5.27
208,2.23
209,1.93
211,11.95
212,24.3
213,8.91
216,10.39
217,6.31
218,1.87
219,15.88
221,0.5
222,37.2
223,7.81
224,10.96
225,8.68
227,2.84
231,9.12
232,0.2
233,14.84
234,2.5
235,3.61
238,7.68
239,0.22
240,1.26
241,1.57
244,15.07
245,13.71
246,2.47
247,31.74
248,1.5
249,4.97
250,9.08
252,3.36
254,11.84
257,51.26
258,3.55
259,8.93
260,16.85
261,12.08
262,6.06
263,10.14
265,2.26
266,2.54
267,3.2
269,21.72
271,22.54
272,208.57
273,138.0
275,198.18
276,218.76
277,274.36
278,33.87
280,25.35
286,1.51
287,11.82
289,118.72
291,14.1
293,2.55
294,13.58
295,11.95
297,13.11
298,9.66
299,7.61
300,13.41
301,2.18
302,8.58
303,39.06
304,5.33
307,6.81
308,17.14
310,11.36
311,12.74
312,5.48
313,13.55
314,6.43
315,13.39
317,17.19
319,6.82
320,14.95
321,1.54
324,8.36
325,19.36
328,0.15
330,5.93
332,14.46
333,24.19
336,1.11
337,14.78
338,3.62
339,8.52
340,2.92
342,6.7
343,5.93
344,2.12
345,4.12
346,3.16
348,0.2
349,0.06
350,1.74
351,13.67
352,2.97
353,5.77
355,51.67
356,2.91
357,12.33
358,1.63
360,40.91
361,5.46
363,0.01
