,äÓñ{ïœêîÇÃÇ›,+ê›íËâ∑ìx,+ãÛí≤â“ì≠éûä‘,ëSïœêîÇ†ÇË
1,inf,inf,inf,inf
4,inf,inf,inf,inf
5,inf,inf,inf,inf
6,inf,inf,inf,inf
7,7.75,7.75,8.0,8.0
10,3.22,3.22,0.54,0.54
11,4.1,4.1,1.23,1.23
12,0.95,0.95,0.98,0.98
13,3.12,3.12,0.02,0.02
14,2.83,2.83,2.36,2.36
15,5.68,5.68,3.41,3.41
16,7.65,7.65,6.77,6.77
17,0.54,0.54,3.69,3.69
18,inf,inf,inf,inf
19,inf,inf,inf,inf
20,inf,inf,inf,inf
22,44.49,44.49,44.95,44.95
23,inf,inf,inf,inf
24,inf,inf,inf,inf
25,inf,inf,inf,inf
26,inf,inf,inf,inf
31,9.88,9.88,6.13,6.13
32,3.07,3.07,5.21,5.21
33,0.31,0.31,1.67,1.67
35,2.4,2.4,1.01,1.01
36,0.3,0.3,0.72,0.72
37,7.22,7.22,6.03,6.03
38,2.35,2.35,3.42,3.42
40,0.26,0.26,2.24,2.24
41,5.5,5.5,9.95,9.95
42,0.05,0.05,60.0,60.0
44,inf,inf,inf,inf
45,inf,inf,inf,inf
46,inf,inf,inf,inf
47,70.48,70.48,26.05,26.05
49,inf,inf,inf,inf
50,inf,inf,inf,inf
51,inf,inf,inf,inf
53,inf,inf,inf,inf
54,inf,inf,inf,inf
55,21.23,21.23,35.49,35.49
56,6.89,6.89,9.65,9.65
57,0.67,0.67,1.31,1.31
58,1.79,1.79,0.33,0.33
59,3.09,3.09,0.87,0.87
60,0.83,0.83,0.32,0.32
61,2.36,2.36,3.27,3.27
62,0.8,0.8,3.75,3.75
63,1.45,1.45,2.29,2.29
64,0.39,0.39,3.83,3.83
65,2.59,2.59,5.43,5.43
66,18.57,18.57,0.37,0.37
69,inf,inf,inf,inf
71,inf,inf,inf,inf
72,40.44,40.44,42.38,42.38
76,inf,inf,inf,inf
77,22.19,22.19,79.7,79.7
78,inf,inf,inf,inf
81,1.46,1.46,1.47,1.47
82,1.34,1.34,2.78,2.78
84,2.64,2.64,1.61,1.61
85,0.14,0.14,2.23,2.23
86,4.13,4.13,3.12,3.12
87,14.5,14.5,4.8,4.8
88,7.85,7.85,1.99,1.99
89,6.21,6.21,0.59,0.59
90,inf,inf,inf,inf
94,inf,inf,inf,inf
95,inf,inf,inf,inf
96,inf,inf,inf,inf
98,inf,inf,inf,inf
100,inf,inf,inf,inf
101,inf,inf,inf,inf
102,264.78,264.78,133.57,133.57
104,266.56,266.56,160.22,160.22
105,8.75,8.75,13.86,13.86
107,6.21,6.21,7.9,7.9
