,年,月,日,曜日,曜日_月,曜日_火,曜日_水,曜日_木,曜日_金,曜日_土,曜日_日,休日,風速,相対湿度,蒸気圧,全天日射量,平均気温,最高気温,最低気温,降水量,日照時間,日時
2019-06-05,2019,6,5,2,0,0,1,0,0,0,0,1,1.0583333333333333,76.0,20.791666666666668,0.5454166666666667,23.53333333333333,26.0,21.5,0.0,2.7,2019-06-05
2019-06-06,2019,6,6,3,0,0,0,1,0,0,0,1,1.1708333333333336,69.16666666666667,20.98333333333333,1.0920833333333333,26.75833333333334,33.2,21.3,0.0,10.600000000000001,2019-06-06
2019-06-07,2019,6,7,4,0,0,0,0,1,0,0,1,0.9083333333333333,93.83333333333333,23.554166666666664,0.12833333333333333,22.229166666666668,24.6,19.6,25.5,0.0,2019-06-07
2019-06-08,2019,6,8,5,0,0,0,0,0,1,0,0,1.1416666666666668,89.04166666666667,21.76666666666667,0.4366666666666667,21.71666666666667,26.2,19.5,0.0,2.4,2019-06-08
2019-06-09,2019,6,9,6,0,0,0,0,0,0,1,0,1.4416666666666664,88.66666666666667,17.8375,0.2529166666666667,17.933333333333334,20.1,16.4,10.0,0.0,2019-06-09
2019-06-10,2019,6,10,0,1,0,0,0,0,0,0,1,2.783333333333333,100.0,18.462500000000002,0.09499999999999999,16.316666666666666,17.2,15.1,72.5,0.0,2019-06-10
2019-06-11,2019,6,11,1,0,1,0,0,0,0,0,1,2.0708333333333333,79.45833333333333,16.34583333333334,0.6200000000000001,19.45,23.7,15.3,2.5,4.9,2019-06-11
2019-06-12,2019,6,12,2,0,0,1,0,0,0,0,1,0.7541666666666668,78.08333333333333,16.016666666666666,0.45291666666666663,19.449999999999992,22.7,16.1,1.5,1.1,2019-06-12
2019-06-13,2019,6,13,3,0,0,0,1,0,0,0,1,1.1458333333333333,74.33333333333333,17.6,1.2283333333333333,22.2625,26.1,16.9,0.0,13.0,2019-06-13
2019-06-14,2019,6,14,4,0,0,0,0,1,0,0,1,1.1333333333333333,72.25,18.925,1.0041666666666664,23.124999999999996,26.7,20.2,0.0,7.199999999999998,2019-06-14
2019-06-15,2019,6,15,5,0,0,0,0,0,1,0,0,1.425,98.125,19.49166666666667,0.11541666666666665,17.8,21.1,16.9,53.5,0.0,2019-06-15
2019-06-16,2019,6,16,6,0,0,0,0,0,0,1,0,1.929166666666667,67.54166666666667,18.241666666666667,1.0958333333333332,24.63333333333333,31.7,17.6,3.0,9.299999999999999,2019-06-16
2019-06-17,2019,6,17,0,1,0,0,0,0,0,0,1,2.4416666666666664,48.916666666666664,13.933333333333332,1.2212500000000002,25.075000000000003,28.9,20.4,0.0,11.0,2019-06-17
2019-06-18,2019,6,18,1,0,1,0,0,0,0,0,1,1.1083333333333332,66.70833333333333,19.091666666666665,1.0120833333333332,24.45,28.1,21.6,0.0,7.499999999999999,2019-06-18
2019-06-19,2019,6,19,2,0,0,1,0,0,0,0,1,1.1333333333333335,75.08333333333333,21.554166666666664,0.9695833333333331,25.1875,29.0,21.0,0.0,8.899999999999999,2019-06-19
2019-06-20,2019,6,20,3,0,0,0,1,0,0,0,1,1.4874999999999998,77.45833333333333,22.962500000000002,0.72125,24.691666666666666,28.4,21.7,0.0,2.8,2019-06-20
2019-06-21,2019,6,21,4,0,0,0,0,1,0,0,1,1.2666666666666666,79.75,24.549999999999997,0.8054166666666669,25.287500000000005,29.5,22.9,0.0,3.9,2019-06-21
2019-06-22,2019,6,22,5,0,0,0,0,0,1,0,0,1.1916666666666664,90.29166666666667,24.191666666666663,0.35875000000000007,23.112499999999994,26.1,21.2,39.5,1.1,2019-06-22
2019-06-23,2019,6,23,6,0,0,0,0,0,0,1,0,0.75,88.29166666666667,22.454166666666666,0.20666666666666664,21.970833333333335,24.2,20.7,0.5,0.0,2019-06-23
2019-06-24,2019,6,24,0,1,0,0,0,0,0,0,1,1.4041666666666666,97.41666666666667,21.620833333333326,0.2683333333333333,19.920833333333338,21.5,18.4,16.5,1.3,2019-06-24
2019-06-25,2019,6,25,1,0,1,0,0,0,0,0,1,0.7791666666666667,81.83333333333333,21.470833333333335,0.9404166666666667,23.25833333333334,27.5,19.3,0.0,7.1,2019-06-25
2019-06-26,2019,6,26,2,0,0,1,0,0,0,0,1,1.125,76.04166666666667,23.245833333333334,1.1554166666666665,25.86666666666667,30.1,21.8,0.0,10.900000000000002,2019-06-26
2019-06-27,2019,6,27,3,0,0,0,1,0,0,0,1,1.6458333333333333,79.125,25.837500000000002,0.5120833333333333,26.629166666666666,30.4,23.7,0.5,3.6,2019-06-27
2019-06-28,2019,6,28,4,0,0,0,0,1,0,0,1,1.0458333333333334,87.25,28.02500000000001,0.5575,26.57916666666667,31.2,21.7,4.0,1.0,2019-06-28
2019-06-29,2019,6,29,5,0,0,0,0,0,1,0,0,0.9666666666666669,98.04166666666667,23.320833333333326,0.14791666666666664,21.016666666666662,22.0,19.8,5.0,0.0,2019-06-29
2019-06-30,2019,6,30,6,0,0,0,0,0,0,1,0,0.9041666666666667,99.45833333333333,25.591666666666665,0.13541666666666666,22.216666666666665,24.4,21.0,4.5,0.1,2019-06-30
2019-07-01,2019,7,1,0,1,0,0,0,0,0,0,1,0.6541666666666666,99.625,27.48333333333333,0.1675,23.316666666666666,25.1,22.0,1.5,0.0,2019-07-01
2019-07-02,2019,7,2,1,0,1,0,0,0,0,0,1,0.43333333333333335,93.79166666666667,27.566666666666663,0.41,24.983333333333338,27.6,22.4,1.0,0.30000000000000004,2019-07-02
2019-07-03,2019,7,3,2,0,0,1,0,0,0,0,1,0.8458333333333335,86.375,26.912499999999998,0.5075,26.037500000000005,29.0,23.7,0.5,1.1,2019-07-03
2019-07-04,2019,7,4,3,0,0,0,1,0,0,0,1,1.5374999999999999,95.04166666666667,26.554166666666664,0.17666666666666667,23.262500000000003,25.3,21.5,11.0,0.0,2019-07-04
2019-07-05,2019,7,5,4,0,0,0,0,1,0,0,1,0.9625,83.58333333333333,21.866666666666664,0.43875,22.912499999999998,25.5,20.6,1.0,0.7,2019-07-05
2019-07-06,2019,7,6,5,0,0,0,0,0,1,0,0,1.5583333333333333,92.66666666666667,22.924999999999997,0.26291666666666663,21.779166666666665,24.4,19.7,7.0,0.0,2019-07-06
2019-07-07,2019,7,7,6,0,0,0,0,0,0,1,0,2.9875000000000007,99.45833333333333,22.341666666666665,0.20291666666666663,19.433333333333334,20.7,18.2,24.0,0.0,2019-07-07
2019-07-08,2019,7,8,0,1,0,0,0,0,0,0,1,1.7666666666666664,81.625,19.349999999999998,0.52375,20.912499999999998,24.9,18.6,0.0,0.8,2019-07-08
2019-07-09,2019,7,9,1,0,1,0,0,0,0,0,1,1.2208333333333332,79.16666666666667,18.174999999999997,0.295,20.316666666666666,22.4,19.1,0.0,0.0,2019-07-09
2019-07-10,2019,7,10,2,0,0,1,0,0,0,0,1,1.1541666666666666,75.25,18.558333333333337,0.5654166666666666,21.637500000000003,25.1,19.1,0.0,0.7,2019-07-10
2019-07-11,2019,7,11,3,0,0,0,1,0,0,0,1,0.5416666666666666,83.29166666666667,19.345833333333335,0.3433333333333333,21.19583333333333,24.4,19.4,2.0,0.0,2019-07-11
2019-07-12,2019,7,12,4,0,0,0,0,1,0,0,1,1.1625,99.66666666666667,23.479166666666668,0.24416666666666664,20.529166666666672,21.6,18.7,5.5,0.0,2019-07-12
2019-07-13,2019,7,13,5,0,0,0,0,0,1,0,0,0.5249999999999999,90.66666666666667,25.88333333333333,0.4766666666666666,24.17083333333333,27.2,21.3,0.0,0.5,2019-07-13
2019-07-14,2019,7,14,6,0,0,0,0,0,0,1,0,0.9375,99.58333333333333,25.295833333333334,0.15958333333333335,22.008333333333336,23.1,20.7,29.0,0.0,2019-07-14
2019-07-15,2019,7,15,0,1,0,0,0,0,0,0,0,1.0291666666666668,92.66666666666667,23.499999999999996,0.34708333333333335,21.85833333333333,24.7,20.2,3.5,0.0,2019-07-15
2019-07-16,2019,7,16,1,0,1,0,0,0,0,0,1,0.6875,99.79166666666667,24.037499999999998,0.25875000000000004,21.145833333333332,22.8,19.4,45.5,0.0,2019-07-16
2019-07-17,2019,7,17,2,0,0,1,0,0,0,0,1,0.7000000000000001,89.08333333333333,26.058333333333334,0.6562500000000001,24.708333333333332,28.9,21.2,0.0,3.4999999999999996,2019-07-17
2019-07-18,2019,7,18,3,0,0,0,1,0,0,0,1,0.6291666666666669,88.625,28.86666666666667,0.39833333333333326,26.47916666666666,30.1,23.7,13.0,0.1,2019-07-18
2019-07-19,2019,7,19,4,0,0,0,0,1,0,0,1,0.8458333333333335,88.66666666666667,30.629166666666666,0.7012499999999999,27.820833333333336,32.5,24.0,7.0,3.2,2019-07-19
2019-07-20,2019,7,20,5,0,0,0,0,0,1,0,0,0.5083333333333334,89.29166666666667,30.95416666666667,0.33,27.600000000000005,30.4,25.6,0.0,0.1,2019-07-20
2019-07-21,2019,7,21,6,0,0,0,0,0,0,1,0,0.9166666666666669,93.5,29.729166666666668,0.23208333333333334,25.99166666666667,28.5,23.4,0.0,0.0,2019-07-21
2019-07-22,2019,7,22,0,1,0,0,0,0,0,0,1,0.7791666666666667,97.45833333333333,26.91666666666666,0.13916666666666666,23.20416666666667,24.4,22.3,1.5,0.0,2019-07-22
2019-07-23,2019,7,23,1,0,1,0,0,0,0,0,1,0.7583333333333334,94.95833333333333,29.087500000000002,0.40208333333333335,25.34166666666667,28.8,22.9,0.5,0.8999999999999999,2019-07-23
2019-07-24,2019,7,24,2,0,0,1,0,0,0,0,1,0.7291666666666665,86.54166666666667,30.10833333333333,0.7083333333333334,27.895833333333332,31.5,24.6,0.0,2.5,2019-07-24
2019-07-25,2019,7,25,3,0,0,0,1,0,0,0,1,0.9333333333333332,82.41666666666667,30.745833333333334,0.7945833333333333,29.216666666666665,33.1,26.0,0.0,5.4,2019-07-25
2019-07-26,2019,7,26,4,0,0,0,0,1,0,0,1,1.7833333333333339,75.58333333333333,29.191666666666663,1.0154166666666669,29.433333333333334,33.8,26.5,1.5,9.5,2019-07-26
2019-07-27,2019,7,27,5,0,0,0,0,0,1,0,0,2.054166666666667,86.70833333333333,32.43750000000001,0.7108333333333334,28.795833333333334,31.8,25.8,2.0,9.0,2019-07-27
2019-07-28,2019,7,28,6,0,0,0,0,0,0,1,0,1.1458333333333333,87.83333333333333,32.45833333333334,0.7799999999999999,28.745833333333337,32.8,25.6,15.5,6.200000000000001,2019-07-28
2019-07-29,2019,7,29,0,1,0,0,0,0,0,0,1,0.7625000000000001,82.83333333333333,32.733333333333334,0.9991666666666666,31.058333333333326,35.6,27.5,0.0,8.399999999999999,2019-07-29
2019-07-30,2019,7,30,1,0,1,0,0,0,0,0,1,0.8583333333333334,81.375,33.3125,1.0566666666666666,31.008333333333336,34.8,28.3,0.0,10.4,2019-07-30
2019-07-31,2019,7,31,2,0,0,1,0,0,0,0,1,0.8333333333333335,80.33333333333333,33.833333333333336,1.0729166666666667,31.608333333333334,36.0,28.2,0.0,9.9,2019-07-31
2019-08-01,2019,8,1,3,0,0,0,1,0,0,0,1,0.7791666666666667,80.45833333333333,34.55,0.8562499999999998,32.4375,36.9,28.8,0.0,6.800000000000001,2019-08-01
2019-08-02,2019,8,2,4,0,0,0,0,1,0,0,1,1.0041666666666669,79.70833333333333,34.06250000000001,0.8433333333333334,31.91666666666667,37.0,28.5,0.0,9.299999999999999,2019-08-02
2019-08-03,2019,8,3,5,0,0,0,0,0,1,0,0,0.9666666666666667,78.29166666666667,31.866666666666674,1.0429166666666665,31.587500000000002,35.6,28.1,0.0,11.500000000000002,2019-08-03
2019-08-04,2019,8,4,6,0,0,0,0,0,0,1,0,0.8874999999999998,75.91666666666667,30.608333333333334,1.0258333333333332,31.158333333333342,35.1,27.5,0.0,10.9,2019-08-04
2019-08-05,2019,8,5,0,1,0,0,0,0,0,0,1,0.9083333333333335,75.45833333333333,31.158333333333335,1.1133333333333335,31.258333333333336,35.0,28.0,0.0,9.999999999999998,2019-08-05
2019-08-06,2019,8,6,1,0,1,0,0,0,0,0,1,1.2541666666666667,76.125,32.604166666666664,1.0074999999999996,31.833333333333332,36.6,28.2,0.0,11.2,2019-08-06
2019-08-07,2019,8,7,2,0,0,1,0,0,0,0,1,0.8583333333333334,73.75,31.737499999999997,1.0041666666666667,31.866666666666664,38.4,28.4,0.0,9.2,2019-08-07
2019-08-08,2019,8,8,3,0,0,0,1,0,0,0,1,0.9458333333333333,77.58333333333333,32.39166666666667,0.9358333333333334,32.03750000000001,37.6,28.4,0.0,8.4,2019-08-08
2019-08-09,2019,8,9,4,0,0,0,0,1,0,0,1,0.9833333333333333,73.70833333333333,31.058333333333334,1.0458333333333332,31.670833333333334,37.7,27.7,0.0,9.5,2019-08-09
2019-08-10,2019,8,10,5,0,0,0,0,0,1,0,0,1.125,75.45833333333333,31.120833333333323,0.9454166666666667,30.962500000000002,35.1,28.2,0.0,10.299999999999999,2019-08-10
2019-08-11,2019,8,11,6,0,0,0,0,0,0,1,0,0.7958333333333334,75.95833333333333,30.70416666666667,0.9904166666666668,30.75,34.7,28.1,0.0,4.5,2019-08-11
2019-08-12,2019,8,12,0,1,0,0,0,0,0,0,0,0.8958333333333334,81.20833333333333,31.804166666666664,0.7150000000000002,29.870833333333337,33.0,27.2,0.0,6.2,2019-08-12
2019-08-13,2019,8,13,1,0,1,0,0,0,0,0,1,0.725,82.54166666666667,33.49166666666667,0.6487499999999999,30.391666666666662,34.8,28.6,1.5,3.8000000000000003,2019-08-13
2019-08-14,2019,8,14,2,0,0,1,0,0,0,0,1,0.7875000000000001,84.91666666666667,34.208333333333336,0.6408333333333333,29.7375,32.2,27.8,14.0,4.199999999999999,2019-08-14
2019-08-15,2019,8,15,3,0,0,0,1,0,0,0,1,1.9208333333333336,83.125,33.583333333333336,0.6249999999999999,28.974999999999998,31.3,26.6,7.0,1.5000000000000002,2019-08-15
2019-08-16,2019,8,16,4,0,0,0,0,1,0,0,1,2.670833333333333,79.45833333333333,31.7625,0.3825,29.408333333333335,32.5,28.0,0.0,4.3,2019-08-16
2019-08-17,2019,8,17,5,0,0,0,0,0,1,0,0,1.2083333333333337,72.66666666666667,31.116666666666664,1.01,31.85833333333333,36.3,27.8,0.0,11.4,2019-08-17
2019-08-18,2019,8,18,6,0,0,0,0,0,0,1,0,1.4083333333333332,73.08333333333333,30.625,0.8962500000000002,31.541666666666675,36.0,28.4,0.0,6.2,2019-08-18
2019-08-19,2019,8,19,0,1,0,0,0,0,0,0,1,1.741666666666667,82.95833333333333,31.550000000000008,0.4291666666666667,28.84583333333333,31.1,25.9,2.0,3.3000000000000003,2019-08-19
2019-08-20,2019,8,20,1,0,1,0,0,0,0,0,1,1.1041666666666663,91.75,31.841666666666672,0.2891666666666666,27.470833333333335,31.4,25.3,25.5,1.0999999999999999,2019-08-20
2019-08-21,2019,8,21,2,0,0,1,0,0,0,0,1,0.7708333333333334,82.70833333333333,29.045833333333334,0.5508333333333334,28.054166666666664,31.8,24.8,2.0,3.1000000000000005,2019-08-21
2019-08-22,2019,8,22,3,0,0,0,1,0,0,0,1,1.2000000000000002,90.79166666666667,30.408333333333335,0.39625,27.212499999999995,31.1,23.7,2.5,1.0999999999999999,2019-08-22
2019-08-23,2019,8,23,4,0,0,0,0,1,0,0,1,0.9041666666666668,93.45833333333333,32.0875,0.24708333333333332,27.00833333333333,28.7,25.7,5.0,0.3,2019-08-23
2019-08-24,2019,8,24,5,0,0,0,0,0,1,0,0,0.8625000000000002,79.625,28.445833333333336,0.7850000000000001,28.39583333333333,31.7,24.8,0.0,5.5,2019-08-24
2019-08-25,2019,8,25,6,0,0,0,0,0,0,1,0,1.4874999999999998,78.0,25.495833333333337,0.96375,27.504166666666666,32.1,22.9,0.0,8.700000000000001,2019-08-25
2019-08-26,2019,8,26,0,1,0,0,0,0,0,0,1,1.3875,75.70833333333333,24.345833333333328,0.4879166666666666,26.299999999999997,29.3,23.3,0.0,2.0000000000000004,2019-08-26
2019-08-27,2019,8,27,1,0,1,0,0,0,0,0,1,1.0666666666666669,83.79166666666667,27.050000000000008,0.5395833333333334,26.8625,31.0,23.9,0.0,2.6,2019-08-27
2019-08-28,2019,8,28,2,0,0,1,0,0,0,0,1,1.3624999999999998,91.375,29.59166666666667,0.29958333333333337,25.912499999999994,28.9,23.8,8.5,0.2,2019-08-28
2019-08-29,2019,8,29,3,0,0,0,1,0,0,0,1,1.0374999999999999,75.41666666666667,29.704166666666666,0.8116666666666666,29.600000000000005,35.0,24.6,0.5,5.6,2019-08-29
2019-08-30,2019,8,30,4,0,0,0,0,1,0,0,1,0.7750000000000002,88.375,29.716666666666665,0.16458333333333333,26.599999999999998,28.0,24.7,12.0,0.0,2019-08-30
2019-08-31,2019,8,31,5,0,0,0,0,0,1,0,0,0.6916666666666665,81.41666666666667,29.358333333333338,0.6008333333333333,28.47916666666667,31.7,25.0,0.0,2.3000000000000003,2019-08-31
2019-09-01,2019,9,1,6,0,0,0,0,0,0,1,0,1.1916666666666667,76.75,28.20833333333334,0.6362500000000001,28.849999999999998,32.2,26.0,0.0,3.0000000000000004,2019-09-01
2019-09-02,2019,9,2,0,1,0,0,0,0,0,0,1,0.9666666666666667,83.0,30.32916666666667,0.5891666666666667,29.49166666666667,33.6,25.4,0.0,7.3999999999999995,2019-09-02
2019-09-03,2019,9,3,1,0,1,0,0,0,0,0,1,1.429166666666667,87.58333333333333,29.27916666666667,0.3045833333333333,26.6875,28.8,23.5,15.5,0.4,2019-09-03
2019-09-04,2019,9,4,2,0,0,1,0,0,0,0,1,1.2458333333333333,84.20833333333333,24.658333333333328,0.27,24.441666666666666,26.7,23.1,0.0,0.2,2019-09-04
2019-09-05,2019,9,5,3,0,0,0,1,0,0,0,1,0.9375,80.41666666666667,26.47083333333333,0.41666666666666674,26.73333333333333,30.2,23.3,0.0,1.0000000000000002,2019-09-05
2019-09-06,2019,9,6,4,0,0,0,0,1,0,0,1,1.0375,79.125,29.208333333333332,0.7970833333333333,29.037499999999994,33.0,24.8,0.0,11.0,2019-09-06
2019-09-07,2019,9,7,5,0,0,0,0,0,1,0,0,0.6833333333333332,79.95833333333333,30.349999999999998,0.7754166666666668,29.695833333333336,33.8,26.2,0.0,7.8999999999999995,2019-09-07
2019-09-08,2019,9,8,6,0,0,0,0,0,0,1,0,0.8916666666666665,81.375,32.49583333333333,0.7129166666666666,29.92916666666666,33.0,26.8,10.5,4.5,2019-09-08
2019-09-09,2019,9,9,0,1,0,0,0,0,0,0,1,3.958333333333334,80.20833333333333,31.383333333333336,0.65125,31.72083333333333,37.9,26.6,90.5,5.199999999999999,2019-09-09
2019-09-10,2019,9,10,1,0,1,0,0,0,0,0,1,1.2208333333333332,73.20833333333333,30.570833333333336,0.85,31.58333333333333,37.6,26.9,0.0,8.9,2019-09-10
2019-09-11,2019,9,11,2,0,0,1,0,0,0,0,1,1.0541666666666667,88.20833333333333,32.029166666666676,0.5566666666666668,28.745833333333326,32.6,26.1,18.0,6.999999999999999,2019-09-11
2019-09-12,2019,9,12,3,0,0,0,1,0,0,0,1,1.3833333333333335,70.91666666666667,22.72083333333333,0.6333333333333333,26.379166666666666,29.8,24.2,0.0,4.499999999999999,2019-09-12
2019-09-13,2019,9,13,4,0,0,0,0,1,0,0,1,1.2458333333333333,67.375,18.387499999999996,0.1725,23.170833333333334,24.2,21.5,0.0,0.0,2019-09-13
2019-09-14,2019,9,14,5,0,0,0,0,0,1,0,0,1.3708333333333336,79.66666666666667,21.204166666666662,0.33,22.845833333333335,25.5,20.0,0.0,0.1,2019-09-14
2019-09-15,2019,9,15,6,0,0,0,0,0,0,1,0,1.8291666666666668,75.25,23.520833333333332,0.7862499999999999,26.11666666666666,30.7,21.1,0.0,6.3,2019-09-15
2019-09-16,2019,9,16,0,1,0,0,0,0,0,0,0,2.0000000000000004,99.0,27.61666666666666,0.13791666666666666,24.004166666666666,26.3,21.7,20.5,0.8,2019-09-16
2019-09-17,2019,9,17,1,0,1,0,0,0,0,0,1,1.1166666666666665,80.04166666666667,26.075000000000003,0.8516666666666667,26.820833333333336,31.1,23.7,0.0,8.999999999999998,2019-09-17
2019-09-18,2019,9,18,2,0,0,1,0,0,0,0,1,1.1875000000000002,88.95833333333333,22.475000000000005,0.23750000000000004,22.537499999999998,26.7,20.0,7.0,1.9,2019-09-18
2019-09-19,2019,9,19,3,0,0,0,1,0,0,0,1,0.9041666666666669,76.29166666666667,19.595833333333335,0.7666666666666666,23.479166666666668,27.8,19.9,0.0,6.8,2019-09-19
2019-09-20,2019,9,20,4,0,0,0,0,1,0,0,1,0.9708333333333333,65.25,17.98333333333333,0.7383333333333334,24.308333333333334,28.1,20.6,0.0,7.6000000000000005,2019-09-20
2019-09-21,2019,9,21,5,0,0,0,0,0,1,0,0,1.3250000000000002,74.33333333333333,19.500000000000004,0.3020833333333333,20.09583333333333,24.7,0.0,0.0,0.0,2019-09-21
2019-09-22,2019,9,22,6,0,0,0,0,0,0,1,0,1.4291666666666665,79.625,21.425,0.6224999999999999,21.733333333333334,28.7,0.0,12.0,5.8,2019-09-22
2019-09-23,2019,9,23,0,1,0,0,0,0,0,0,0,2.2833333333333328,86.08333333333333,28.300000000000008,0.5412500000000001,26.44583333333334,30.6,21.1,4.0,5.1000000000000005,2019-09-23
2019-09-24,2019,9,24,1,0,1,0,0,0,0,0,1,1.4541666666666666,74.75,24.191666666666663,0.5704166666666667,27.104166666666668,31.3,24.1,0.0,4.8,2019-09-24
2019-09-25,2019,9,25,2,0,0,1,0,0,0,0,1,1.5625,69.0,20.77083333333333,0.7316666666666668,26.20416666666667,30.1,23.1,0.0,9.6,2019-09-25
2019-09-26,2019,9,26,3,0,0,0,1,0,0,0,1,0.9666666666666663,72.58333333333333,20.079166666666666,0.6579166666666666,24.24166666666667,27.5,20.9,0.0,5.300000000000001,2019-09-26
2019-09-27,2019,9,27,4,0,0,0,0,1,0,0,1,0.7916666666666666,76.41666666666667,21.1875,0.6833333333333335,24.94583333333333,29.5,20.5,0.0,7.5,2019-09-27
2019-09-28,2019,9,28,5,0,0,0,0,0,1,0,0,1.0375,74.33333333333333,22.21666666666667,0.62375,25.766666666666666,30.7,22.4,0.0,5.0,2019-09-28
2019-09-29,2019,9,29,6,0,0,0,0,0,0,1,0,0.8666666666666667,82.75,25.79166666666666,0.4533333333333333,25.833333333333332,29.0,23.5,0.0,3.2,2019-09-29
2019-09-30,2019,9,30,0,1,0,0,0,0,0,0,1,1.1333333333333335,70.54166666666667,22.4875,0.5420833333333334,26.39166666666667,29.3,23.7,0.0,4.7,2019-09-30
2019-10-01,2019,10,1,1,0,1,0,0,0,0,0,1,0.6208333333333333,68.79166666666667,20.85416666666666,0.7883333333333332,26.579166666666666,31.1,22.8,0.0,9.1,2019-10-01
2019-10-02,2019,10,2,2,0,0,1,0,0,0,0,1,0.9708333333333335,75.16666666666667,21.612499999999997,0.7216666666666666,25.808333333333334,29.8,21.7,0.0,9.2,2019-10-02
2019-10-03,2019,10,3,3,0,0,0,1,0,0,0,1,1.1875,74.375,22.379166666666666,0.5337500000000001,25.166666666666668,27.7,23.0,0.0,2.2,2019-10-03
2019-10-04,2019,10,4,4,0,0,0,0,1,0,0,1,1.729166666666667,75.5,23.579166666666666,0.5458333333333333,25.816666666666663,29.4,22.6,13.0,4.8999999999999995,2019-10-04
2019-10-05,2019,10,5,5,0,0,0,0,0,1,0,0,1.6708333333333332,58.708333333333336,19.45,0.7850000000000001,27.05,31.5,24.1,0.0,9.399999999999999,2019-10-05
2019-10-06,2019,10,6,6,0,0,0,0,0,0,1,0,2.079166666666667,85.08333333333333,20.758333333333336,0.17124999999999999,21.108333333333338,23.5,19.3,2.0,0.1,2019-10-06
2019-10-07,2019,10,7,0,1,0,0,0,0,0,0,1,1.3708333333333333,78.58333333333333,18.291666666666668,0.4929166666666666,21.05,24.6,18.2,4.0,4.0,2019-10-07
2019-10-08,2019,10,8,1,0,1,0,0,0,0,0,1,1.008333333333333,90.625,23.208333333333332,0.36833333333333323,22.1875,27.0,19.0,2.5,0.30000000000000004,2019-10-08
2019-10-09,2019,10,9,2,0,0,1,0,0,0,0,1,2.695833333333333,49.541666666666664,12.066666666666663,0.7941666666666666,21.8125,25.4,18.6,0.0,8.4,2019-10-09
2019-10-10,2019,10,10,3,0,0,0,1,0,0,0,1,1.6916666666666667,71.70833333333333,15.979166666666663,0.5904166666666666,20.537499999999998,24.6,15.8,0.0,6.299999999999999,2019-10-10
2019-10-11,2019,10,11,4,0,0,0,0,1,0,0,1,2.025,97.29166666666667,22.091666666666665,0.15666666666666665,20.083333333333336,21.8,17.1,11.0,0.0,2019-10-11
2019-10-12,2019,10,12,5,0,0,0,0,0,1,0,0,3.583333333333334,98.70833333333333,28.183333333333334,0.020833333333333332,24.625,36.6,21.4,283.5,0.0,2019-10-12
2019-10-13,2019,10,13,6,0,0,0,0,0,0,1,0,3.387500000000001,53.791666666666664,16.6125,0.75875,25.208333333333332,29.9,21.2,0.0,10.3,2019-10-13
2019-10-14,2019,10,14,0,1,0,0,0,0,0,0,0,2.0083333333333333,85.75,16.6125,0.1254166666666667,17.241666666666667,20.5,15.3,5.0,0.0,2019-10-14
2019-10-15,2019,10,15,1,0,1,0,0,0,0,0,1,1.1541666666666666,81.04166666666667,16.91666666666666,0.44958333333333345,18.6125,21.4,16.8,0.0,0.9,2019-10-15
2019-10-16,2019,10,16,2,0,0,1,0,0,0,0,1,1.225,68.83333333333333,12.645833333333334,0.20666666666666667,16.712500000000002,18.5,15.0,0.0,0.30000000000000004,2019-10-16
2019-10-17,2019,10,17,3,0,0,0,1,0,0,0,1,0.9791666666666666,85.70833333333333,15.720833333333333,0.14916666666666667,16.783333333333335,18.8,15.9,6.5,0.0,2019-10-17
2019-10-18,2019,10,18,4,0,0,0,0,1,0,0,1,1.6041666666666667,91.25,17.1125,0.19458333333333333,16.766666666666662,19.2,14.8,6.0,0.0,2019-10-18
2019-10-19,2019,10,19,5,0,0,0,0,0,1,0,0,1.1666666666666667,98.70833333333333,19.562500000000004,0.19041666666666668,18.004166666666666,20.6,14.7,38.0,0.30000000000000004,2019-10-19
2019-10-20,2019,10,20,6,0,0,0,0,0,0,1,0,0.9583333333333335,85.625,20.025000000000002,0.35125000000000006,20.79583333333333,23.5,18.5,0.0,1.4000000000000001,2019-10-20
2019-10-21,2019,10,21,0,1,0,0,0,0,0,0,1,1.645833333333333,77.375,16.2375,0.27041666666666664,18.895833333333332,21.5,15.6,1.5,0.2,2019-10-21
2019-10-22,2019,10,22,1,0,1,0,0,0,0,0,0,3.1875000000000013,93.0,16.229166666666664,0.12833333333333333,15.62916666666667,16.8,14.8,58.0,0.1,2019-10-22
2019-10-23,2019,10,23,2,0,0,1,0,0,0,0,1,0.8958333333333331,76.04166666666667,15.595833333333333,0.6749999999999998,19.833333333333336,26.5,14.1,0.0,9.1,2019-10-23
2019-10-24,2019,10,24,3,0,0,0,1,0,0,0,1,1.883333333333333,80.20833333333333,16.75833333333333,0.2629166666666667,18.437499999999996,20.5,14.7,1.5,0.2,2019-10-24
2019-10-25,2019,10,25,4,0,0,0,0,1,0,0,1,2.9125,99.04166666666667,16.954166666666666,0.030000000000000002,15.120833333333337,16.0,14.6,83.5,0.0,2019-10-25
2019-10-26,2019,10,26,5,0,0,0,0,0,1,0,0,0.9750000000000002,86.04166666666667,17.599999999999998,0.5266666666666666,19.958333333333332,25.3,15.2,0.5,6.600000000000001,2019-10-26
2019-10-27,2019,10,27,6,0,0,0,0,0,0,1,0,0.9,78.25,16.341666666666665,0.35666666666666663,19.008333333333333,22.6,16.5,0.0,2.7,2019-10-27
