,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6,日時
2018-04-01,7.0,22.0,47.0,2.0,4.0,0.0,5.0,2.0,4.0,3.0,0.0,5.0,1.0,2018-04-01
2018-04-02,6.0,24.0,33.0,2.0,11.0,0.0,4.0,51.0,122.0,3.0,0.0,2.0,1.0,2018-04-02
2018-04-03,15.0,8.0,34.0,3.0,15.0,0.0,5.0,55.0,142.0,3.0,0.0,3.0,1.0,2018-04-03
2018-04-04,4.0,8.0,31.0,3.0,17.0,6.0,23.0,57.0,177.0,3.0,1.0,2.0,3.0,2018-04-04
2018-04-05,36.0,10.0,54.0,1.0,12.0,18.0,4.0,45.0,117.0,3.0,0.0,2.0,0.0,2018-04-05
2018-04-06,21.0,3.0,31.0,2.0,15.0,11.0,17.0,53.0,148.0,3.0,0.0,3.0,4.0,2018-04-06
2018-04-07,4.0,3.0,33.0,2.0,3.0,0.0,16.0,36.0,104.0,3.0,0.0,4.0,0.0,2018-04-07
2018-04-08,5.0,3.0,31.0,0.0,4.0,0.0,4.0,29.0,37.0,3.0,0.0,5.0,0.0,2018-04-08
2018-04-09,4.0,13.0,37.0,1.0,8.0,9.0,5.0,42.0,105.0,3.0,0.0,2.0,0.0,2018-04-09
2018-04-10,5.0,6.0,72.0,1.0,3.0,6.0,4.0,43.0,112.0,3.0,0.0,2.0,1.0,2018-04-10
2018-04-11,4.0,20.0,51.0,5.0,9.0,9.0,4.0,47.0,123.0,3.0,0.0,3.0,0.0,2018-04-11
2018-04-12,4.0,9.0,44.0,2.0,16.0,19.0,5.0,56.0,140.0,3.0,1.0,2.0,3.0,2018-04-12
2018-04-13,5.0,14.0,48.0,1.0,9.0,14.0,4.0,45.0,115.0,2.0,0.0,2.0,0.0,2018-04-13
2018-04-14,22.0,20.0,60.0,1.0,4.0,0.0,4.0,30.0,71.0,3.0,0.0,3.0,0.0,2018-04-14
2018-04-15,5.0,15.0,36.0,0.0,3.0,0.0,5.0,2.0,4.0,3.0,0.0,2.0,0.0,2018-04-15
2018-04-16,4.0,16.0,35.0,1.0,4.0,9.0,4.0,43.0,101.0,3.0,0.0,2.0,1.0,2018-04-16
2018-04-17,5.0,17.0,43.0,1.0,4.0,2.0,11.0,37.0,91.0,3.0,0.0,2.0,0.0,2018-04-17
2018-04-18,4.0,6.0,44.0,0.0,6.0,1.0,4.0,43.0,96.0,3.0,0.0,3.0,0.0,2018-04-18
2018-04-19,5.0,9.0,55.0,1.0,7.0,10.0,4.0,47.0,121.0,3.0,0.0,2.0,1.0,2018-04-19
2018-04-20,4.0,3.0,39.0,1.0,12.0,12.0,19.0,55.0,133.0,3.0,0.0,2.0,3.0,2018-04-20
2018-04-21,5.0,3.0,31.0,2.0,4.0,0.0,5.0,45.0,104.0,3.0,0.0,3.0,0.0,2018-04-21
2018-04-22,4.0,3.0,43.0,1.0,10.0,0.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,2018-04-22
2018-04-23,5.0,3.0,38.0,1.0,14.0,20.0,4.0,50.0,137.0,3.0,0.0,2.0,1.0,2018-04-23
2018-04-24,4.0,2.0,36.0,0.0,14.0,12.0,24.0,57.0,139.0,3.0,0.0,3.0,1.0,2018-04-24
2018-04-25,4.0,3.0,36.0,4.0,19.0,14.0,13.0,56.0,160.0,3.0,0.0,2.0,1.0,2018-04-25
2018-04-26,5.0,5.0,34.0,7.0,15.0,7.0,55.0,54.0,151.0,3.0,1.0,2.0,0.0,2018-04-26
2018-04-27,4.0,3.0,35.0,5.0,16.0,16.0,5.0,55.0,141.0,3.0,0.0,2.0,10.0,2018-04-27
2018-04-28,8.0,3.0,33.0,1.0,4.0,17.0,33.0,41.0,99.0,3.0,1.0,3.0,0.0,2018-04-28
2018-04-29,4.0,12.0,32.0,2.0,8.0,0.0,4.0,3.0,3.0,3.0,0.0,2.0,0.0,2018-04-29
2018-04-30,4.0,4.0,30.0,1.0,4.0,0.0,30.0,43.0,134.0,13.0,1.0,2.0,2.0,2018-04-30
2018-05-01,6.0,4.0,45.0,2.0,22.0,14.0,39.0,58.0,187.0,3.0,1.0,2.0,11.0,2018-05-01
2018-05-02,8.0,15.0,38.0,11.0,24.0,13.0,37.0,53.0,180.0,3.0,0.0,3.0,16.0,2018-05-02
2018-05-03,4.0,3.0,38.0,12.0,4.0,9.0,40.0,51.0,152.0,16.0,1.0,2.0,2.0,2018-05-03
2018-05-04,4.0,3.0,36.0,2.0,14.0,0.0,51.0,40.0,141.0,2.0,1.0,2.0,9.0,2018-05-04
2018-05-05,4.0,4.0,37.0,1.0,4.0,7.0,15.0,39.0,97.0,7.0,1.0,3.0,0.0,2018-05-05
2018-05-06,24.0,7.0,35.0,2.0,5.0,0.0,4.0,2.0,3.0,3.0,0.0,2.0,0.0,2018-05-06
2018-05-07,7.0,9.0,44.0,3.0,16.0,8.0,32.0,42.0,127.0,3.0,0.0,2.0,9.0,2018-05-07
2018-05-08,19.0,3.0,42.0,1.0,3.0,8.0,11.0,35.0,109.0,3.0,0.0,2.0,3.0,2018-05-08
2018-05-09,4.0,3.0,68.0,0.0,4.0,3.0,12.0,34.0,87.0,2.0,0.0,3.0,1.0,2018-05-09
2018-05-10,16.0,14.0,67.0,1.0,4.0,3.0,5.0,35.0,81.0,3.0,0.0,2.0,0.0,2018-05-10
2018-05-11,5.0,4.0,33.0,2.0,8.0,7.0,4.0,40.0,104.0,3.0,0.0,2.0,0.0,2018-05-11
2018-05-12,10.0,8.0,33.0,1.0,3.0,9.0,14.0,44.0,114.0,3.0,1.0,3.0,0.0,2018-05-12
2018-05-13,4.0,8.0,34.0,1.0,4.0,0.0,4.0,34.0,65.0,2.0,0.0,2.0,0.0,2018-05-13
2018-05-14,6.0,11.0,33.0,2.0,15.0,6.0,33.0,43.0,163.0,3.0,1.0,2.0,9.0,2018-05-14
2018-05-15,21.0,15.0,39.0,8.0,26.0,10.0,38.0,54.0,183.0,11.0,12.0,4.0,12.0,2018-05-15
2018-05-16,7.0,5.0,46.0,18.0,24.0,11.0,49.0,65.0,135.0,10.0,11.0,4.0,16.0,2018-05-16
2018-05-17,7.0,20.0,51.0,22.0,37.0,14.0,50.0,65.0,213.0,17.0,47.0,3.0,24.0,2018-05-17
2018-05-18,18.0,27.0,56.0,28.0,32.0,16.0,73.0,55.0,217.0,33.0,33.0,10.0,18.0,2018-05-18
2018-05-19,14.0,16.0,52.0,2.0,20.0,21.0,22.0,41.0,173.0,23.0,0.0,21.0,1.0,2018-05-19
2018-05-20,13.0,9.0,36.0,1.0,11.0,0.0,5.0,5.0,15.0,3.0,5.0,7.0,0.0,2018-05-20
2018-05-21,4.0,14.0,48.0,17.0,16.0,13.0,35.0,42.0,173.0,3.0,14.0,8.0,12.0,2018-05-21
2018-05-22,4.0,17.0,38.0,9.0,22.0,12.0,40.0,45.0,189.0,3.0,19.0,7.0,18.0,2018-05-22
2018-05-23,4.0,6.0,46.0,6.0,21.0,9.0,32.0,39.0,159.0,2.0,22.0,3.0,13.0,2018-05-23
2018-05-24,7.0,15.0,37.0,14.0,28.0,8.0,39.0,45.0,167.0,5.0,21.0,7.0,26.0,2018-05-24
2018-05-25,5.0,17.0,48.0,22.0,21.0,11.0,44.0,56.0,212.0,3.0,25.0,8.0,18.0,2018-05-25
2018-05-26,4.0,9.0,43.0,10.0,5.0,10.0,37.0,38.0,152.0,15.0,0.0,2.0,6.0,2018-05-26
2018-05-27,16.0,15.0,40.0,1.0,22.0,0.0,4.0,3.0,3.0,19.0,7.0,5.0,6.0,2018-05-27
2018-05-28,7.0,19.0,40.0,13.0,24.0,13.0,45.0,42.0,167.0,3.0,22.0,9.0,20.0,2018-05-28
2018-05-29,32.0,31.0,53.0,10.0,31.0,13.0,54.0,46.0,201.0,3.0,32.0,4.0,29.0,2018-05-29
2018-05-30,6.0,15.0,55.0,9.0,27.0,16.0,40.0,43.0,181.0,9.0,0.0,9.0,19.0,2018-05-30
2018-05-31,4.0,10.0,39.0,13.0,13.0,13.0,37.0,38.0,160.0,2.0,4.0,2.0,15.0,2018-05-31
2018-06-01,9.0,8.0,55.0,9.0,23.0,9.0,44.0,44.0,184.0,9.0,15.0,2.0,17.0,2018-06-01
2018-06-02,15.0,18.0,51.0,13.0,5.0,0.0,44.0,39.0,162.0,15.0,0.0,2.0,11.0,2018-06-02
2018-06-03,19.0,19.0,40.0,11.0,6.0,0.0,5.0,2.0,4.0,11.0,0.0,2.0,3.0,2018-06-03
2018-06-04,11.0,33.0,55.0,23.0,28.0,14.0,66.0,48.0,223.0,10.0,34.0,11.0,28.0,2018-06-04
2018-06-05,11.0,25.0,55.0,23.0,32.0,13.0,65.0,48.0,212.0,7.0,32.0,11.0,23.0,2018-06-05
2018-06-06,30.0,18.0,44.0,20.0,17.0,10.0,38.0,41.0,170.0,5.0,24.0,3.0,19.0,2018-06-06
2018-06-07,9.0,18.0,57.0,25.0,25.0,13.0,45.0,47.0,214.0,13.0,29.0,9.0,15.0,2018-06-07
2018-06-08,4.0,28.0,59.0,26.0,29.0,16.0,48.0,49.0,217.0,20.0,29.0,10.0,22.0,2018-06-08
2018-06-09,22.0,23.0,51.0,22.0,16.0,8.0,71.0,50.0,213.0,21.0,0.0,7.0,0.0,2018-06-09
2018-06-10,5.0,3.0,37.0,2.0,12.0,0.0,4.0,3.0,4.0,5.0,15.0,2.0,10.0,2018-06-10
2018-06-11,4.0,9.0,47.0,19.0,15.0,13.0,40.0,38.0,154.0,8.0,8.0,8.0,19.0,2018-06-11
2018-06-12,8.0,19.0,43.0,21.0,18.0,14.0,49.0,43.0,183.0,19.0,20.0,9.0,10.0,2018-06-12
2018-06-13,22.0,24.0,44.0,21.0,21.0,9.0,43.0,45.0,185.0,29.0,21.0,4.0,15.0,2018-06-13
2018-06-14,18.0,18.0,51.0,18.0,26.0,11.0,45.0,43.0,174.0,12.0,17.0,2.0,14.0,2018-06-14
2018-06-15,4.0,3.0,41.0,16.0,17.0,10.0,28.0,37.0,149.0,3.0,15.0,2.0,8.0,2018-06-15
2018-06-16,4.0,3.0,41.0,3.0,4.0,11.0,15.0,30.0,106.0,3.0,0.0,2.0,0.0,2018-06-16
2018-06-17,13.0,2.0,33.0,1.0,3.0,0.0,4.0,3.0,4.0,11.0,0.0,2.0,0.0,2018-06-17
2018-06-18,4.0,10.0,43.0,10.0,19.0,12.0,28.0,38.0,127.0,5.0,0.0,2.0,2.0,2018-06-18
2018-06-19,4.0,20.0,47.0,23.0,26.0,14.0,41.0,48.0,196.0,8.0,9.0,4.0,13.0,2018-06-19
2018-06-20,4.0,14.0,38.0,20.0,12.0,15.0,30.0,40.0,158.0,14.0,15.0,3.0,5.0,2018-06-20
2018-06-21,5.0,20.0,41.0,15.0,20.0,15.0,37.0,45.0,159.0,11.0,11.0,3.0,7.0,2018-06-21
2018-06-22,6.0,33.0,68.0,23.0,26.0,18.0,52.0,49.0,202.0,20.0,24.0,7.0,14.0,2018-06-22
2018-06-23,20.0,8.0,41.0,2.0,6.0,0.0,31.0,38.0,146.0,8.0,19.0,5.0,2.0,2018-06-23
2018-06-24,19.0,5.0,17.0,1.0,4.0,2.0,9.0,4.0,10.0,4.0,18.0,2.0,4.0,2018-06-24
2018-06-25,9.0,33.0,67.0,35.0,35.0,24.0,90.0,55.0,179.0,29.0,38.0,12.0,14.0,2018-06-25
2018-06-26,12.0,30.0,82.0,35.0,34.0,23.0,73.0,52.0,232.0,29.0,47.0,12.0,13.0,2018-06-26
2018-06-27,58.0,21.0,80.0,35.0,33.0,18.0,87.0,55.0,233.0,23.0,44.0,18.0,26.0,2018-06-27
2018-06-28,4.0,35.0,84.0,32.0,39.0,21.0,78.0,54.0,232.0,28.0,51.0,17.0,28.0,2018-06-28
2018-06-29,30.0,32.0,92.0,30.0,60.0,24.0,88.0,57.0,234.0,31.0,51.0,18.0,35.0,2018-06-29
2018-06-30,4.0,37.0,90.0,3.0,43.0,31.0,60.0,50.0,223.0,29.0,20.0,39.0,17.0,2018-06-30
2018-07-01,4.0,35.0,82.0,25.0,30.0,0.0,4.0,3.0,16.0,15.0,49.0,34.0,28.0,2018-07-01
2018-07-02,43.0,14.0,105.0,41.0,57.0,29.0,111.0,70.0,237.0,49.0,51.0,26.0,45.0,2018-07-02
2018-07-03,4.0,45.0,109.0,38.0,53.0,28.0,94.0,112.0,258.0,48.0,67.0,28.0,32.0,2018-07-03
2018-07-04,7.0,38.0,92.0,39.0,52.0,21.0,76.0,82.0,238.0,38.0,55.0,24.0,31.0,2018-07-04
2018-07-05,4.0,30.0,88.0,31.0,43.0,16.0,65.0,77.0,224.0,34.0,47.0,19.0,26.0,2018-07-05
2018-07-06,8.0,19.0,67.0,22.0,37.0,10.0,46.0,57.0,189.0,26.0,31.0,15.0,16.0,2018-07-06
2018-07-07,35.0,19.0,67.0,13.0,19.0,24.0,47.0,70.0,189.0,3.0,17.0,4.0,15.0,2018-07-07
2018-07-08,58.0,16.0,86.0,20.0,27.0,0.0,5.0,2.0,4.0,14.0,18.0,18.0,43.0,2018-07-08
2018-07-09,10.0,49.0,78.0,32.0,63.0,24.0,79.0,82.0,233.0,48.0,58.0,20.0,21.0,2018-07-09
2018-07-10,20.0,54.0,86.0,24.0,70.0,19.0,107.0,86.0,233.0,49.0,57.0,28.0,32.0,2018-07-10
2018-07-11,31.0,50.0,73.0,17.0,73.0,18.0,115.0,103.0,277.0,47.0,64.0,32.0,33.0,2018-07-11
2018-07-12,4.0,36.0,87.0,24.0,59.0,22.0,67.0,94.0,232.0,42.0,56.0,28.0,18.0,2018-07-12
2018-07-13,23.0,53.0,101.0,22.0,68.0,27.0,103.0,101.0,236.0,42.0,60.0,40.0,42.0,2018-07-13
2018-07-14,4.0,28.0,95.0,27.0,37.0,29.0,93.0,109.0,233.0,30.0,26.0,43.0,29.0,2018-07-14
2018-07-15,24.0,28.0,102.0,25.0,28.0,0.0,4.0,2.0,4.0,3.0,40.0,20.0,82.0,2018-07-15
2018-07-16,15.0,31.0,96.0,37.0,52.0,26.0,131.0,108.0,234.0,42.0,76.0,22.0,38.0,2018-07-16
2018-07-17,75.0,48.0,101.0,41.0,93.0,33.0,117.0,103.0,243.0,75.0,71.0,43.0,47.0,2018-07-17
2018-07-18,4.0,58.0,104.0,37.0,97.0,39.0,140.0,116.0,244.0,60.0,73.0,36.0,47.0,2018-07-18
2018-07-19,4.0,53.0,107.0,22.0,98.0,32.0,136.0,116.0,241.0,55.0,74.0,41.0,32.0,2018-07-19
2018-07-20,4.0,61.0,103.0,24.0,88.0,38.0,140.0,115.0,268.0,67.0,72.0,45.0,33.0,2018-07-20
2018-07-21,67.0,29.0,113.0,26.0,40.0,31.0,110.0,112.0,234.0,27.0,30.0,37.0,67.0,2018-07-21
2018-07-22,64.0,61.0,86.0,17.0,61.0,0.0,4.0,2.0,4.0,25.0,42.0,2.0,77.0,2018-07-22
2018-07-23,15.0,49.0,157.0,44.0,106.0,42.0,192.0,113.0,259.0,94.0,78.0,57.0,24.0,2018-07-23
2018-07-24,86.0,69.0,98.0,28.0,87.0,33.0,156.0,114.0,240.0,56.0,67.0,43.0,51.0,2018-07-24
2018-07-25,64.0,31.0,97.0,32.0,70.0,32.0,110.0,111.0,241.0,54.0,62.0,35.0,42.0,2018-07-25
2018-07-26,42.0,37.0,86.0,18.0,67.0,16.0,98.0,100.0,232.0,38.0,52.0,21.0,30.0,2018-07-26
2018-07-27,36.0,29.0,71.0,15.0,64.0,18.0,74.0,77.0,230.0,47.0,43.0,24.0,15.0,2018-07-27
2018-07-28,27.0,17.0,67.0,3.0,30.0,24.0,40.0,50.0,164.0,3.0,12.0,15.0,29.0,2018-07-28
2018-07-29,50.0,20.0,84.0,24.0,31.0,0.0,4.0,3.0,4.0,4.0,21.0,15.0,54.0,2018-07-29
2018-07-30,44.0,46.0,68.0,26.0,65.0,10.0,112.0,89.0,239.0,53.0,55.0,22.0,34.0,2018-07-30
2018-07-31,63.0,63.0,76.0,27.0,74.0,26.0,98.0,95.0,239.0,55.0,55.0,29.0,33.0,2018-07-31
2018-08-01,22.0,40.0,102.0,28.0,89.0,31.0,145.0,101.0,243.0,65.0,73.0,33.0,36.0,2018-08-01
2018-08-02,24.0,49.0,113.0,35.0,74.0,31.0,137.0,115.0,240.0,61.0,74.0,45.0,37.0,2018-08-02
2018-08-03,37.0,68.0,88.0,37.0,80.0,28.0,145.0,113.0,238.0,80.0,71.0,58.0,33.0,2018-08-03
2018-08-04,4.0,45.0,73.0,22.0,47.0,20.0,103.0,108.0,229.0,60.0,20.0,33.0,22.0,2018-08-04
2018-08-05,37.0,60.0,96.0,6.0,55.0,39.0,4.0,2.0,164.0,61.0,39.0,6.0,56.0,2018-08-05
2018-08-06,11.0,45.0,102.0,29.0,67.0,28.0,132.0,110.0,232.0,58.0,69.0,38.0,40.0,2018-08-06
2018-08-07,11.0,21.0,64.0,13.0,46.0,17.0,60.0,63.0,206.0,43.0,29.0,13.0,11.0,2018-08-07
2018-08-08,28.0,23.0,62.0,13.0,47.0,23.0,65.0,74.0,213.0,38.0,25.0,9.0,9.0,2018-08-08
2018-08-09,5.0,35.0,89.0,16.0,61.0,27.0,89.0,86.0,236.0,46.0,33.0,35.0,16.0,2018-08-09
2018-08-10,28.0,45.0,101.0,30.0,52.0,21.0,122.0,99.0,242.0,63.0,57.0,32.0,28.0,2018-08-10
2018-08-11,17.0,27.0,89.0,28.0,26.0,13.0,90.0,77.0,218.0,46.0,30.0,26.0,0.0,2018-08-11
2018-08-12,4.0,2.0,58.0,2.0,41.0,0.0,4.0,3.0,4.0,20.0,24.0,2.0,29.0,2018-08-12
2018-08-13,26.0,15.0,85.0,30.0,53.0,22.0,119.0,73.0,228.0,55.0,40.0,15.0,20.0,2018-08-13
2018-08-14,49.0,22.0,56.0,28.0,55.0,17.0,107.0,83.0,247.0,57.0,36.0,24.0,30.0,2018-08-14
2018-08-15,45.0,46.0,66.0,25.0,53.0,18.0,123.0,80.0,245.0,50.0,38.0,27.0,28.0,2018-08-15
2018-08-16,14.0,45.0,70.0,30.0,53.0,14.0,112.0,78.0,243.0,47.0,52.0,22.0,23.0,2018-08-16
2018-08-17,18.0,36.0,64.0,20.0,44.0,15.0,93.0,66.0,234.0,42.0,38.0,27.0,21.0,2018-08-17
2018-08-18,23.0,12.0,48.0,4.0,8.0,17.0,44.0,53.0,207.0,10.0,12.0,17.0,16.0,2018-08-18
2018-08-19,4.0,13.0,51.0,3.0,12.0,0.0,4.0,3.0,4.0,24.0,25.0,2.0,16.0,2018-08-19
2018-08-20,20.0,33.0,37.0,11.0,32.0,10.0,94.0,59.0,218.0,23.0,33.0,12.0,19.0,2018-08-20
2018-08-21,25.0,33.0,63.0,11.0,56.0,17.0,113.0,76.0,240.0,62.0,52.0,26.0,20.0,2018-08-21
2018-08-22,9.0,29.0,76.0,15.0,68.0,28.0,134.0,85.0,238.0,77.0,57.0,29.0,29.0,2018-08-22
2018-08-23,43.0,51.0,69.0,13.0,64.0,26.0,116.0,84.0,243.0,67.0,66.0,28.0,24.0,2018-08-23
2018-08-24,25.0,37.0,78.0,15.0,63.0,19.0,107.0,73.0,234.0,55.0,44.0,27.0,28.0,2018-08-24
2018-08-25,53.0,43.0,96.0,32.0,32.0,30.0,85.0,79.0,220.0,34.0,21.0,41.0,35.0,2018-08-25
2018-08-26,46.0,47.0,104.0,27.0,66.0,0.0,4.0,3.0,4.0,97.0,35.0,28.0,30.0,2018-08-26
2018-08-27,39.0,34.0,84.0,38.0,71.0,40.0,148.0,97.0,243.0,90.0,55.0,58.0,21.0,2018-08-27
2018-08-28,21.0,27.0,62.0,25.0,55.0,21.0,81.0,73.0,234.0,43.0,45.0,51.0,30.0,2018-08-28
2018-08-29,40.0,40.0,62.0,21.0,48.0,14.0,73.0,67.0,228.0,29.0,40.0,24.0,22.0,2018-08-29
2018-08-30,12.0,50.0,56.0,28.0,66.0,20.0,108.0,81.0,240.0,62.0,50.0,25.0,23.0,2018-08-30
2018-08-31,32.0,38.0,79.0,29.0,73.0,21.0,121.0,92.0,228.0,59.0,44.0,34.0,30.0,2018-08-31
2018-09-01,26.0,17.0,58.0,6.0,39.0,15.0,60.0,65.0,211.0,30.0,4.0,9.0,6.0,2018-09-01
2018-09-02,13.0,20.0,42.0,1.0,27.0,0.0,4.0,2.0,4.0,10.0,23.0,2.0,16.0,2018-09-02
2018-09-03,8.0,20.0,46.0,19.0,37.0,16.0,72.0,61.0,211.0,45.0,28.0,18.0,13.0,2018-09-03
2018-09-04,4.0,26.0,52.0,10.0,56.0,17.0,70.0,64.0,227.0,45.0,21.0,23.0,15.0,2018-09-04
2018-09-05,5.0,34.0,66.0,22.0,63.0,25.0,85.0,75.0,237.0,50.0,44.0,18.0,14.0,2018-09-05
2018-09-06,4.0,25.0,66.0,21.0,63.0,23.0,80.0,72.0,231.0,49.0,37.0,26.0,14.0,2018-09-06
2018-09-07,23.0,20.0,65.0,21.0,64.0,19.0,75.0,72.0,232.0,47.0,29.0,25.0,11.0,2018-09-07
2018-09-08,41.0,24.0,74.0,15.0,35.0,46.0,82.0,72.0,224.0,39.0,16.0,21.0,0.0,2018-09-08
2018-09-09,40.0,32.0,72.0,17.0,42.0,0.0,4.0,3.0,4.0,17.0,36.0,2.0,34.0,2018-09-09
2018-09-10,25.0,21.0,57.0,25.0,62.0,26.0,104.0,68.0,228.0,60.0,39.0,15.0,8.0,2018-09-10
2018-09-11,4.0,15.0,43.0,17.0,36.0,12.0,59.0,55.0,203.0,28.0,20.0,8.0,12.0,2018-09-11
2018-09-12,15.0,22.0,36.0,14.0,33.0,16.0,55.0,59.0,205.0,14.0,19.0,3.0,6.0,2018-09-12
2018-09-13,6.0,11.0,45.0,13.0,35.0,15.0,60.0,56.0,197.0,24.0,8.0,11.0,11.0,2018-09-13
2018-09-14,13.0,20.0,48.0,16.0,44.0,0.0,64.0,52.0,207.0,35.0,19.0,3.0,8.0,2018-09-14
2018-09-15,10.0,7.0,30.0,1.0,13.0,0.0,30.0,43.0,169.0,13.0,10.0,2.0,2.0,2018-09-15
2018-09-16,13.0,8.0,32.0,1.0,9.0,0.0,4.0,2.0,50.0,8.0,0.0,2.0,1.0,2018-09-16
2018-09-17,25.0,5.0,51.0,1.0,8.0,0.0,4.0,20.0,21.0,29.0,9.0,2.0,6.0,2018-09-17
2018-09-18,8.0,24.0,48.0,20.0,47.0,20.0,87.0,53.0,210.0,46.0,24.0,11.0,16.0,2018-09-18
2018-09-19,10.0,17.0,48.0,13.0,40.0,14.0,65.0,62.0,204.0,30.0,19.0,7.0,15.0,2018-09-19
2018-09-20,8.0,11.0,41.0,11.0,31.0,10.0,47.0,52.0,182.0,27.0,10.0,8.0,6.0,2018-09-20
2018-09-21,4.0,13.0,35.0,7.0,24.0,7.0,44.0,47.0,143.0,21.0,2.0,5.0,5.0,2018-09-21
2018-09-22,4.0,3.0,30.0,1.0,11.0,8.0,40.0,43.0,153.0,13.0,0.0,2.0,3.0,2018-09-22
2018-09-23,12.0,2.0,35.0,2.0,3.0,0.0,4.0,6.0,30.0,12.0,0.0,3.0,0.0,2018-09-23
2018-09-24,17.0,3.0,33.0,1.0,23.0,0.0,5.0,2.0,4.0,3.0,0.0,2.0,0.0,2018-09-24
2018-09-25,4.0,11.0,42.0,16.0,31.0,0.0,63.0,54.0,178.0,32.0,14.0,14.0,9.0,2018-09-25
2018-09-26,5.0,3.0,34.0,13.0,11.0,0.0,42.0,44.0,156.0,24.0,0.0,2.0,4.0,2018-09-26
2018-09-27,4.0,3.0,33.0,7.0,17.0,7.0,33.0,39.0,139.0,10.0,0.0,2.0,6.0,2018-09-27
2018-09-28,17.0,6.0,34.0,8.0,29.0,8.0,69.0,49.0,163.0,19.0,0.0,2.0,8.0,2018-09-28
2018-09-29,5.0,6.0,33.0,5.0,3.0,4.0,42.0,37.0,98.0,10.0,0.0,2.0,0.0,2018-09-29
2018-09-30,4.0,3.0,31.0,2.0,5.0,0.0,16.0,2.0,4.0,3.0,0.0,2.0,0.0,2018-09-30
2018-10-01,13.0,10.0,51.0,14.0,48.0,14.0,89.0,64.0,212.0,58.0,15.0,14.0,9.0,2018-10-01
2018-10-02,8.0,9.0,33.0,13.0,26.0,13.0,62.0,61.0,228.0,23.0,10.0,4.0,10.0,2018-10-02
2018-10-03,7.0,23.0,31.0,19.0,26.0,0.0,50.0,54.0,165.0,18.0,10.0,2.0,8.0,2018-10-03
2018-10-04,4.0,9.0,32.0,13.0,25.0,0.0,46.0,52.0,148.0,25.0,8.0,6.0,4.0,2018-10-04
2018-10-05,7.0,4.0,40.0,9.0,30.0,0.0,53.0,60.0,141.0,13.0,2.0,8.0,4.0,2018-10-05
2018-10-06,4.0,4.0,33.0,12.0,4.0,8.0,40.0,46.0,138.0,20.0,0.0,2.0,4.0,2018-10-06
2018-10-07,21.0,24.0,36.0,2.0,45.0,0.0,4.0,2.0,4.0,38.0,1.0,5.0,19.0,2018-10-07
2018-10-08,27.0,15.0,35.0,11.0,6.0,10.0,44.0,47.0,165.0,14.0,12.0,3.0,0.0,2018-10-08
2018-10-09,8.0,14.0,32.0,10.0,39.0,8.0,71.0,52.0,170.0,39.0,12.0,2.0,9.0,2018-10-09
2018-10-10,11.0,20.0,41.0,16.0,34.0,15.0,73.0,57.0,177.0,36.0,15.0,2.0,11.0,2018-10-10
2018-10-11,5.0,9.0,33.0,12.0,24.0,15.0,52.0,52.0,180.0,35.0,7.0,2.0,5.0,2018-10-11
2018-10-12,5.0,7.0,35.0,13.0,29.0,8.0,46.0,50.0,152.0,30.0,0.0,2.0,0.0,2018-10-12
2018-10-13,4.0,5.0,34.0,0.0,3.0,0.0,36.0,37.0,118.0,3.0,0.0,2.0,2.0,2018-10-13
2018-10-14,4.0,2.0,33.0,1.0,14.0,0.0,4.0,3.0,3.0,2.0,0.0,2.0,0.0,2018-10-14
2018-10-15,4.0,6.0,31.0,6.0,19.0,0.0,24.0,41.0,133.0,10.0,0.0,2.0,1.0,2018-10-15
2018-10-16,12.0,7.0,31.0,5.0,22.0,6.0,34.0,43.0,133.0,7.0,0.0,2.0,2.0,2018-10-16
2018-10-17,8.0,3.0,32.0,4.0,23.0,13.0,43.0,39.0,126.0,3.0,0.0,2.0,11.0,2018-10-17
2018-10-18,9.0,3.0,32.0,4.0,18.0,5.0,36.0,40.0,130.0,8.0,0.0,2.0,4.0,2018-10-18
2018-10-19,7.0,3.0,33.0,3.0,16.0,0.0,31.0,38.0,125.0,4.0,0.0,14.0,0.0,2018-10-19
2018-10-20,4.0,5.0,29.0,1.0,3.0,10.0,26.0,35.0,75.0,19.0,0.0,2.0,3.0,2018-10-20
2018-10-21,4.0,2.0,29.0,1.0,5.0,0.0,4.0,2.0,4.0,3.0,0.0,3.0,0.0,2018-10-21
2018-10-22,8.0,3.0,29.0,1.0,20.0,20.0,29.0,36.0,105.0,8.0,0.0,2.0,0.0,2018-10-22
2018-10-23,4.0,3.0,29.0,0.0,4.0,0.0,31.0,34.0,98.0,4.0,0.0,28.0,4.0,2018-10-23
2018-10-24,4.0,3.0,34.0,2.0,10.0,14.0,37.0,40.0,120.0,4.0,0.0,2.0,5.0,2018-10-24
2018-10-25,4.0,3.0,32.0,3.0,13.0,12.0,20.0,39.0,107.0,5.0,0.0,2.0,0.0,2018-10-25
2018-10-26,9.0,3.0,32.0,6.0,12.0,0.0,42.0,39.0,102.0,8.0,0.0,23.0,0.0,2018-10-26
2018-10-27,5.0,2.0,34.0,1.0,4.0,0.0,34.0,35.0,63.0,6.0,0.0,2.0,0.0,2018-10-27
