,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6,日時
2021-06-20,31.0,34.0,33.0,3.0,14.0,0.0,4.0,3.0,4.0,3.0,3.0,2.0,14.0,2021-06-20
2021-06-21,17.0,31.0,47.0,16.0,43.0,37.0,71.0,97.0,190.0,36.0,27.0,5.0,15.0,2021-06-21
2021-06-22,14.0,17.0,40.0,11.0,53.0,20.0,87.0,108.0,229.0,31.0,31.0,5.0,22.0,2021-06-22
2021-06-23,35.0,21.0,35.0,9.0,48.0,19.0,63.0,100.0,200.0,19.0,30.0,4.0,18.0,2021-06-23
2021-06-24,17.0,14.0,30.0,9.0,46.0,19.0,73.0,104.0,208.0,24.0,27.0,3.0,8.0,2021-06-24
2021-06-25,15.0,20.0,33.0,11.0,51.0,22.0,67.0,106.0,215.0,21.0,29.0,6.0,17.0,2021-06-25
2021-06-26,69.0,27.0,47.0,7.0,26.0,15.0,72.0,89.0,155.0,20.0,2.0,2.0,9.0,2021-06-26
2021-06-27,35.0,38.0,28.0,2.0,31.0,0.0,4.0,2.0,4.0,8.0,21.0,2.0,12.0,2021-06-27
2021-06-28,22.0,17.0,50.0,12.0,64.0,29.0,77.0,102.0,218.0,37.0,33.0,15.0,16.0,2021-06-28
2021-06-29,18.0,16.0,46.0,9.0,58.0,27.0,56.0,103.0,222.0,37.0,18.0,12.0,13.0,2021-06-29
2021-06-30,14.0,10.0,34.0,7.0,35.0,5.0,52.0,91.0,211.0,20.0,19.0,4.0,14.0,2021-06-30
2021-07-01,13.0,11.0,30.0,6.0,39.0,21.0,53.0,89.0,217.0,21.0,13.0,6.0,18.0,2021-07-01
2021-07-02,21.0,15.0,29.0,6.0,40.0,12.0,50.0,64.0,210.0,26.0,11.0,8.0,5.0,2021-07-02
2021-07-03,37.0,40.0,32.0,9.0,12.0,19.0,56.0,84.0,190.0,11.0,2.0,2.0,12.0,2021-07-03
2021-07-04,22.0,17.0,34.0,2.0,16.0,0.0,4.0,2.0,4.0,4.0,9.0,2.0,18.0,2021-07-04
2021-07-05,16.0,22.0,30.0,27.0,32.0,12.0,56.0,91.0,209.0,20.0,12.0,2.0,16.0,2021-07-05
2021-07-06,54.0,28.0,56.0,23.0,48.0,25.0,76.0,110.0,250.0,49.0,28.0,2.0,12.0,2021-07-06
2021-07-07,60.0,32.0,59.0,30.0,53.0,32.0,85.0,111.0,250.0,42.0,39.0,25.0,16.0,2021-07-07
2021-07-08,20.0,18.0,38.0,23.0,42.0,24.0,63.0,104.0,237.0,40.0,36.0,10.0,18.0,2021-07-08
2021-07-09,11.0,27.0,60.0,22.0,42.0,21.0,64.0,104.0,228.0,26.0,30.0,6.0,19.0,2021-07-09
2021-07-10,141.0,52.0,63.0,33.0,26.0,27.0,95.0,100.0,218.0,3.0,21.0,2.0,67.0,2021-07-10
2021-07-11,82.0,44.0,55.0,3.0,44.0,0.0,4.0,2.0,4.0,19.0,35.0,5.0,53.0,2021-07-11
2021-07-12,23.0,41.0,38.0,39.0,56.0,37.0,106.0,110.0,258.0,54.0,63.0,27.0,25.0,2021-07-12
2021-07-13,46.0,43.0,46.0,32.0,65.0,32.0,97.0,111.0,252.0,27.0,49.0,30.0,37.0,2021-07-13
2021-07-14,50.0,35.0,45.0,29.0,61.0,27.0,76.0,111.0,250.0,39.0,40.0,23.0,22.0,2021-07-14
2021-07-15,32.0,21.0,41.0,30.0,63.0,29.0,96.0,113.0,255.0,48.0,41.0,22.0,27.0,2021-07-15
2021-07-16,36.0,41.0,55.0,40.0,78.0,41.0,116.0,120.0,258.0,60.0,55.0,28.0,37.0,2021-07-16
2021-07-17,137.0,57.0,53.0,29.0,48.0,32.0,102.0,96.0,228.0,3.0,2.0,2.0,61.0,2021-07-17
2021-07-18,161.0,75.0,58.0,2.0,68.0,0.0,17.0,3.0,4.0,27.0,61.0,52.0,38.0,2021-07-18
2021-07-19,115.0,42.0,75.0,49.0,94.0,70.0,165.0,113.0,236.0,72.0,66.0,43.0,52.0,2021-07-19
2021-07-20,47.0,64.0,77.0,46.0,94.0,57.0,144.0,122.0,258.0,61.0,65.0,56.0,60.0,2021-07-20
2021-07-21,40.0,48.0,70.0,43.0,100.0,53.0,154.0,122.0,259.0,55.0,64.0,53.0,46.0,2021-07-21
2021-07-22,155.0,71.0,70.0,39.0,58.0,49.0,108.0,107.0,228.0,33.0,32.0,50.0,36.0,2021-07-22
2021-07-23,151.0,44.0,72.0,30.0,45.0,46.0,114.0,104.0,280.0,5.0,45.0,34.0,79.0,2021-07-23
2021-07-24,154.0,63.0,61.0,29.0,37.0,29.0,102.0,96.0,229.0,48.0,46.0,31.0,52.0,2021-07-24
2021-07-25,153.0,89.0,37.0,4.0,71.0,0.0,17.0,3.0,4.0,51.0,53.0,27.0,42.0,2021-07-25
2021-07-26,38.0,46.0,54.0,45.0,79.0,54.0,154.0,108.0,219.0,50.0,53.0,42.0,39.0,2021-07-26
2021-07-27,78.0,62.0,62.0,38.0,77.0,45.0,118.0,111.0,245.0,33.0,47.0,39.0,36.0,2021-07-27
2021-07-28,126.0,48.0,83.0,42.0,79.0,52.0,172.0,119.0,258.0,50.0,54.0,39.0,61.0,2021-07-28
2021-07-29,64.0,39.0,47.0,44.0,69.0,55.0,209.0,120.0,258.0,54.0,59.0,33.0,39.0,2021-07-29
2021-07-30,55.0,26.0,51.0,39.0,54.0,43.0,120.0,113.0,254.0,52.0,43.0,26.0,27.0,2021-07-30
2021-07-31,46.0,41.0,97.0,41.0,23.0,36.0,114.0,102.0,234.0,45.0,29.0,7.0,11.0,2021-07-31
2021-08-01,89.0,89.0,60.0,17.0,42.0,0.0,69.0,2.0,5.0,25.0,51.0,9.0,44.0,2021-08-01
2021-08-02,45.0,37.0,62.0,48.0,83.0,58.0,207.0,114.0,243.0,77.0,60.0,47.0,35.0,2021-08-02
2021-08-03,37.0,11.0,76.0,48.0,93.0,53.0,209.0,120.0,258.0,67.0,64.0,81.0,36.0,2021-08-03
2021-08-04,43.0,52.0,51.0,54.0,92.0,58.0,187.0,122.0,259.0,78.0,61.0,74.0,44.0,2021-08-04
2021-08-05,40.0,46.0,55.0,49.0,104.0,53.0,191.0,123.0,253.0,69.0,73.0,64.0,40.0,2021-08-05
2021-08-06,88.0,52.0,42.0,43.0,99.0,51.0,189.0,123.0,259.0,64.0,60.0,65.0,47.0,2021-08-06
2021-08-07,98.0,47.0,35.0,40.0,51.0,21.0,110.0,98.0,219.0,25.0,2.0,14.0,35.0,2021-08-07
2021-08-08,62.0,41.0,57.0,2.0,61.0,20.0,37.0,2.0,4.0,13.0,51.0,7.0,32.0,2021-08-08
2021-08-09,41.0,61.0,85.0,19.0,58.0,41.0,102.0,101.0,224.0,33.0,46.0,19.0,31.0,2021-08-09
2021-08-10,37.0,47.0,96.0,49.0,81.0,63.0,216.0,124.0,300.0,88.0,69.0,40.0,30.0,2021-08-10
2021-08-11,30.0,48.0,53.0,38.0,79.0,48.0,160.0,121.0,259.0,65.0,62.0,32.0,37.0,2021-08-11
2021-08-12,28.0,29.0,44.0,30.0,63.0,36.0,128.0,112.0,254.0,47.0,48.0,19.0,13.0,2021-08-12
2021-08-13,25.0,15.0,40.0,24.0,38.0,27.0,78.0,95.0,225.0,25.0,23.0,22.0,14.0,2021-08-13
2021-08-14,22.0,12.0,35.0,3.0,33.0,22.0,60.0,58.0,150.0,4.0,3.0,2.0,16.0,2021-08-14
2021-08-15,21.0,5.0,39.0,2.0,8.0,0.0,11.0,2.0,4.0,3.0,2.0,2.0,10.0,2021-08-15
2021-08-16,13.0,8.0,29.0,17.0,23.0,26.0,72.0,84.0,196.0,27.0,6.0,2.0,4.0,2021-08-16
2021-08-17,27.0,9.0,31.0,23.0,31.0,29.0,84.0,104.0,235.0,24.0,19.0,14.0,16.0,2021-08-17
2021-08-18,55.0,31.0,45.0,37.0,56.0,41.0,173.0,117.0,255.0,38.0,43.0,15.0,25.0,2021-08-18
2021-08-19,46.0,44.0,37.0,37.0,62.0,49.0,198.0,121.0,260.0,53.0,55.0,30.0,29.0,2021-08-19
2021-08-20,42.0,39.0,43.0,36.0,79.0,53.0,180.0,121.0,259.0,52.0,54.0,50.0,24.0,2021-08-20
2021-08-21,73.0,26.0,69.0,9.0,53.0,32.0,110.0,101.0,223.0,37.0,44.0,17.0,14.0,2021-08-21
2021-08-22,117.0,34.0,44.0,3.0,52.0,0.0,38.0,2.0,5.0,69.0,47.0,10.0,20.0,2021-08-22
2021-08-23,48.0,36.0,50.0,31.0,74.0,41.0,131.0,110.0,246.0,50.0,59.0,36.0,24.0,2021-08-23
2021-08-24,30.0,35.0,58.0,31.0,78.0,31.0,139.0,118.0,258.0,53.0,57.0,37.0,19.0,2021-08-24
2021-08-25,36.0,58.0,67.0,39.0,94.0,51.0,173.0,121.0,259.0,68.0,64.0,62.0,42.0,2021-08-25
2021-08-26,63.0,57.0,70.0,43.0,97.0,54.0,196.0,123.0,270.0,84.0,69.0,70.0,31.0,2021-08-26
2021-08-27,37.0,48.0,78.0,33.0,106.0,54.0,181.0,123.0,261.0,75.0,65.0,63.0,48.0,2021-08-27
2021-08-28,150.0,42.0,64.0,25.0,69.0,44.0,152.0,104.0,231.0,59.0,2.0,67.0,78.0,2021-08-28
2021-08-29,71.0,38.0,48.0,2.0,81.0,0.0,36.0,2.0,4.0,3.0,45.0,38.0,44.0,2021-08-29
2021-08-30,56.0,54.0,85.0,35.0,107.0,64.0,221.0,115.0,240.0,81.0,68.0,63.0,51.0,2021-08-30
2021-08-31,59.0,27.0,77.0,42.0,61.0,43.0,128.0,117.0,256.0,58.0,51.0,47.0,27.0,2021-08-31
2021-09-01,16.0,17.0,42.0,31.0,35.0,21.0,66.0,96.0,216.0,33.0,26.0,14.0,7.0,2021-09-01
2021-09-02,22.0,3.0,39.0,22.0,29.0,10.0,45.0,84.0,206.0,22.0,2.0,14.0,4.0,2021-09-02
2021-09-03,14.0,6.0,37.0,17.0,28.0,15.0,45.0,61.0,208.0,27.0,3.0,2.0,3.0,2021-09-03
2021-09-04,30.0,6.0,41.0,7.0,10.0,9.0,41.0,31.0,148.0,3.0,2.0,6.0,0.0,2021-09-04
2021-09-05,19.0,5.0,28.0,3.0,9.0,0.0,5.0,2.0,5.0,3.0,2.0,2.0,0.0,2021-09-05
2021-09-06,10.0,11.0,31.0,12.0,20.0,12.0,41.0,56.0,188.0,23.0,3.0,3.0,1.0,2021-09-06
2021-09-07,13.0,6.0,37.0,13.0,23.0,14.0,47.0,66.0,237.0,22.0,2.0,4.0,1.0,2021-09-07
2021-09-08,12.0,8.0,30.0,17.0,19.0,12.0,43.0,64.0,208.0,31.0,2.0,3.0,9.0,2021-09-08
2021-09-09,19.0,8.0,37.0,11.0,30.0,11.0,48.0,64.0,234.0,18.0,6.0,3.0,6.0,2021-09-09
2021-09-10,34.0,14.0,40.0,21.0,47.0,23.0,98.0,123.0,286.0,42.0,23.0,18.0,22.0,2021-09-10
2021-09-11,51.0,14.0,28.0,16.0,13.0,14.0,57.0,83.0,181.0,15.0,2.0,2.0,22.0,2021-09-11
2021-09-12,38.0,11.0,31.0,3.0,23.0,4.0,30.0,2.0,4.0,4.0,31.0,2.0,7.0,2021-09-12
2021-09-13,26.0,12.0,42.0,27.0,42.0,26.0,74.0,105.0,275.0,44.0,34.0,16.0,11.0,2021-09-13
2021-09-14,22.0,12.0,34.0,23.0,43.0,17.0,65.0,103.0,239.0,30.0,26.0,8.0,6.0,2021-09-14
2021-09-15,34.0,14.0,33.0,22.0,45.0,21.0,76.0,118.0,250.0,23.0,23.0,18.0,27.0,2021-09-15
2021-09-16,25.0,12.0,29.0,17.0,38.0,17.0,59.0,110.0,253.0,27.0,27.0,2.0,8.0,2021-09-16
2021-09-17,17.0,18.0,34.0,24.0,24.0,14.0,56.0,74.0,224.0,23.0,18.0,10.0,8.0,2021-09-17
2021-09-18,44.0,29.0,50.0,12.0,18.0,16.0,51.0,52.0,188.0,3.0,2.0,17.0,15.0,2021-09-18
2021-09-19,46.0,22.0,33.0,5.0,28.0,0.0,8.0,2.0,4.0,7.0,3.0,2.0,20.0,2021-09-19
2021-09-20,36.0,6.0,28.0,14.0,20.0,24.0,65.0,93.0,213.0,3.0,2.0,2.0,8.0,2021-09-20
2021-09-21,31.0,13.0,30.0,12.0,40.0,23.0,64.0,72.0,238.0,49.0,18.0,16.0,11.0,2021-09-21
2021-09-22,25.0,18.0,36.0,24.0,52.0,26.0,117.0,99.0,251.0,37.0,35.0,36.0,18.0,2021-09-22
2021-09-23,56.0,35.0,33.0,2.0,40.0,27.0,102.0,96.0,223.0,39.0,17.0,27.0,17.0,2021-09-23
2021-09-24,33.0,18.0,33.0,26.0,48.0,26.0,86.0,107.0,237.0,37.0,18.0,6.0,23.0,2021-09-24
2021-09-25,32.0,6.0,41.0,14.0,12.0,14.0,52.0,45.0,166.0,3.0,2.0,8.0,15.0,2021-09-25
2021-09-26,22.0,3.0,30.0,3.0,14.0,7.0,19.0,2.0,4.0,3.0,3.0,2.0,2.0,2021-09-26
2021-09-27,13.0,13.0,31.0,12.0,25.0,13.0,46.0,60.0,208.0,28.0,2.0,9.0,0.0,2021-09-27
2021-09-28,16.0,9.0,39.0,13.0,28.0,15.0,49.0,69.0,217.0,27.0,3.0,3.0,0.0,2021-09-28
2021-09-29,22.0,10.0,34.0,21.0,27.0,17.0,57.0,70.0,226.0,26.0,14.0,9.0,14.0,2021-09-29
2021-09-30,27.0,11.0,33.0,17.0,40.0,18.0,70.0,105.0,240.0,30.0,21.0,8.0,10.0,2021-09-30
2021-10-01,8.0,5.0,32.0,12.0,18.0,10.0,42.0,61.0,189.0,11.0,2.0,2.0,3.0,2021-10-01
2021-10-02,29.0,16.0,40.0,5.0,13.0,14.0,66.0,45.0,201.0,24.0,2.0,2.0,6.0,2021-10-02
2021-10-03,48.0,4.0,34.0,2.0,15.0,0.0,50.0,2.0,4.0,19.0,3.0,2.0,14.0,2021-10-03
2021-10-04,34.0,15.0,26.0,18.0,36.0,25.0,80.0,102.0,230.0,44.0,16.0,10.0,10.0,2021-10-04
2021-10-05,25.0,12.0,37.0,19.0,35.0,23.0,92.0,72.0,246.0,44.0,12.0,14.0,12.0,2021-10-05
2021-10-06,26.0,21.0,26.0,18.0,37.0,22.0,84.0,107.0,242.0,24.0,19.0,8.0,9.0,2021-10-06
2021-10-07,19.0,10.0,36.0,16.0,30.0,12.0,54.0,64.0,212.0,21.0,13.0,6.0,5.0,2021-10-07
2021-10-08,33.0,15.0,37.0,16.0,34.0,23.0,100.0,108.0,247.0,36.0,22.0,2.0,10.0,2021-10-08
2021-10-09,25.0,22.0,33.0,12.0,11.0,12.0,61.0,64.0,190.0,15.0,2.0,2.0,18.0,2021-10-09
2021-10-10,29.0,5.0,29.0,3.0,11.0,0.0,10.0,2.0,4.0,2.0,2.0,1.0,12.0,2021-10-10
2021-10-11,35.0,12.0,29.0,15.0,38.0,29.0,115.0,49.0,151.0,44.0,18.0,8.0,17.0,2021-10-11
2021-10-12,13.0,4.0,31.0,17.0,31.0,14.0,50.0,39.0,210.0,25.0,6.0,2.0,10.0,2021-10-12
2021-10-13,7.0,3.0,33.0,7.0,24.0,9.0,43.0,36.0,166.0,11.0,3.0,2.0,1.0,2021-10-13
2021-10-14,24.0,12.0,28.0,9.0,23.0,12.0,57.0,39.0,187.0,21.0,2.0,2.0,5.0,2021-10-14
2021-10-15,25.0,5.0,36.0,9.0,30.0,14.0,53.0,41.0,206.0,18.0,6.0,2.0,6.0,2021-10-15
2021-10-16,8.0,24.0,27.0,3.0,19.0,6.0,43.0,32.0,149.0,4.0,2.0,2.0,10.0,2021-10-16
2021-10-17,34.0,4.0,51.0,2.0,11.0,0.0,11.0,3.0,5.0,3.0,2.0,2.0,4.0,2021-10-17
2021-10-18,12.0,3.0,28.0,3.0,17.0,3.0,39.0,27.0,77.0,3.0,3.0,2.0,2.0,2021-10-18
2021-10-19,30.0,6.0,80.0,2.0,7.0,0.0,20.0,28.0,89.0,3.0,2.0,2.0,1.0,2021-10-19
2021-10-20,4.0,21.0,34.0,3.0,10.0,7.0,30.0,30.0,82.0,3.0,2.0,2.0,3.0,2021-10-20
2021-10-21,38.0,26.0,51.0,2.0,12.0,4.0,27.0,28.0,73.0,3.0,3.0,2.0,0.0,2021-10-21
2021-10-22,14.0,28.0,68.0,7.0,11.0,2.0,16.0,26.0,82.0,3.0,22.0,22.0,0.0,2021-10-22
2021-10-23,26.0,48.0,48.0,3.0,4.0,4.0,26.0,16.0,36.0,3.0,3.0,21.0,0.0,2021-10-23
2021-10-24,45.0,32.0,52.0,3.0,4.0,0.0,17.0,2.0,4.0,3.0,25.0,12.0,0.0,2021-10-24
2021-10-25,5.0,28.0,62.0,40.0,11.0,1.0,20.0,24.0,55.0,3.0,23.0,34.0,0.0,2021-10-25
2021-10-26,24.0,13.0,66.0,3.0,9.0,5.0,39.0,29.0,58.0,3.0,28.0,33.0,1.0,2021-10-26
2021-10-27,39.0,34.0,48.0,31.0,4.0,5.0,20.0,26.0,63.0,3.0,23.0,24.0,0.0,2021-10-27
2021-10-28,26.0,28.0,55.0,7.0,14.0,0.0,46.0,31.0,76.0,6.0,2.0,2.0,0.0,2021-10-28
2021-10-29,37.0,20.0,55.0,11.0,7.0,8.0,41.0,28.0,80.0,3.0,17.0,21.0,0.0,2021-10-29
2021-10-30,4.0,12.0,28.0,16.0,4.0,12.0,23.0,19.0,40.0,3.0,3.0,3.0,0.0,2021-10-30
2021-10-31,60.0,33.0,55.0,3.0,4.0,0.0,4.0,2.0,4.0,3.0,28.0,22.0,0.0,2021-10-31
2021-11-01,9.0,29.0,51.0,15.0,5.0,0.0,32.0,26.0,65.0,4.0,16.0,16.0,3.0,2021-11-01
2021-11-02,4.0,33.0,29.0,9.0,7.0,0.0,38.0,32.0,106.0,3.0,21.0,26.0,0.0,2021-11-02
2021-11-03,32.0,8.0,56.0,2.0,12.0,0.0,37.0,25.0,56.0,3.0,7.0,7.0,0.0,2021-11-03
2021-11-04,20.0,27.0,54.0,11.0,6.0,12.0,37.0,30.0,74.0,3.0,25.0,25.0,3.0,2021-11-04
2021-11-05,27.0,13.0,54.0,8.0,4.0,3.0,49.0,30.0,95.0,3.0,18.0,26.0,1.0,2021-11-05
2021-11-06,9.0,30.0,59.0,7.0,14.0,0.0,29.0,18.0,43.0,8.0,4.0,7.0,1.0,2021-11-06
2021-11-07,52.0,12.0,55.0,3.0,4.0,2.0,10.0,5.0,10.0,5.0,23.0,3.0,2.0,2021-11-07
2021-11-08,35.0,16.0,50.0,12.0,5.0,0.0,42.0,29.0,94.0,3.0,8.0,27.0,11.0,2021-11-08
2021-11-09,31.0,6.0,29.0,6.0,4.0,4.0,22.0,32.0,113.0,4.0,3.0,27.0,0.0,2021-11-09
2021-11-10,30.0,18.0,62.0,4.0,5.0,0.0,34.0,30.0,107.0,2.0,2.0,2.0,1.0,2021-11-10
2021-11-11,30.0,3.0,50.0,6.0,4.0,16.0,29.0,30.0,90.0,3.0,3.0,2.0,8.0,2021-11-11
2021-11-12,29.0,20.0,58.0,8.0,5.0,0.0,38.0,28.0,92.0,3.0,2.0,3.0,3.0,2021-11-12
2021-11-13,28.0,42.0,31.0,3.0,4.0,11.0,23.0,20.0,4.0,8.0,27.0,20.0,0.0,2021-11-13
2021-11-14,64.0,35.0,66.0,3.0,5.0,0.0,11.0,3.0,5.0,6.0,24.0,2.0,0.0,2021-11-14
2021-11-15,18.0,36.0,58.0,16.0,4.0,16.0,30.0,25.0,60.0,5.0,3.0,4.0,5.0,2021-11-15
2021-11-16,22.0,10.0,68.0,9.0,5.0,11.0,19.0,27.0,76.0,3.0,2.0,2.0,4.0,2021-11-16
2021-11-17,31.0,23.0,42.0,12.0,4.0,0.0,36.0,26.0,61.0,3.0,3.0,3.0,0.0,2021-11-17
2021-11-18,35.0,43.0,55.0,13.0,5.0,5.0,20.0,26.0,60.0,3.0,14.0,33.0,0.0,2021-11-18
2021-11-19,45.0,10.0,62.0,13.0,4.0,7.0,22.0,27.0,73.0,3.0,11.0,21.0,0.0,2021-11-19
2021-11-20,22.0,15.0,37.0,21.0,5.0,0.0,30.0,24.0,19.0,5.0,2.0,2.0,0.0,2021-11-20
2021-11-21,71.0,35.0,57.0,2.0,4.0,0.0,4.0,3.0,4.0,3.0,37.0,4.0,0.0,2021-11-21
2021-11-22,34.0,33.0,66.0,11.0,10.0,0.0,19.0,27.0,73.0,8.0,18.0,32.0,7.0,2021-11-22
2021-11-23,26.0,33.0,26.0,22.0,4.0,0.0,15.0,24.0,52.0,3.0,2.0,20.0,1.0,2021-11-23
2021-11-24,46.0,42.0,59.0,21.0,5.0,0.0,24.0,26.0,55.0,3.0,38.0,37.0,19.0,2021-11-24
2021-11-25,58.0,48.0,58.0,15.0,5.0,0.0,26.0,27.0,65.0,3.0,5.0,32.0,11.0,2021-11-25
2021-11-26,47.0,44.0,60.0,16.0,4.0,0.0,19.0,27.0,67.0,3.0,22.0,52.0,1.0,2021-11-26
2021-11-27,53.0,47.0,74.0,19.0,10.0,1.0,11.0,14.0,26.0,3.0,3.0,21.0,1.0,2021-11-27
2021-11-28,84.0,65.0,67.0,2.0,28.0,0.0,4.0,2.0,4.0,3.0,37.0,4.0,1.0,2021-11-28
2021-11-29,72.0,41.0,73.0,33.0,33.0,0.0,13.0,18.0,32.0,3.0,33.0,63.0,0.0,2021-11-29
2021-11-30,65.0,3.0,58.0,26.0,21.0,0.0,20.0,21.0,49.0,3.0,21.0,51.0,0.0,2021-11-30
2021-12-01,28.0,28.0,69.0,19.0,11.0,0.0,26.0,28.0,55.0,3.0,9.0,47.0,1.0,2021-12-01
2021-12-02,78.0,48.0,61.0,15.0,11.0,2.0,17.0,22.0,59.0,3.0,34.0,65.0,0.0,2021-12-02
2021-12-03,46.0,49.0,58.0,2.0,12.0,0.0,24.0,24.0,52.0,3.0,31.0,26.0,0.0,2021-12-03
2021-12-04,63.0,57.0,27.0,30.0,7.0,0.0,24.0,13.0,22.0,3.0,3.0,58.0,0.0,2021-12-04
2021-12-05,104.0,66.0,65.0,3.0,43.0,0.0,4.0,3.0,4.0,3.0,42.0,74.0,0.0,2021-12-05
2021-12-06,58.0,62.0,80.0,34.0,26.0,0.0,4.0,16.0,40.0,4.0,42.0,48.0,0.0,2021-12-06
2021-12-07,40.0,45.0,79.0,14.0,13.0,0.0,4.0,22.0,65.0,3.0,18.0,38.0,12.0,2021-12-07
2021-12-08,53.0,61.0,77.0,32.0,12.0,0.0,5.0,22.0,46.0,3.0,35.0,52.0,18.0,2021-12-08
2021-12-09,53.0,56.0,76.0,16.0,9.0,0.0,4.0,22.0,42.0,2.0,33.0,87.0,1.0,2021-12-09
2021-12-10,39.0,57.0,80.0,34.0,7.0,0.0,4.0,22.0,48.0,3.0,25.0,67.0,1.0,2021-12-10
2021-12-11,101.0,73.0,70.0,25.0,36.0,0.0,5.0,14.0,23.0,3.0,2.0,56.0,6.0,2021-12-11
2021-12-12,82.0,60.0,61.0,3.0,47.0,0.0,4.0,2.0,4.0,3.0,23.0,27.0,21.0,2021-12-12
2021-12-13,37.0,64.0,92.0,37.0,53.0,0.0,4.0,17.0,35.0,20.0,31.0,47.0,5.0,2021-12-13
2021-12-14,90.0,69.0,48.0,28.0,47.0,0.0,19.0,18.0,42.0,3.0,44.0,61.0,1.0,2021-12-14
2021-12-15,76.0,58.0,76.0,22.0,40.0,0.0,25.0,21.0,40.0,3.0,46.0,82.0,2.0,2021-12-15
2021-12-16,76.0,41.0,84.0,25.0,23.0,0.0,17.0,22.0,57.0,4.0,35.0,51.0,0.0,2021-12-16
2021-12-17,45.0,58.0,58.0,23.0,30.0,0.0,4.0,23.0,59.0,3.0,31.0,45.0,15.0,2021-12-17
2021-12-18,121.0,76.0,91.0,33.0,43.0,0.0,6.0,9.0,15.0,7.0,26.0,29.0,23.0,2021-12-18
2021-12-19,127.0,91.0,64.0,3.0,75.0,0.0,4.0,2.0,4.0,36.0,41.0,74.0,1.0,2021-12-19
2021-12-20,45.0,72.0,87.0,46.0,52.0,0.0,20.0,15.0,23.0,3.0,57.0,75.0,4.0,2021-12-20
2021-12-21,87.0,52.0,108.0,27.0,41.0,0.0,9.0,19.0,46.0,3.0,42.0,62.0,2.0,2021-12-21
2021-12-22,60.0,62.0,72.0,38.0,39.0,0.0,5.0,19.0,35.0,3.0,43.0,64.0,1.0,2021-12-22
2021-12-23,57.0,63.0,90.0,29.0,40.0,0.0,4.0,18.0,37.0,3.0,34.0,66.0,8.0,2021-12-23
2021-12-24,45.0,55.0,66.0,26.0,18.0,0.0,8.0,22.0,47.0,4.0,38.0,60.0,5.0,2021-12-24
2021-12-25,53.0,62.0,32.0,35.0,32.0,0.0,8.0,10.0,17.0,45.0,33.0,102.0,21.0,2021-12-25
2021-12-26,131.0,86.0,116.0,3.0,79.0,0.0,4.0,2.0,4.0,3.0,62.0,95.0,20.0,2021-12-26
2021-12-27,45.0,105.0,109.0,49.0,78.0,0.0,35.0,13.0,22.0,5.0,58.0,90.0,4.0,2021-12-27
2021-12-28,88.0,83.0,116.0,45.0,57.0,0.0,27.0,14.0,23.0,5.0,60.0,92.0,20.0,2021-12-28
2021-12-29,14.0,101.0,22.0,3.0,53.0,0.0,36.0,7.0,15.0,66.0,13.0,51.0,59.0,2021-12-29
2021-12-30,5.0,3.0,22.0,2.0,5.0,0.0,4.0,2.0,5.0,8.0,30.0,45.0,2.0,2021-12-30
2021-12-31,4.0,3.0,19.0,3.0,4.0,0.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,2021-12-31
2022-01-01,5.0,4.0,17.0,3.0,5.0,0.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,2022-01-01
2022-01-02,4.0,3.0,16.0,2.0,68.0,0.0,5.0,2.0,4.0,4.0,3.0,3.0,1.0,2022-01-02
2022-01-03,5.0,3.0,18.0,3.0,79.0,0.0,4.0,2.0,5.0,8.0,2.0,2.0,1.0,2022-01-03
2022-01-04,143.0,87.0,51.0,75.0,105.0,7.0,58.0,3.0,4.0,47.0,99.0,121.0,13.0,2022-01-04
2022-01-05,160.0,102.0,144.0,62.0,95.0,15.0,57.0,2.0,4.0,50.0,101.0,139.0,30.0,2022-01-05
2022-01-06,177.0,109.0,145.0,69.0,114.0,13.0,102.0,6.0,11.0,86.0,93.0,166.0,45.0,2022-01-06
2022-01-07,139.0,128.0,118.0,48.0,122.0,8.0,56.0,10.0,20.0,68.0,70.0,111.0,24.0,2022-01-07
2022-01-08,158.0,145.0,47.0,51.0,51.0,0.0,4.0,4.0,10.0,21.0,58.0,103.0,52.0,2022-01-08
2022-01-09,144.0,120.0,102.0,2.0,60.0,0.0,5.0,2.0,5.0,4.0,80.0,76.0,47.0,2022-01-09
2022-01-10,122.0,101.0,138.0,46.0,85.0,6.0,43.0,13.0,13.0,29.0,63.0,48.0,44.0,2022-01-10
2022-01-11,89.0,69.0,133.0,43.0,59.0,7.0,68.0,16.0,35.0,47.0,54.0,73.0,14.0,2022-01-11
2022-01-12,121.0,110.0,106.0,42.0,63.0,0.0,43.0,16.0,25.0,3.0,57.0,76.0,16.0,2022-01-12
2022-01-13,90.0,85.0,106.0,38.0,52.0,2.0,32.0,16.0,29.0,46.0,43.0,75.0,10.0,2022-01-13
2022-01-14,94.0,86.0,126.0,41.0,69.0,0.0,42.0,15.0,25.0,32.0,50.0,83.0,35.0,2022-01-14
2022-01-15,130.0,105.0,24.0,38.0,46.0,0.0,62.0,7.0,11.0,3.0,3.0,3.0,32.0,2022-01-15
