,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,3.2,4.0,3.62
2,5.44,3.0,2.85
4,6.73,3.0,2.64
5,4.46,3.0,3.09
6,3.99,3.0,3.26
7,3.83,4.0,3.88
9,6.11,6.0,4.35
10,4.84,4.0,4.32
12,3.92,3.0,2.9
14,4.17,3.0,2.87
15,4.16,4.0,3.42
16,8.75,11.0,9.98
17,5.08,3.0,3.33
18,3.55,3.0,3.07
20,5.43,3.0,3.62
21,3.06,3.0,3.48
22,3.62,4.0,4.28
23,5.12,3.0,2.96
24,3.93,3.0,2.75
25,3.8,3.0,2.92
27,3.52,3.0,3.23
29,4.49,3.0,2.84
30,5.64,3.0,3.65
31,4.65,3.0,2.33
32,3.43,3.0,3.03
33,3.62,3.0,2.89
34,5.16,3.0,3.11
35,4.35,4.0,3.8
36,6.54,3.0,3.49
37,6.3,3.0,2.76
38,7.23,3.0,2.12
39,5.94,3.0,3.28
40,6.84,3.0,2.93
41,3.91,4.0,4.05
42,5.09,3.0,2.97
43,16.67,25.0,21.93
44,5.56,3.0,3.02
45,4.8,3.0,2.84
47,18.29,22.0,24.12
48,14.94,28.0,26.01
49,14.18,22.0,19.13
50,18.97,17.0,17.72
51,5.56,3.0,2.55
52,6.93,3.0,2.33
54,19.08,22.0,24.52
57,12.34,18.0,19.13
58,6.52,4.0,3.07
60,13.66,25.0,26.19
63,23.47,21.0,23.07
65,7.79,4.0,4.06
66,6.67,3.0,2.86
67,33.28,36.0,37.45
68,45.24,41.0,42.49
69,38.08,36.0,36.2
70,35.56,38.0,38.0
71,30.99,32.0,31.16
72,12.97,14.0,15.19
73,13.98,3.0,5.01
74,27.0,32.0,28.79
76,23.17,21.0,22.11
77,20.74,24.0,25.09
81,33.08,36.0,35.12
82,34.1,31.0,30.95
83,24.49,19.0,20.3
84,25.13,24.0,23.44
85,30.46,21.0,21.09
86,14.88,20.0,20.47
87,8.76,8.0,8.88
88,41.17,37.0,38.3
89,35.09,37.0,36.61
90,21.66,20.0,21.04
91,23.33,21.0,19.5
92,24.33,26.0,29.73
93,6.72,11.0,11.43
94,5.73,4.0,3.86
99,30.76,26.0,27.2
100,22.88,3.0,5.63
101,13.79,19.0,18.39
102,49.96,54.0,53.87
104,39.18,39.0,37.86
105,44.72,48.0,50.58
106,54.93,60.0,59.36
107,19.98,3.0,5.32
108,26.69,27.0,25.23
109,71.43,72.0,69.66
110,58.72,61.0,59.87
111,54.34,55.0,53.13
112,29.72,33.0,33.8
113,27.52,5.0,5.0
114,30.65,48.0,39.05
118,54.75,50.0,53.8
119,55.97,54.0,52.47
120,43.93,52.0,51.55
122,28.12,25.0,26.8
125,73.49,78.0,70.42
127,69.97,64.0,64.34
128,30.91,25.0,28.81
129,24.45,13.0,18.66
130,31.81,33.0,28.05
132,66.2,65.0,65.77
134,26.67,25.0,24.34
136,6.54,3.0,2.69
137,22.59,27.0,27.72
140,54.69,53.0,51.52
141,51.56,52.0,54.28
142,29.47,37.0,40.52
143,35.01,69.0,73.03
144,51.67,50.0,54.75
145,58.94,53.0,55.93
146,71.17,68.0,73.1
147,78.35,84.0,91.18
148,76.59,75.0,76.98
150,27.94,3.0,2.24
152,52.27,58.0,57.89
156,4.92,3.0,2.82
157,5.09,3.0,2.86
158,17.37,23.0,25.15
159,19.26,22.0,22.96
161,21.31,18.0,20.41
163,13.79,15.0,16.37
164,7.93,4.0,3.76
165,45.55,44.0,45.12
166,28.58,30.0,30.98
167,30.52,23.0,21.57
168,30.91,27.0,29.96
170,10.49,3.0,5.81
171,14.35,7.0,8.68
172,8.23,3.0,2.88
173,34.2,49.0,42.82
176,39.73,37.0,39.27
178,4.43,3.0,2.77
179,20.36,28.0,28.9
182,33.71,30.0,31.93
183,18.61,11.0,11.08
186,36.21,44.0,43.55
187,43.42,44.0,45.29
189,20.05,21.0,18.32
190,35.17,36.0,35.3
191,11.44,15.0,15.66
192,7.12,2.0,1.32
193,37.84,44.0,44.16
194,23.94,25.0,23.31
195,12.1,11.0,15.1
196,16.94,21.0,22.34
198,4.63,4.0,4.07
199,7.07,3.0,2.23
