,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,1.28,1.0,1.46
2,0.66,1.0,0.92
3,0.38,0.0,0.27
4,1.3,1.0,1.37
7,2.18,1.0,1.25
9,0.59,1.0,1.11
10,0.76,1.0,1.27
11,11.62,13.0,11.27
12,11.37,10.0,10.52
13,9.13,9.0,7.86
14,11.78,12.0,11.26
15,14.96,16.0,15.7
16,1.24,1.0,1.06
17,1.06,1.0,1.44
18,19.45,24.0,21.04
20,15.17,17.0,17.6
21,1.55,1.0,0.91
22,1.07,1.0,0.98
24,1.18,1.0,1.05
25,14.92,13.0,14.73
26,10.87,13.0,13.03
27,16.44,18.0,16.92
28,18.04,21.0,18.67
29,14.77,18.0,15.65
31,1.0,0.0,0.55
33,20.21,21.0,19.71
34,20.9,20.0,20.36
35,17.66,21.0,20.72
36,18.48,20.0,20.05
38,0.84,1.0,0.84
39,0.95,0.0,-0.1
41,15.5,16.0,16.91
42,12.07,14.0,12.87
43,1.45,1.0,1.31
45,0.38,1.0,0.49
46,1.53,1.0,1.11
47,1.25,1.0,1.33
49,15.66,16.0,16.26
52,1.38,1.0,1.12
54,15.66,16.0,15.56
55,20.24,19.0,19.84
56,19.87,21.0,20.24
57,19.25,19.0,20.27
58,1.44,1.0,1.31
59,1.43,1.0,1.04
60,19.0,19.0,19.39
62,6.83,6.0,6.96
63,12.94,10.0,10.51
64,4.76,7.0,7.64
65,0.85,0.0,0.29
66,0.95,0.0,0.45
67,4.32,7.0,7.27
69,9.49,9.0,9.99
72,0.87,0.0,0.19
73,0.82,0.0,0.16
74,1.25,0.0,0.29
76,1.52,0.0,0.32
77,1.25,0.0,0.29
78,1.23,0.0,0.34
79,0.33,0.0,-0.15
80,0.61,0.0,0.19
81,13.41,13.0,13.77
82,10.17,12.0,12.45
84,0.76,0.0,-0.23
85,0.81,1.0,0.82
87,1.08,1.0,1.14
88,12.45,13.0,13.02
89,13.32,13.0,13.75
90,1.62,1.0,1.08
91,3.06,4.0,4.33
92,9.02,7.0,6.92
93,0.96,1.0,1.08
94,1.18,1.0,1.09
95,13.9,13.0,14.05
97,20.83,20.0,19.02
98,19.91,19.0,19.58
99,14.83,6.0,5.15
100,1.37,1.0,0.91
101,1.2,1.0,1.05
102,1.31,1.0,1.2
103,19.69,24.0,21.35
104,19.53,20.0,20.27
106,18.39,19.0,19.99
108,0.72,1.0,1.2
111,15.88,17.0,17.55
113,18.59,20.0,20.19
114,1.38,1.0,0.98
116,15.43,16.0,16.26
117,16.38,16.0,16.28
119,19.45,20.0,19.66
120,19.21,21.0,19.97
121,0.92,0.0,0.2
123,15.83,18.0,16.17
125,3.23,2.0,2.47
131,2.05,1.0,0.98
133,1.95,0.0,0.24
134,1.8,2.0,2.12
135,1.48,0.0,0.26
136,0.62,1.0,0.75
141,9.33,6.0,6.74
142,10.6,9.0,8.49
143,0.81,1.0,1.02
144,0.72,1.0,0.97
145,1.22,1.0,1.04
147,12.22,11.0,11.5
150,1.0,1.0,1.16
151,0.84,0.0,0.14
152,18.75,20.0,20.81
153,18.61,21.0,19.64
154,19.06,21.0,20.58
155,21.23,23.0,21.63
156,20.86,25.0,21.7
158,1.3,1.0,1.47
159,19.95,19.0,19.79
160,19.9,20.0,20.5
161,18.73,20.0,20.86
162,18.58,19.0,20.77
163,18.78,18.0,20.37
166,1.21,0.0,0.14
167,18.32,17.0,19.15
169,16.15,17.0,16.17
170,16.17,15.0,15.51
171,0.92,0.0,0.19
172,1.03,0.0,0.15
173,16.01,16.0,15.57
176,11.43,11.0,12.62
177,12.63,11.0,14.88
179,0.54,0.0,0.04
180,9.89,10.0,9.92
182,10.12,11.0,10.67
183,16.06,16.0,16.55
184,10.94,8.0,7.81
185,0.88,0.0,0.21
186,1.1,1.0,1.67
188,16.85,20.0,18.28
189,15.83,18.0,16.56
190,14.89,18.0,16.42
192,0.98,1.0,0.97
193,1.24,0.0,0.05
196,20.39,23.0,21.86
199,0.81,1.0,1.29
202,16.84,10.0,10.22
205,15.95,12.0,10.13
206,1.1,1.0,1.37
207,1.2,1.0,1.33
208,13.82,4.0,3.36
209,19.32,21.0,21.2
210,19.91,24.0,20.9
211,14.18,13.0,14.51
214,1.22,1.0,1.12
215,19.05,19.0,17.83
216,20.7,21.0,21.02
217,21.19,23.0,21.82
218,20.61,21.0,21.39
219,21.26,26.0,21.66
222,20.13,19.0,19.58
223,1.71,1.0,1.09
224,2.3,4.0,4.39
225,13.16,13.0,13.28
226,17.25,17.0,20.67
227,1.28,1.0,1.12
228,1.21,1.0,1.19
230,18.83,21.0,20.29
231,18.33,20.0,19.95
234,0.75,0.0,0.18
235,0.79,1.0,0.93
236,9.21,10.0,10.24
237,18.77,20.0,19.62
240,15.68,15.0,14.67
242,1.1,1.0,1.28
244,15.58,15.0,15.69
245,14.4,15.0,14.45
247,19.62,20.0,20.33
