,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,1.59,1.0,1.18
1,1.52,1.0,1.26
2,1.14,1.0,1.05
3,1.14,0.0,0.19
4,1.59,1.0,1.23
5,7.28,6.0,6.57
7,1.59,1.0,1.08
10,1.14,1.0,1.03
12,11.64,10.0,10.29
13,9.41,9.0,8.29
14,12.0,12.0,10.93
15,14.62,16.0,16.03
17,1.06,1.0,1.43
18,17.31,24.0,20.19
22,1.65,1.0,1.0
23,1.65,1.0,0.73
24,1.18,1.0,1.0
25,15.12,13.0,15.82
26,11.92,13.0,13.13
27,15.94,18.0,17.47
28,17.98,21.0,18.29
29,13.8,18.0,14.93
30,1.29,1.0,1.31
31,1.01,0.0,0.43
33,19.66,21.0,19.84
35,18.75,21.0,20.27
36,19.47,20.0,20.14
37,1.57,1.0,1.11
38,0.9,1.0,1.14
39,1.51,0.0,0.06
40,16.83,19.0,19.72
41,16.7,16.0,17.68
42,12.02,14.0,13.51
43,1.52,1.0,1.16
44,1.15,1.0,0.86
45,1.15,1.0,0.76
47,1.59,1.0,1.04
48,14.4,15.0,14.35
49,15.9,16.0,16.87
51,1.61,1.0,1.0
52,1.45,1.0,0.85
53,14.27,15.0,15.17
54,14.96,16.0,16.4
55,19.1,19.0,19.72
57,18.4,19.0,20.05
59,1.66,1.0,1.11
60,19.69,19.0,19.7
61,13.2,16.0,16.25
62,5.84,6.0,6.85
63,12.27,10.0,10.38
64,5.34,7.0,7.61
65,1.24,0.0,0.19
67,5.84,7.0,7.41
68,13.39,12.0,12.81
69,9.64,9.0,9.89
70,1.24,1.0,1.08
72,0.87,0.0,0.12
73,1.16,0.0,0.06
74,1.24,0.0,0.03
75,1.24,0.0,0.25
76,1.24,0.0,0.19
77,1.24,0.0,0.03
78,1.17,0.0,0.18
81,12.56,13.0,14.35
83,12.79,13.0,14.11
86,1.11,1.0,0.91
89,13.47,13.0,14.04
94,0.88,1.0,1.12
96,18.48,18.0,19.22
97,19.93,20.0,18.59
98,18.96,19.0,19.41
99,14.69,6.0,5.22
104,19.29,20.0,19.97
109,17.98,21.0,20.52
112,19.1,19.0,19.84
116,14.63,16.0,16.82
118,18.71,18.0,18.59
119,19.56,20.0,19.98
120,19.62,21.0,20.15
121,0.85,0.0,0.11
122,1.0,1.0,1.2
123,16.46,18.0,16.81
124,1.24,1.0,1.18
125,4.64,2.0,2.12
126,6.61,4.0,4.53
129,1.24,1.0,0.7
131,2.61,1.0,1.17
132,2.2,2.0,2.15
135,1.17,0.0,0.22
137,0.79,1.0,0.73
138,0.85,1.0,0.53
139,1.24,1.0,0.87
140,1.24,1.0,0.9
142,11.34,9.0,8.69
143,1.05,1.0,0.81
145,1.34,1.0,0.86
146,5.1,5.0,6.36
147,11.74,11.0,10.77
148,17.12,15.0,16.16
149,15.58,16.0,16.98
150,1.49,1.0,1.07
151,1.01,0.0,0.38
152,17.38,20.0,19.76
154,17.34,21.0,20.3
156,20.04,25.0,21.23
157,1.14,0.0,0.5
159,19.26,19.0,19.82
160,18.8,20.0,20.07
163,18.75,18.0,19.7
166,1.38,0.0,-0.12
167,18.0,17.0,18.05
169,16.56,17.0,16.06
170,17.41,15.0,16.52
171,0.85,0.0,0.09
174,13.78,16.0,14.37
175,14.81,15.0,14.1
176,12.1,11.0,12.34
177,12.48,11.0,13.11
178,0.69,0.0,0.03
179,1.03,0.0,0.05
180,9.75,10.0,9.76
181,11.59,10.0,9.98
182,8.7,11.0,10.29
184,11.08,8.0,7.84
185,0.91,0.0,0.32
186,1.42,1.0,1.44
188,15.83,20.0,18.73
189,14.62,18.0,17.3
190,13.5,18.0,15.78
191,1.17,1.0,1.14
192,0.72,1.0,0.93
194,16.65,19.0,18.34
196,18.12,23.0,21.41
197,14.38,16.0,15.26
199,1.4,1.0,1.34
200,0.88,1.0,1.65
202,14.91,10.0,10.26
203,14.91,11.0,10.35
204,14.91,6.0,5.95
205,15.32,12.0,10.04
206,1.0,1.0,1.38
207,1.47,1.0,1.15
208,13.48,4.0,3.23
212,11.39,12.0,13.41
213,1.37,1.0,1.15
214,1.49,1.0,1.32
215,19.12,19.0,18.62
216,19.33,21.0,21.24
217,20.37,23.0,21.41
218,19.7,21.0,21.37
219,20.04,26.0,21.94
220,1.19,1.0,1.54
221,1.19,1.0,1.34
225,13.92,13.0,14.0
226,17.69,17.0,20.71
227,1.42,1.0,1.12
229,14.86,14.0,15.21
230,18.13,21.0,21.01
231,18.51,20.0,19.95
232,18.98,19.0,19.0
234,0.51,0.0,-0.03
236,7.91,10.0,9.89
237,18.03,20.0,18.91
238,19.02,22.0,20.76
239,19.26,23.0,20.75
240,15.78,15.0,15.5
241,0.85,1.0,1.15
242,0.92,1.0,1.17
243,19.04,20.0,20.07
244,15.61,15.0,15.2
245,13.43,15.0,13.96
246,20.24,21.0,20.88
247,19.62,20.0,20.77
