,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,2.62,1.0,0.98
4,2.88,1.0,0.89
5,8.55,8.0,8.41
7,3.1,1.0,1.02
8,2.72,1.0,0.94
10,1.2,1.0,0.98
11,11.42,11.0,9.54
12,11.39,11.0,11.02
13,8.19,9.0,8.88
14,11.2,12.0,12.24
15,12.69,12.0,12.76
16,1.49,1.0,0.98
17,1.24,1.0,1.01
18,11.49,14.0,13.66
20,11.72,14.0,13.51
23,2.26,1.0,0.62
24,2.0,1.0,0.83
25,13.27,13.0,13.22
26,10.79,9.0,9.1
27,11.75,12.0,13.41
28,13.62,17.0,13.73
29,10.97,12.0,12.06
30,2.27,1.0,1.0
31,2.21,1.0,0.81
32,11.63,14.0,13.94
33,11.84,13.0,15.02
34,12.59,16.0,15.45
36,13.4,15.0,14.6
39,2.23,1.0,1.01
40,13.33,15.0,14.6
41,13.33,15.0,14.57
42,10.7,12.0,12.09
44,1.12,1.0,1.02
45,1.27,1.0,1.02
47,2.65,1.0,0.81
48,12.76,13.0,12.97
49,11.9,12.0,13.87
50,12.48,14.0,14.61
51,1.81,1.0,0.98
52,1.83,1.0,0.77
53,10.55,10.0,11.66
54,12.25,13.0,13.09
56,11.7,15.0,14.64
57,12.39,13.0,14.79
59,2.33,1.0,1.05
60,12.54,14.0,14.7
61,11.52,13.0,12.25
64,0.67,1.0,1.28
65,0.61,2.0,2.26
67,-0.11,1.0,0.86
68,2.71,1.0,1.33
71,0.76,2.0,2.62
72,1.24,1.0,1.12
73,0.05,1.0,1.36
74,-0.12,1.0,0.92
75,-0.48,1.0,0.89
76,-0.26,1.0,0.88
77,-0.05,1.0,0.9
78,-0.72,1.0,0.89
83,2.92,1.0,1.4
84,0.65,1.0,0.85
86,0.74,1.0,0.75
87,1.19,1.0,1.04
89,3.08,1.0,1.2
91,-0.28,1.0,0.9
94,0.94,1.0,0.8
95,3.31,1.0,0.97
96,3.41,1.0,1.04
97,2.6,1.0,1.06
98,2.19,1.0,0.98
99,3.87,0.0,0.77
100,0.02,1.0,1.06
102,0.89,1.0,0.77
104,2.13,1.0,1.13
105,2.23,1.0,0.88
106,2.48,1.0,0.96
108,-0.31,1.0,0.87
109,1.25,1.0,1.05
110,2.93,1.0,0.96
111,2.96,1.0,1.03
113,1.61,0.0,0.9
114,0.24,1.0,1.01
115,1.01,1.0,0.84
116,3.61,1.0,0.8
119,3.31,1.0,1.07
120,2.47,1.0,1.27
122,0.27,1.0,1.06
123,3.92,1.0,1.05
124,1.31,1.0,1.08
125,2.55,6.0,5.68
127,1.73,1.0,1.31
128,2.31,1.0,1.07
129,0.71,1.0,0.97
131,2.63,1.0,0.92
132,1.85,1.0,1.12
136,1.14,1.0,0.93
137,0.96,1.0,0.93
138,1.27,1.0,1.12
139,1.72,1.0,1.22
140,2.7,1.0,1.29
141,8.49,7.0,6.43
142,10.68,9.0,10.33
143,0.64,1.0,1.08
145,2.15,1.0,1.18
146,3.68,5.0,5.63
147,11.16,11.0,12.54
148,14.36,13.0,15.83
149,13.93,13.0,16.39
152,16.46,19.0,18.37
153,16.34,19.0,19.27
155,19.18,19.0,19.68
156,19.34,20.0,20.67
157,1.75,1.0,1.15
158,1.53,1.0,1.11
159,20.86,22.0,21.1
161,20.83,24.0,20.71
163,20.42,24.0,21.05
164,1.92,1.0,1.1
165,1.1,1.0,0.98
166,2.06,1.0,1.02
167,19.16,17.0,19.94
168,19.45,18.0,19.1
169,19.19,22.0,19.59
170,20.0,21.0,19.04
171,1.18,1.0,1.23
172,1.16,1.0,1.4
173,17.46,21.0,18.35
175,14.76,18.0,15.76
176,12.58,12.0,10.43
177,12.05,9.0,10.37
179,0.93,1.0,0.82
183,15.21,14.0,15.81
186,1.78,1.0,1.1
187,19.18,23.0,20.39
191,1.86,3.0,2.58
193,1.6,1.0,1.27
195,19.75,18.0,20.55
196,19.33,19.0,20.84
197,14.04,15.0,14.37
200,0.57,1.0,1.62
201,1.02,1.0,1.65
202,14.88,10.0,11.02
204,14.24,6.0,4.88
205,16.75,13.0,10.88
207,0.1,1.0,1.1
209,18.32,20.0,20.64
210,18.33,20.0,20.35
211,13.55,13.0,13.96
212,11.99,13.0,13.24
213,1.89,1.0,1.47
216,19.04,24.0,20.54
218,22.07,22.0,22.29
219,22.28,26.0,22.88
220,1.88,1.0,1.11
221,0.6,1.0,1.19
222,20.03,21.0,21.75
223,4.4,4.0,5.29
225,16.7,16.0,14.95
226,21.4,22.0,22.76
229,17.43,19.0,19.56
230,22.15,23.0,22.53
231,22.65,23.0,21.74
232,22.21,21.0,20.55
234,1.22,1.0,0.99
236,11.77,10.0,13.07
237,18.72,21.0,19.18
238,20.04,20.0,21.16
239,19.75,21.0,21.33
240,18.16,23.0,19.52
241,2.75,1.0,1.29
242,2.48,1.0,1.01
245,14.8,16.0,15.08
246,20.3,22.0,20.34
