,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
2,27.57,29.97
3,109.51,8.35
6,1.31,2.1
8,179.93,17.56
12,3.88,10.36
16,170.68,0.79
21,299.4,13.11
24,159.67,8.4
28,26.42,25.61
40,15.51,1.23
53,3.78,24.4
54,19.86,1.2
56,30.32,0.84
58,180.99,8.3
63,433.5,34.91
65,102.99,41.85
68,376.08,39.11
70,103.43,3.9
71,53.69,43.6
73,60.31,13.64
78,167.31,9.62
83,475.16,51.52
84,99.56,0.06
86,77.44,15.56
87,144.6,15.25
91,155.13,12.91
93,111.54,15.18
94,143.5,2.19
98,363.19,17.37
103,481.72,17.37
104,345.37,30.36
110,316.67,17.37
111,270.71,9.13
114,44.93,8.25
115,158.63,15.11
116,363.65,22.0
117,272.02,20.53
118,218.05,18.85
120,387.43,4.74
123,375.45,36.04
128,164.7,53.45
133,119.55,30.97
134,102.03,48.47
152,17.5,5.51
153,25.35,4.54
154,28.27,9.37
159,15.15,8.85
160,6.89,0.27
170,4.69,8.34
174,2.23,2.32
177,68.37,41.8
178,114.2,3.87
181,27.32,18.28
184,15.46,12.02
185,211.51,0.19
188,6.18,13.49
189,6.63,8.07
190,23.64,0.62
197,17.76,0.09
198,17.35,21.8
199,inf,inf
200,104.8,18.38
204,109.88,20.93
205,7.41,26.53
209,19.97,0.53
211,25.51,22.36
226,9.63,2.01
227,129.79,28.2
230,6.47,9.86
233,16.06,40.33
235,81.26,14.62
238,9.19,3.53
239,7.95,1.4
243,9.87,14.04
245,21.72,3.45
