,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,inf,inf
3,inf,inf
4,79.84,16.63
5,inf,inf
6,inf,inf
7,inf,inf
8,inf,inf
9,5.93,25.66
10,25.79,26.86
11,23.58,22.72
12,36.39,33.0
13,53.7,54.04
14,5.06,5.97
15,54.16,52.08
16,22.64,23.25
18,1.36,31.47
19,inf,inf
21,inf,inf
22,inf,inf
23,inf,inf
25,inf,inf
26,inf,inf
29,inf,inf
30,inf,inf
32,8.2,62.72
34,36.38,27.92
35,29.92,30.61
38,5.36,14.41
39,11.26,12.38
41,21.06,22.62
43,inf,inf
46,inf,inf
47,inf,inf
48,inf,inf
49,inf,inf
50,inf,inf
51,inf,inf
52,inf,inf
53,inf,inf
54,54.69,15.35
55,inf,inf
56,53.05,38.93
57,14.56,23.62
58,23.9,21.42
59,21.98,11.5
60,38.31,52.8
61,18.04,15.48
62,18.93,17.43
63,19.22,16.24
64,16.85,15.5
65,26.99,40.33
66,inf,inf
67,inf,inf
68,73.19,19.59
69,inf,inf
70,inf,inf
71,inf,inf
72,inf,inf
73,inf,inf
76,inf,inf
77,62.67,26.38
78,inf,inf
79,39.24,39.18
80,55.29,39.39
82,13.98,50.25
83,14.91,16.62
84,51.88,67.31
85,9.11,13.73
86,8.49,14.65
87,18.2,13.93
88,inf,inf
91,inf,inf
92,inf,inf
93,inf,inf
95,83.19,10.01
96,inf,inf
97,inf,inf
99,inf,inf
101,inf,inf
102,inf,inf
104,inf,inf
105,26.76,1.59
106,inf,inf
107,20.29,26.28
108,inf,inf
109,12.94,6.24
111,35.13,22.35
112,inf,inf
115,inf,inf
117,inf,inf
118,inf,inf
119,78.99,5.62
120,inf,inf
122,inf,inf
123,inf,inf
124,inf,inf
126,inf,inf
129,55.16,5.18
130,inf,inf
131,inf,inf
133,inf,inf
134,inf,inf
135,inf,inf
136,inf,inf
137,inf,inf
138,59.05,0.7
141,inf,inf
142,inf,inf
143,inf,inf
145,inf,inf
146,inf,inf
147,inf,inf
149,inf,inf
150,inf,inf
151,inf,inf
152,11.95,37.57
153,inf,inf
155,7.05,7.43
157,25.99,26.72
160,44.75,44.53
164,inf,inf
167,inf,inf
170,inf,inf
171,inf,inf
172,inf,inf
173,inf,inf
174,70.69,14.23
175,inf,inf
176,14.66,2.32
179,14.81,29.39
180,23.19,8.13
181,10.26,11.61
182,59.88,85.24
186,13.29,44.93
188,63.73,12.91
189,inf,inf
190,inf,inf
192,inf,inf
193,inf,inf
194,inf,inf
196,inf,inf
197,61.71,2.4
198,inf,inf
199,inf,inf
203,112.99,138.07
206,9.92,15.3
207,23.0,19.0
208,26.5,29.25
209,35.38,28.65
211,inf,inf
212,65.78,8.14
213,inf,inf
214,inf,inf
215,inf,inf
216,inf,inf
218,inf,inf
219,inf,inf
223,inf,inf
224,7.29,4.77
226,0.06,5.84
230,53.38,31.74
231,24.03,24.05
232,17.22,21.2
237,inf,inf
238,inf,inf
240,inf,inf
241,inf,inf
242,65.95,2.17
243,inf,inf
244,inf,inf
245,inf,inf
246,inf,inf
247,42.16,12.82
248,10.56,7.47
249,16.91,13.22
251,25.39,29.19
252,17.01,23.98
254,65.9,31.88
255,17.53,25.8
257,17.93,6.64
259,33.52,3.04
260,inf,inf
261,inf,inf
262,76.68,7.62
263,inf,inf
264,inf,inf
265,inf,inf
266,inf,inf
268,inf,inf
269,inf,inf
271,inf,inf
272,31.68,30.66
273,24.68,11.01
274,26.3,5.03
276,3.19,8.93
277,22.67,6.65
278,18.9,6.25
279,inf,inf
280,31.74,1.33
281,35.99,15.7
282,inf,inf
285,inf,inf
288,78.16,9.76
290,inf,inf
294,inf,inf
295,inf,inf
296,inf,inf
297,64.17,10.87
298,inf,inf
299,inf,inf
302,inf,inf
303,inf,inf
304,inf,inf
305,inf,inf
306,inf,inf
307,58.37,3.14
308,inf,inf
309,inf,inf
310,inf,inf
312,inf,inf
313,inf,inf
314,inf,inf
316,81.29,7.11
317,inf,inf
322,8.74,15.52
323,34.69,24.05
324,36.26,57.34
325,34.68,40.93
326,25.12,41.03
327,21.96,25.13
328,13.78,32.61
329,34.91,31.86
330,5.64,8.46
331,43.37,12.05
332,68.52,5.23
333,inf,inf
334,inf,inf
335,inf,inf
336,inf,inf
337,inf,inf
339,inf,inf
341,50.97,1.18
342,inf,inf
344,36.32,15.57
347,4.69,13.69
349,31.07,25.62
350,15.45,17.7
352,10.25,7.84
353,14.56,1.74
354,24.26,8.61
355,inf,inf
356,67.36,1.16
357,inf,inf
358,inf,inf
359,inf,inf
360,inf,inf
363,inf,inf
364,inf,inf
366,inf,inf
367,33.17,15.15
370,21.33,27.51
371,62.11,47.66
372,12.17,8.86
373,21.97,16.31
375,30.95,20.4
377,0.02,17.75
378,inf,inf
380,inf,inf
381,inf,inf
382,inf,inf
383,inf,inf
385,inf,inf
386,inf,inf
387,69.02,2.56
388,inf,inf
389,inf,inf
390,inf,inf
391,25.99,38.48
392,inf,inf
395,inf,inf
396,7.46,40.99
397,15.22,15.48
399,inf,inf
401,5.9,10.9
402,12.74,6.14
405,inf,inf
406,inf,inf
407,inf,inf
408,71.4,8.03
409,inf,inf
410,inf,inf
411,inf,inf
412,inf,inf
414,inf,inf
415,42.8,17.55
417,6.44,7.62
418,1.36,11.51
419,1.78,18.03
420,11.94,11.88
421,29.62,21.21
422,17.59,6.21
423,7.34,9.85
424,0.8,14.39
425,42.08,31.99
427,31.67,6.9
428,inf,inf
429,inf,inf
430,inf,inf
433,65.12,5.73
434,inf,inf
435,inf,inf
436,inf,inf
437,inf,inf
438,inf,inf
439,inf,inf
440,inf,inf
441,56.92,1.28
442,inf,inf
443,52.61,8.05
446,71.58,7.79
447,inf,inf
448,inf,inf
451,inf,inf
452,inf,inf
453,inf,inf
454,inf,inf
456,79.92,6.71
457,inf,inf
458,inf,inf
459,inf,inf
460,inf,inf
461,inf,inf
463,inf,inf
464,inf,inf
466,inf,inf
468,inf,inf
469,inf,inf
471,inf,inf
472,inf,inf
475,46.66,3.09
476,inf,inf
477,inf,inf
478,inf,inf
479,inf,inf
483,inf,inf
485,inf,inf
486,inf,inf
487,63.08,34.25
488,inf,inf
489,13.06,20.4
491,49.04,31.86
492,inf,inf
494,39.17,33.39
496,10.24,22.48
498,10.85,5.99
501,inf,inf
502,inf,inf
503,inf,inf
505,inf,inf
506,inf,inf
509,59.18,9.91
511,inf,inf
513,16.42,2.38
514,inf,inf
515,18.31,19.83
517,39.0,27.91
522,inf,inf
524,inf,inf
526,inf,inf
527,inf,inf
529,inf,inf
530,inf,inf
531,67.15,3.66
532,inf,inf
534,inf,inf
536,30.1,28.55
541,13.42,17.74
546,18.32,2.06
547,inf,inf
551,inf,inf
552,inf,inf
553,inf,inf
554,inf,inf
555,77.65,3.6
556,inf,inf
557,inf,inf
559,inf,inf
560,inf,inf
562,46.37,7.7
563,inf,inf
564,16.0,0.86
565,12.06,7.99
568,10.04,19.92
569,inf,inf
570,28.58,7.74
571,inf,inf
572,inf,inf
573,inf,inf
574,inf,inf
575,inf,inf
576,inf,inf
577,66.49,2.6
578,inf,inf
579,inf,inf
580,inf,inf
581,inf,inf
582,inf,inf
583,58.79,27.35
584,inf,inf
