,éûçèï 
0,inf
3,35.0
4,inf
7,50.64
8,14.09
9,4.44
11,2.28
12,6.06
15,4.42
16,0.7
18,13.67
19,42.66
20,inf
21,7.25
23,inf
24,inf
26,inf
28,inf
29,inf
30,inf
32,7.15
33,11.03
34,6.47
37,14.26
38,1.15
39,4.65
40,0.36
41,1.89
42,inf
44,inf
45,33.83
47,inf
48,inf
50,inf
51,65.41
52,inf
53,inf
54,inf
55,inf
56,33.83
57,3.18
58,5.8
59,1.68
61,5.39
63,4.47
64,3.14
65,9.32
66,76.85
70,inf
72,inf
75,inf
77,31.64
79,inf
80,inf
81,inf
83,13.44
86,inf
89,inf
90,inf
91,inf
92,inf
94,49.19
95,inf
97,inf
99,inf
100,46.74
101,inf
103,inf
104,inf
105,8.97
107,0.56
108,4.93
110,2.3
111,0.16
112,4.12
113,2.23
116,inf
117,65.71
118,inf
119,inf
122,75.64
123,inf
124,inf
126,inf
127,21.82
128,1.92
129,1.89
131,0.63
132,0.02
133,1.95
134,3.4
137,4.38
138,inf
141,inf
142,inf
143,inf
144,inf
145,inf
147,inf
151,2.31
152,19.07
153,19.35
155,7.89
156,3.83
158,4.27
159,6.0
160,3.06
161,4.81
162,inf
163,inf
164,66.2
166,inf
167,inf
169,72.74
170,inf
173,inf
174,inf
175,22.55
176,4.95
177,13.72
178,1.13
179,0.92
180,2.83
181,2.96
184,8.23
185,1.44
189,6.25
191,inf
192,inf
197,inf
198,inf
199,17.39
200,5.92
201,2.99
202,9.04
208,1.16
211,inf
213,54.6
214,inf
219,43.86
222,inf
224,16.31
227,47.03
228,5.32
229,2.55
232,1.52
233,7.76
234,inf
235,inf
236,69.6
239,inf
240,inf
241,inf
242,73.03
243,inf
244,inf
246,inf
248,inf
249,inf
252,inf
253,63.9
254,inf
256,inf
257,inf
259,50.09
260,inf
261,inf
263,inf
264,inf
265,63.92
266,inf
267,inf
269,inf
271,inf
272,inf
274,2.5
275,5.3
278,2.59
279,6.88
280,4.19
281,3.78
282,inf
283,inf
285,inf
286,inf
287,inf
291,inf
292,inf
293,inf
294,inf
295,0.13
296,29.09
299,9.51
300,8.4
301,5.84
302,4.2
303,1.49
304,0.25
305,3.39
306,inf
307,0.13
309,inf
310,inf
312,inf
313,77.04
315,inf
316,inf
317,inf
318,101.64
319,17.12
320,21.58
321,7.89
322,7.24
323,0.27
324,4.1
325,3.21
327,6.47
329,4.2
331,15.37
332,53.86
336,inf
337,inf
338,71.17
339,inf
341,inf
342,inf
343,45.48
344,70.3
345,34.25
346,5.51
347,5.44
348,16.03
349,10.22
350,0.18
351,3.61
352,2.2
354,inf
355,inf
356,inf
358,58.77
359,inf
360,inf
361,inf
363,inf
367,12.94
369,11.22
370,2.52
371,1.13
372,1.25
373,3.54
374,5.34
375,2.35
376,3.34
378,inf
379,inf
380,53.47
381,inf
382,inf
383,inf
384,inf
385,64.5
386,inf
387,inf
388,inf
390,inf
392,30.42
393,2.0
394,10.94
395,9.34
397,12.12
398,9.05
399,9.02
400,1.44
401,1.96
402,51.96
403,inf
404,inf
407,inf
408,26.13
409,inf
410,inf
411,inf
412,inf
413,54.39
414,inf
416,inf
418,inf
419,55.84
420,inf
421,inf
423,inf
424,inf
428,inf
430,65.55
432,inf
433,inf
434,inf
435,inf
436,67.33
437,inf
439,inf
441,11.57
442,4.72
443,1.57
445,5.31
446,5.0
447,3.31
448,0.96
449,1.61
450,164.25
452,inf
453,inf
454,inf
455,62.33
457,inf
458,inf
460,inf
461,54.22
462,inf
464,5.06
466,2.1
468,2.14
469,3.86
471,2.47
473,7.04
476,inf
477,inf
479,39.58
480,inf
484,inf
485,68.97
488,8.3
489,22.19
491,0.78
492,0.92
495,0.83
496,5.05
497,1.56
500,inf
501,inf
503,inf
504,inf
506,inf
507,inf
508,39.76
510,inf
511,15.67
512,2.92
513,7.11
514,0.73
515,0.8
516,5.54
520,0.57
521,1.65
522,15.22
523,21.02
525,19.56
526,inf
531,51.59
532,inf
533,inf
537,4.86
538,2.1
540,0.78
541,0.82
542,2.79
543,3.89
545,4.29
547,32.75
548,39.87
549,inf
550,25.34
551,inf
553,inf
556,73.9
557,inf
558,inf
559,inf
560,14.3
561,6.64
562,3.51
563,0.98
564,1.37
567,0.44
568,16.67
569,7.91
571,inf
572,10.05
573,inf
575,inf
576,inf
577,64.83
578,inf
580,inf
581,inf
582,inf
583,56.42
584,inf
585,inf
589,23.76
592,inf
593,inf
594,inf
595,98.02
597,inf
598,inf
599,inf
600,53.48
601,inf
602,inf
603,inf
604,inf
605,inf
608,12.23
609,19.07
610,12.63
611,6.15
612,0.53
613,1.84
615,10.42
617,1.28
620,inf
622,inf
623,inf
624,inf
625,45.31
626,inf
628,inf
630,29.71
632,2.19
633,0.55
634,6.66
635,4.46
636,9.1
637,6.3
638,1.23
639,0.05
640,4.6
641,0.84
643,32.28
644,61.02
648,60.12
649,inf
650,inf
656,5.43
657,4.55
658,3.25
660,0.07
661,4.03
662,2.33
663,0.29
664,4.4
665,5.98
666,5.92
667,33.18
668,13.41
671,inf
672,inf
673,inf
675,81.47
676,inf
677,inf
678,inf
679,inf
680,15.68
681,10.65
684,9.3
685,3.65
686,3.32
687,3.79
688,0.96
689,3.33
690,inf
691,27.36
692,inf
693,inf
694,inf
695,inf
696,11.3
697,inf
698,inf
699,inf
700,inf
701,inf
703,inf
706,5.1
707,3.77
709,1.02
711,0.94
712,2.12
713,0.21
715,11.96
716,inf
717,21.46
718,inf
719,inf
720,inf
721,inf
723,61.05
724,inf
725,inf
726,inf
728,27.12
731,5.13
732,0.56
733,4.85
734,10.59
735,0.28
736,1.79
737,1.04
740,inf
741,inf
742,inf
744,69.47
745,inf
746,inf
747,inf
748,inf
749,inf
750,64.54
751,inf
752,inf
753,inf
755,20.38
756,inf
757,inf
758,inf
759,inf
760,inf
761,32.03
762,inf
764,inf
765,inf
767,48.61
770,inf
771,inf
772,73.5
774,inf
775,inf
777,1.55
779,3.05
780,0.52
782,0.24
783,7.68
785,2.86
787,inf
788,inf
790,inf
792,inf
793,inf
794,inf
797,71.49
798,inf
799,inf
800,2.69
803,1.01
804,4.67
807,1.88
808,5.41
810,inf
812,38.43
814,inf
815,inf
816,inf
817,inf
818,59.71
821,inf
823,72.06
824,42.66
825,9.03
827,0.56
828,2.29
829,5.15
830,0.41
834,18.16
835,inf
838,inf
839,inf
840,37.56
841,inf
842,inf
843,inf
845,inf
846,68.43
847,5.0
848,3.75
849,7.83
850,0.74
851,3.71
852,5.84
853,1.63
854,0.02
856,0.93
857,0.53
858,48.42
860,inf
861,inf
862,inf
864,inf
865,inf
868,inf
870,inf
871,9.26
872,3.07
873,2.53
875,3.97
878,6.45
879,2.18
881,10.3
882,34.51
883,inf
885,inf
886,inf
889,inf
890,inf
891,inf
893,47.48
894,inf
896,33.02
897,7.1
898,6.57
900,0.47
901,7.19
903,11.37
905,8.86
907,65.69
908,inf
909,inf
910,inf
913,42.42
914,inf
915,inf
917,inf
918,5.03
920,inf
921,inf
922,inf
924,2.39
925,inf
927,inf
928,inf
929,inf
930,62.64
931,inf
932,inf
934,inf
935,49.88
939,inf
940,inf
941,70.01
944,2.58
945,9.28
946,3.74
947,0.44
948,0.58
949,3.65
950,0.17
951,2.12
952,0.22
954,143.51
955,inf
956,inf
957,inf
958,inf
960,inf
961,inf
962,inf
963,inf
965,63.89
966,inf
967,6.96
969,7.37
970,1.8
971,4.02
972,12.35
974,9.62
975,0.89
976,2.67
978,inf
980,inf
982,inf
983,inf
984,inf
987,inf
988,inf
989,inf
990,33.78
994,3.47
996,0.14
997,3.5
999,4.38
1000,1.56
1001,7.18
1002,inf
1003,inf
1005,inf
1006,84.34
1007,inf
1009,inf
1011,inf
1012,55.42
1014,inf
1015,26.4
1017,1.31
1018,7.15
1019,5.1
1020,6.12
1021,2.4
1022,4.26
1023,2.48
1024,13.23
1025,11.48
1026,inf
1027,4.18
1031,inf
1032,inf
1033,57.81
1034,inf
1036,inf
1038,inf
1039,6.07
1040,4.97
1043,3.14
1044,3.21
1046,0.45
1048,0.72
1050,32.07
1051,33.07
1052,inf
1053,inf
1054,inf
1055,inf
1056,inf
1057,73.25
1059,inf
1062,55.86
1063,inf
1064,2.58
1066,0.54
1067,6.03
1068,0.54
1069,0.12
1070,0.49
1071,1.3
1072,4.77
1073,6.68
1075,inf
1076,inf
1077,inf
1078,76.65
1079,inf
1080,inf
1081,inf
1085,inf
1088,inf
1091,inf
1097,inf
1098,inf
1099,inf
1100,46.34
1101,inf
1102,inf
1104,inf
1105,inf
1107,inf
1108,inf
1112,0.39
1113,2.74
1114,1.85
1115,0.89
1116,0.52
1117,0.44
1118,0.64
1119,2.27
1120,1.97
1121,1.23
1122,22.55
1123,inf
1126,inf
1128,72.16
1129,inf
1131,inf
1133,inf
1134,28.51
1135,0.01
1136,0.53
1137,0.3
1138,1.43
1139,0.58
1141,2.94
1142,3.16
1143,6.66
1144,4.46
1145,0.06
1146,inf
1147,inf
1149,inf
1151,inf
1152,inf
1153,inf
1154,inf
1156,inf
1159,42.21
1160,16.44
1162,5.36
1164,3.43
1165,2.43
1166,0.25
1168,2.67
1169,2.09
1173,inf
1174,54.87
1175,inf
1176,inf
1177,inf
1179,49.72
1182,inf
1185,4.65
1186,0.01
1187,1.47
1188,1.72
1189,0.86
1190,0.09
1191,4.06
1193,1.29
1195,1.43
1196,inf
1197,inf
1199,inf
1200,34.27
1201,inf
1202,inf
1205,inf
1206,28.82
1209,0.04
1210,0.71
1212,0.34
1214,0.56
1215,4.05
1216,0.71
1217,1.84
1219,5.03
1220,inf
1221,inf
1224,67.72
1225,inf
1227,inf
1228,inf
1229,inf
1230,62.57
1231,inf
1232,182.07
1233,5.39
1234,1.94
1236,2.12
1237,2.09
1238,0.35
1240,12.95
1241,6.09
1245,inf
1248,inf
1249,inf
1250,inf
1252,inf
1253,inf
1254,inf
1255,inf
1257,47.51
1258,inf
1259,inf
1260,inf
1261,inf
1263,63.07
1264,inf
1265,inf
1266,inf
1267,inf
1269,inf
1271,inf
1272,inf
1274,69.29
1278,inf
1280,7.61
1281,1.46
1282,1.26
1283,0.39
1284,2.14
1285,0.88
1286,0.15
1287,0.07
1288,3.92
1289,0.13
1290,inf
1291,54.27
1293,inf
1294,inf
1297,68.12
1298,inf
1299,inf
1300,inf
1301,inf
1302,12.95
1303,18.23
1304,4.24
1305,0.7
1306,0.76
1307,0.67
1309,0.61
1311,1.83
1313,3.2
1314,inf
1315,inf
1317,inf
1318,inf
1319,inf
1321,68.15
1322,inf
1323,inf
1325,inf
1326,inf
1328,10.72
