,“ú•Ê
3,97.46
6,70.24
11,113.34
12,1.71
14,440.26
18,173.53
19,30.57
20,361.18
23,350.38
24,174.08
29,87.08
31,73.8
37,106.4
39,296.06
40,113.32
43,406.33
44,9.72
51,204.42
58,312.15
59,44.19
60,51.37
63,14.23
67,21.15
74,33.79
79,71.38
81,18.13
83,24.66
85,14.19
88,0.43
89,28.75
92,57.75
95,99.38
97,18.66
99,4.91
100,65.62
101,28.25
109,12.79
113,8.23
115,4.24
117,8.28
120,17.99
125,3.75
126,19.49
130,0.22
132,3.06
135,102.07
136,18.11
145,5.94
147,17.7
150,1.01
152,24.4
160,318.66
161,99.63
163,320.03
165,7.44
170,1032.38
177,61.97
182,3.31
185,320.44
186,38.91
188,14.12
190,11.41
200,126.42
203,54.73
206,50.22
214,40.71
216,11.46
217,73.1
219,8.77
223,90.09
227,51.72
229,298.01
233,257.51
238,514.7
249,13.42
250,12.53
254,1000.65
255,2.4
256,14.29
258,17.19
262,4.4
273,23.4
274,1481.59
281,2.47
285,6.27
295,3.6
296,21.4
298,3.66
300,29.12
306,26.1
307,24.24
309,8.35
310,36.76
311,31.55
312,12.75
313,11.85
322,11.01
324,11.68
327,22.32
329,0.97
333,10.92
334,44.82
338,16.14
340,247.87
341,13.15
346,674.83
350,112.54
351,36.12
356,18.67
359,974.14
363,134.15
