,ì˙ï ,é¿ê—
0,5.7299043897876345,2.0
4,7.914596810854529,2.0
8,20.22763857193045,2.0
13,3.1149715979739465,2.0
14,21.688257631196013,3.0
19,5.748391406628662,3.0
22,4.772833887532155,2.0
33,8.814400806917869,2.0
39,14.28391120054502,3.0
40,6.408698915539223,2.0
41,5.60270504097694,3.0
43,12.791198038060397,3.0
45,5.691990445052167,3.0
47,7.222284875998693,23.0
49,7.896080629006177,2.0
50,14.051501223327104,2.0
51,-0.09046592017391364,3.0
53,22.490535419255576,22.0
56,9.644218403542645,26.0
58,0.5353939005021608,2.0
62,26.155596645906517,35.0
68,46.90793003686018,47.0
71,26.068085647779593,40.0
73,17.45957552701926,28.0
74,26.817678871585635,36.0
75,30.690871003145496,43.0
81,26.284728820264785,27.0
85,23.37224860627465,29.0
89,22.477607731590318,18.0
93,8.627668913021406,2.0
95,23.716484132719003,12.0
96,41.85230857047495,28.0
108,45.07493998733907,61.0
115,49.05820099782529,53.0
116,51.9098415623298,53.0
117,45.97425550924061,47.0
119,50.95165234437844,59.0
128,37.621803956153684,2.0
132,54.725907478564345,62.0
135,4.214918726503329,3.0
137,14.1715182342214,6.0
142,35.139376674302824,44.0
143,51.12941980527835,47.0
151,58.083973723746766,68.0
152,47.358422966584286,51.0
153,10.041737992135564,26.0
157,5.880109787832108,2.0
161,6.84129770829049,6.0
162,23.269562893784766,23.0
165,44.06601361180814,34.0
166,20.90189261396556,26.0
167,22.047477238308996,23.0
169,16.531130686077216,18.0
176,42.94715349902241,18.0
177,7.019174487549993,2.0
180,18.082066589068532,3.0
181,20.125548931996516,14.0
183,14.273967277013327,2.0
184,1.5679807570920854,2.0
188,21.914019596820065,19.0
197,16.546629247021976,6.0
198,7.408566367051977,2.0
202,8.433662545705754,2.0
203,6.946394649884112,3.0
208,12.353912787184438,28.0
210,9.668757528396517,2.0
212,5.2773682885203375,3.0
213,14.510967132774871,28.0
218,10.338262767310477,18.0
219,4.249275262367117,4.0
222,10.041454686175971,3.0
229,14.358132479497279,2.0
233,6.844638684562865,2.0
239,14.846514518859875,22.0
247,18.660921283356235,3.0
250,27.009508884465287,18.0
258,31.363751076182098,46.0
261,28.595732928127134,26.0
264,30.612505654342442,42.0
268,16.310243999170147,33.0
269,39.98881924318384,62.0
275,45.80913432259694,2.0
277,63.05796558240271,2.0
281,66.98264652931745,70.0
287,55.84717974762829,43.0
305,59.03488656978284,49.0
311,53.69611888442527,77.0
312,54.49553618447928,62.0
315,60.18193211949015,79.0
317,49.66744585079386,43.0
318,60.18193211949015,79.0
319,60.18193211949015,74.0
320,58.79575459120866,60.0
321,60.05325847043232,59.0
324,48.286276423223335,50.0
327,54.78722240172399,69.0
329,54.49553618447928,58.0
332,37.10017306742393,59.0
333,37.226044832094566,47.0
335,33.91845585842399,39.0
336,35.984471598255084,43.0
339,40.710141471068276,38.0
341,48.241149449857126,48.0
342,35.593061489203215,56.0
344,32.65073514202923,37.0
346,11.559262925207014,2.0
349,14.73485902145476,3.0
351,48.65988900918676,49.0
353,34.07756208252022,46.0
362,34.87234517303967,40.0
364,14.383415579223998,3.0
