,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,108.57,28.9
3,44.37,0.42
6,124.78,49.58
8,42.49,9.62
9,50.68,20.54
10,9.45,6.24
11,84.64,7.17
12,14.26,43.51
13,214.02,6.55
15,24.33,37.37
16,26.42,30.02
19,38.54,9.47
20,46.34,44.17
21,97.76,28.17
22,56.73,35.55
23,106.45,28.28
24,3.84,11.98
25,239.17,16.25
27,11.29,5.93
30,38.32,42.99
31,23.27,5.05
33,86.39,5.28
34,167.47,15.09
35,170.32,41.28
36,7.37,19.96
39,567.03,244.12
40,53.26,23.5
42,7.81,2.04
43,30.78,13.51
44,2.22,24.05
45,1.29,12.14
46,866.8,212.87
48,19.48,14.67
50,34.05,26.12
51,30.09,23.21
52,2.8,4.25
53,24.93,5.31
54,7.87,25.57
56,32.03,17.37
57,14.93,8.31
58,4.32,4.55
59,3.64,15.21
61,23.02,5.26
62,79.83,19.44
63,157.51,13.79
64,113.55,39.97
65,207.88,8.12
66,58.24,9.7
67,80.75,42.45
70,13.87,3.54
71,21.69,8.71
73,85.98,25.42
74,77.06,99.87
77,7.0,38.33
78,40.24,8.64
79,156.6,15.07
81,37.52,78.61
83,75.94,55.88
84,116.89,63.0
85,156.6,0.38
86,59.97,16.94
87,120.09,5.92
88,170.42,27.88
90,17.15,1.37
91,15.11,14.69
92,67.15,24.84
93,42.29,20.07
94,43.77,13.5
97,23.84,9.12
98,35.23,8.62
99,13.16,31.78
100,2.07,11.41
101,250.94,41.54
102,140.04,0.91
103,41.29,17.81
104,133.98,46.72
109,29.15,22.25
110,85.5,37.09
111,26.49,8.15
112,66.7,3.83
113,218.92,14.15
114,58.33,23.69
117,31.38,49.5
118,36.31,17.07
119,20.97,64.74
