,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,25.37,24.0,24.64
2,8.53,9.0,8.23
4,48.64,51.0,51.46
5,53.23,53.0,53.34
6,19.49,16.0,14.02
8,34.35,35.0,36.08
9,51.42,51.0,53.72
10,50.68,52.0,54.8
11,30.52,29.0,30.55
12,20.6,20.0,19.4
13,33.78,34.0,35.07
14,38.67,38.0,39.45
16,26.89,28.0,30.08
17,25.22,26.0,25.91
19,7.27,9.0,9.44
21,12.68,11.0,10.8
23,20.37,19.0,22.19
24,10.13,6.0,5.27
25,31.81,31.0,34.16
26,32.35,34.0,33.49
27,19.46,22.0,20.21
28,18.22,21.0,22.46
29,2.82,4.0,3.01
32,34.22,37.0,38.14
34,4.32,3.0,2.45
36,2.99,3.0,2.96
37,3.62,3.0,1.72
40,5.13,3.0,3.15
42,19.97,18.0,18.72
43,2.29,3.0,3.36
44,11.84,10.0,9.58
45,4.03,3.0,3.31
46,6.3,3.0,3.47
48,4.9,3.0,2.6
49,2.55,3.0,2.67
50,8.27,7.0,6.94
51,3.8,5.0,3.8
56,8.03,5.0,6.87
57,12.17,15.0,15.07
58,15.45,15.0,14.8
62,20.1,21.0,22.25
63,13.04,10.0,11.12
65,16.28,15.0,14.98
66,17.01,18.0,19.69
67,20.93,21.0,18.34
69,23.66,25.0,24.87
71,19.97,22.0,21.28
72,23.18,23.0,22.4
73,23.62,23.0,22.76
74,18.32,19.0,19.93
75,15.41,13.0,15.37
76,14.91,15.0,15.28
77,13.7,15.0,13.94
79,11.65,12.0,16.26
81,25.17,31.0,30.59
83,20.56,21.0,18.52
85,21.98,20.0,26.1
86,25.29,27.0,26.0
87,33.05,38.0,31.83
88,18.32,17.0,17.0
89,16.99,16.0,19.67
90,7.76,10.0,8.6
91,13.68,11.0,11.42
92,14.65,15.0,15.86
93,35.21,40.0,36.94
94,14.0,17.0,13.57
95,23.8,22.0,18.2
97,33.15,32.0,30.48
98,21.18,18.0,25.47
99,21.98,27.0,26.85
101,43.39,44.0,40.63
102,34.04,41.0,40.14
106,38.92,41.0,38.69
107,58.75,57.0,50.75
109,47.28,42.0,46.01
110,58.91,64.0,55.26
111,52.06,48.0,54.44
114,61.4,63.0,59.72
115,82.47,89.0,78.87
116,48.71,46.0,46.12
117,56.27,62.0,48.16
119,40.41,39.0,39.02
122,67.83,89.0,78.74
123,42.88,37.0,39.36
128,49.27,47.0,51.52
130,61.82,61.0,57.78
132,48.77,48.0,47.42
133,26.03,29.0,29.2
134,16.01,15.0,14.97
135,11.75,12.0,9.52
136,4.08,5.0,5.26
137,9.54,8.0,6.72
138,11.58,9.0,9.23
139,32.47,31.0,34.53
140,40.7,44.0,43.76
141,42.45,39.0,44.34
142,29.37,26.0,31.22
143,37.3,34.0,36.08
144,33.67,36.0,35.08
145,32.0,35.0,33.97
146,53.88,58.0,57.2
147,55.98,57.0,52.65
148,49.6,48.0,52.09
149,51.05,42.0,48.17
151,49.01,54.0,53.8
152,26.37,27.0,29.73
153,16.0,17.0,22.52
156,9.87,6.0,6.02
159,2.54,6.0,6.62
160,9.96,8.0,9.19
161,7.02,8.0,5.92
164,13.69,11.0,11.03
165,13.27,12.0,12.61
166,11.72,12.0,13.07
168,11.91,12.0,13.9
169,15.94,18.0,18.63
170,26.47,29.0,31.27
171,22.1,22.0,22.5
173,11.4,13.0,11.48
175,37.26,35.0,35.68
176,20.53,18.0,19.29
177,7.4,6.0,5.87
178,3.69,3.0,2.2
180,9.76,9.0,8.47
181,10.18,10.0,9.46
182,12.67,11.0,11.6
183,3.67,5.0,5.93
185,4.9,4.0,5.07
186,15.13,15.0,16.18
187,10.85,12.0,10.93
189,10.49,10.0,9.93
190,14.52,15.0,16.85
193,13.29,12.0,13.35
194,4.81,4.0,4.39
195,1.47,3.0,2.43
197,3.25,5.0,4.14
198,22.01,24.0,21.61
199,8.61,4.0,5.06
202,21.72,21.0,19.99
203,26.7,26.0,27.46
204,28.59,28.0,29.17
205,45.74,48.0,49.4
206,32.53,32.0,33.75
207,28.91,28.0,28.24
208,14.61,13.0,15.88
209,34.11,34.0,32.55
210,25.22,28.0,23.92
212,13.04,12.0,11.36
215,27.13,33.0,30.0
216,10.54,8.0,8.67
217,25.2,27.0,24.08
223,18.53,18.0,18.85
224,8.66,3.0,3.07
226,43.42,42.0,44.52
227,34.09,35.0,40.72
228,35.04,36.0,35.75
230,21.81,23.0,26.9
231,42.05,43.0,38.77
232,18.17,10.0,12.05
234,35.73,35.0,40.33
236,33.68,33.0,34.03
238,46.12,48.0,46.16
239,41.48,44.0,39.72
240,48.16,47.0,51.03
242,43.43,41.0,47.09
243,7.96,3.0,2.21
245,48.96,48.0,51.2
246,48.64,49.0,52.41
247,57.44,57.0,58.22
248,66.49,66.0,66.69
250,44.79,45.0,47.45
252,53.3,56.0,55.83
253,56.15,57.0,57.86
254,72.2,73.0,67.65
255,58.69,60.0,61.54
256,63.64,64.0,60.36
259,45.18,41.0,45.07
261,81.07,76.0,86.88
262,100.54,91.0,100.92
263,73.18,72.0,75.56
264,51.65,52.0,52.64
265,60.58,62.0,65.34
266,60.3,63.0,58.84
267,56.63,55.0,57.92
268,61.59,62.0,62.37
269,78.37,86.0,91.92
270,86.79,105.0,92.84
271,84.92,83.0,88.17
272,98.97,101.0,99.48
273,6.15,3.0,1.54
274,20.1,3.0,3.77
275,21.77,4.0,9.73
276,24.14,3.0,9.41
278,88.56,87.0,97.96
279,92.1,102.0,100.87
280,108.8,109.0,92.72
281,118.61,128.0,118.05
282,131.66,145.0,122.16
284,98.53,101.0,90.39
286,111.75,110.0,106.9
287,86.78,85.0,88.49
288,90.13,86.0,93.83
289,97.19,105.0,100.32
290,107.85,104.0,108.93
291,63.63,62.0,73.62
292,97.72,102.0,88.98
294,89.58,89.0,96.95
295,92.76,92.0,90.12
296,107.41,103.0,103.47
297,100.72,102.0,104.27
298,70.6,70.0,68.74
299,83.72,81.0,88.47
300,78.28,77.0,81.71
301,72.73,75.0,72.54
302,56.08,57.0,62.38
303,89.96,90.0,90.36
304,87.61,97.0,93.27
305,78.34,75.0,82.92
306,69.65,69.0,85.7
308,91.67,88.0,91.32
310,99.24,109.0,107.97
313,93.7,95.0,91.81
315,101.35,99.0,111.81
316,122.47,122.0,119.96
317,111.14,112.0,112.37
319,107.83,108.0,112.93
